ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
600030.SH,20200429,20200331,华夏基金-农业银行-华夏中证金融资产管理计划,144472197.0,1.1176,1.472,0.0,基金专户理财
600030.SH,20200429,20200331,中欧基金-农业银行-中欧中证金融资产管理计划,140178900.0,1.0844,1.4283,0.0,基金专户理财
600030.SH,20200429,20200331,广发基金-农业银行-广发中证金融资产管理计划,140049999.0,1.0834,1.4269,0.0,基金专户理财
600030.SH,20200429,20200331,南方基金-农业银行-南方中证金融资产管理计划,139589061.0,1.0798,1.4223,0.0,基金专户理财
600030.SH,20200320,20191231,香港中央结算(代理人)有限公司,2276694267.0,18.7894,,-480000.0,一般企业
600030.SH,20200320,20191231,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20200320,20191231,中国证券金融股份有限公司,362296197.0,2.99,3.6914,0.0,金融机构—证券公司
600030.SH,20200320,20191231,香港中央结算有限公司,255815371.0,2.1112,2.6065,31638180.0,一般企业
600030.SH,20200320,20191231,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20200320,20191231,大成基金-农业银行-大成中证金融资产管理计划,153726217.0,1.2687,1.5663,0.0,基金专户理财
600030.SH,20200320,20191231,华夏基金-农业银行-华夏中证金融资产管理计划,144472197.0,1.1923,1.472,0.0,基金专户理财
600030.SH,20200320,20191231,中欧基金-农业银行-中欧中证金融资产管理计划,140178900.0,1.1569,1.4283,0.0,基金专户理财
600030.SH,20200320,20191231,广发基金-农业银行-广发中证金融资产管理计划,140049999.0,1.1558,1.4269,0.0,基金专户理财
600030.SH,20200320,20191231,南方基金-农业银行-南方中证金融资产管理计划,139589061.0,1.152,1.4223,0.0,基金专户理财
600030.SH,20191031,20190930,香港中央结算(代理人)有限公司,2277174267.0,18.7934,,-40000.0,一般企业
600030.SH,20191031,20190930,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20191031,20190930,中国证券金融股份有限公司,362296197.0,2.99,3.6914,0.0,金融机构—证券公司
600030.SH,20191031,20190930,香港中央结算有限公司,224177191.0,1.8501,2.2841,8233256.0,一般企业
600030.SH,20191031,20190930,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20191031,20190930,大成基金-农业银行-大成中证金融资产管理计划,153726217.0,1.2687,1.5663,0.0,基金专户理财
600030.SH,20191031,20190930,华夏基金-农业银行-华夏中证金融资产管理计划,144472197.0,1.1923,1.472,0.0,基金专户理财
600030.SH,20191031,20190930,中欧基金-农业银行-中欧中证金融资产管理计划,140178900.0,1.1569,1.4283,0.0,基金专户理财
600030.SH,20191031,20190930,广发基金-农业银行-广发中证金融资产管理计划,140049999.0,1.1558,1.4269,0.0,基金专户理财
600030.SH,20191031,20190930,南方基金-农业银行-南方中证金融资产管理计划,139589061.0,1.152,1.4223,0.0,基金专户理财
600030.SH,20190823,20190630,香港中央结算(代理人)有限公司,2277214267.0,18.7937,,-153500.0,一般企业
600030.SH,20190823,20190630,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20190823,20190630,中国证券金融股份有限公司,362296197.0,2.99,3.6914,0.0,金融机构—证券公司
600030.SH,20190823,20190630,香港中央结算有限公司,215943935.0,1.7822,2.2002,-8233256.0,一般企业
600030.SH,20190823,20190630,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20190823,20190630,大成基金-农业银行-大成中证金融资产管理计划,153726217.0,1.2687,1.5663,0.0,基金专户理财
600030.SH,20190823,20190630,华夏基金-农业银行-华夏中证金融资产管理计划,144472197.0,1.1923,1.472,0.0,基金专户理财
600030.SH,20190823,20190630,中欧基金-农业银行-中欧中证金融资产管理计划,140178900.0,1.1569,1.4283,0.0,基金专户理财
600030.SH,20190823,20190630,广发基金-农业银行-广发中证金融资产管理计划,140049999.0,1.1558,1.4269,0.0,基金专户理财
600030.SH,20190823,20190630,南方基金-农业银行-南方中证金融资产管理计划,139589061.0,1.152,1.4223,0.0,基金专户理财
600030.SH,20190430,20190331,香港中央结算(代理人)有限公司,2277367767.0,18.795,,52000.0,一般企业
600030.SH,20190430,20190331,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20190430,20190331,中国证券金融股份有限公司,362296197.0,2.99,3.6914,0.0,金融机构—证券公司
600030.SH,20190430,20190331,香港中央结算有限公司,224177191.0,1.8501,2.2841,21657639.0,一般企业
600030.SH,20190430,20190331,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20190430,20190331,大成基金-农业银行-大成中证金融资产管理计划,153726217.0,1.2687,1.5663,0.0,基金专户理财
600030.SH,20190430,20190331,华夏基金-农业银行-华夏中证金融资产管理计划,144472197.0,1.1923,1.472,0.0,基金专户理财
600030.SH,20190430,20190331,中欧基金-农业银行-中欧中证金融资产管理计划,140178900.0,1.1569,1.4283,0.0,基金专户理财
600030.SH,20190430,20190331,广发基金-农业银行-广发中证金融资产管理计划,140049999.0,1.1558,1.4269,0.0,基金专户理财
600030.SH,20190430,20190331,南方基金-农业银行-南方中证金融资产管理计划,139589061.0,1.152,1.4223,0.0,基金专户理财
600030.SH,20190322,20181231,香港中央结算(代理人)有限公司,2277315767.0,18.7945,,228134.0,一般企业
600030.SH,20190322,20181231,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20190322,20181231,中国证券金融股份有限公司,362296197.0,2.99,3.6914,0.0,金融机构—证券公司
600030.SH,20190322,20181231,香港中央结算有限公司,202519552.0,1.6714,2.0634,0.0,一般企业
600030.SH,20190322,20181231,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20190322,20181231,大成基金-农业银行-大成中证金融资产管理计划,153726217.0,1.2687,1.5663,0.0,基金专户理财
600030.SH,20190322,20181231,华夏基金-农业银行-华夏中证金融资产管理计划,144472197.0,1.1923,1.472,0.0,基金专户理财
600030.SH,20190322,20181231,中欧基金-农业银行-中欧中证金融资产管理计划,140178900.0,1.1569,1.4283,0.0,基金专户理财
600030.SH,20190322,20181231,广发基金-农业银行-广发中证金融资产管理计划,140049999.0,1.1558,1.4269,0.0,基金专户理财
600030.SH,20190322,20181231,南方基金-农业银行-南方中证金融资产管理计划,139589061.0,1.152,1.4223,0.0,基金专户理财
600030.SH,20181227,20181224,香港中央结算(代理人)有限公司,2277087633.0,18.7926,,-275184.0,一般企业
600030.SH,20181227,20181224,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20181227,20181224,中国证券金融股份有限公司,362296197.0,2.99,3.6914,0.0,金融机构—证券公司
600030.SH,20181227,20181224,香港中央结算有限公司,202519552.0,1.6714,2.0634,31286010.0,一般企业
600030.SH,20181227,20181224,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20181227,20181224,大成基金-农业银行-大成中证金融资产管理计划,153726217.0,1.2687,1.5663,0.0,基金专户理财
600030.SH,20181227,20181224,华夏基金-农业银行-华夏中证金融资产管理计划,144472197.0,1.1923,1.472,0.0,基金专户理财
600030.SH,20181227,20181224,中欧基金-农业银行-中欧中证金融资产管理计划,140178900.0,1.1569,1.4283,0.0,基金专户理财
600030.SH,20181227,20181224,广发基金-农业银行-广发中证金融资产管理计划,140049999.0,1.1558,1.4269,0.0,基金专户理财
600030.SH,20181227,20181224,南方基金-农业银行-南方中证金融资产管理计划,139589061.0,1.152,1.4223,,基金专户理财
600030.SH,20181031,20180930,香港中央结算(代理人)有限公司,2277362817.0,18.7949,,12000.0,一般企业
600030.SH,20181031,20180930,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20181031,20180930,中国证券金融股份有限公司,362296197.0,2.99,3.6914,-221082000.0,金融机构—证券公司
600030.SH,20181031,20180930,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,310054938.0,2.5589,3.1591,0.0,保险投资组合
600030.SH,20181031,20180930,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20181031,20180930,香港中央结算有限公司,171233542.0,1.4132,1.7447,9605286.0,一般企业
600030.SH,20181031,20180930,大成基金-农业银行-大成中证金融资产管理计划,153726217.0,1.2687,1.5663,22108200.0,基金专户理财
600030.SH,20181031,20180930,华夏基金-农业银行-华夏中证金融资产管理计划,144472197.0,1.1923,1.472,22108200.0,基金专户理财
600030.SH,20181031,20180930,中欧基金-农业银行-中欧中证金融资产管理计划,140178900.0,1.1569,1.4283,22108200.0,基金专户理财
600030.SH,20181031,20180930,广发基金-农业银行-广发中证金融资产管理计划,140049999.0,1.1558,1.4269,22108200.0,基金专户理财
600030.SH,20180824,20180630,香港中央结算(代理人)有限公司,2277350817.0,18.7948,,-55500.0,一般企业
600030.SH,20180824,20180630,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20180824,20180630,中国证券金融股份有限公司,583378197.0,4.8146,5.9439,-10311000.0,金融机构—证券公司
600030.SH,20180824,20180630,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,310054938.0,2.5589,3.1591,0.0,保险投资组合
600030.SH,20180824,20180630,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20180824,20180630,香港中央结算有限公司,161628256.0,1.3339,1.6468,27019154.0,一般企业
600030.SH,20180824,20180630,大成基金-农业银行-大成中证金融资产管理计划,131618017.0,1.0862,1.341,0.0,基金专户理财
600030.SH,20180824,20180630,华夏基金-农业银行-华夏中证金融资产管理计划,122363997.0,1.0099,1.2467,0.0,基金专户理财
600030.SH,20180824,20180630,中欧基金-农业银行-中欧中证金融资产管理计划,118070700.0,0.9744,1.203,0.0,基金专户理财
600030.SH,20180824,20180630,广发基金-农业银行-广发中证金融资产管理计划,117941799.0,0.9734,1.2017,0.0,基金专户理财
600030.SH,20180428,20180331,香港中央结算(代理人)有限公司,2277406317.0,18.7953,,86000.0,一般企业
600030.SH,20180428,20180331,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20180428,20180331,中国证券金融股份有限公司,593689197.0,4.8997,6.049,-37437.0,金融机构—证券公司
600030.SH,20180428,20180331,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,310054938.0,2.5589,3.1591,0.0,保险投资组合
600030.SH,20180428,20180331,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20180428,20180331,香港中央结算有限公司,134609102.0,1.1109,1.3715,,一般企业
600030.SH,20180428,20180331,大成基金-农业银行-大成中证金融资产管理计划,131618017.0,1.0862,1.341,-8545783.0,基金专户理财
600030.SH,20180428,20180331,华夏基金-农业银行-华夏中证金融资产管理计划,122363997.0,1.0099,1.2467,-17799803.0,基金专户理财
600030.SH,20180428,20180331,中欧基金-农业银行-中欧中证金融资产管理计划,118070700.0,0.9744,1.203,-22093100.0,基金专户理财
600030.SH,20180428,20180331,广发基金-农业银行-广发中证金融资产管理计划,117941799.0,0.9734,1.2017,-22222001.0,基金专户理财
600030.SH,20180323,20171231,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,140163800.0,1.1568,1.4281,35213300.0,基金专户理财
600030.SH,20180323,20171231,香港中央结算(代理人)有限公司,2277320317.0,18.7946,,-20500.0,一般企业
600030.SH,20180323,20171231,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20180323,20171231,中国证券金融股份有限公司,593726634.0,4.9,6.0494,8818411.0,金融机构—证券公司
600030.SH,20180323,20171231,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,310054938.0,2.5589,3.1591,0.0,保险投资组合
600030.SH,20180323,20171231,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20180323,20171231,博时基金-农业银行-博时中证金融资产管理计划,140163800.0,1.1568,1.4281,35213300.0,其他金融产品
600030.SH,20180323,20171231,易方达基金-农业银行-易方达中证金融资产管理计划,140163800.0,1.1568,1.4281,35213300.0,其他金融产品
600030.SH,20180323,20171231,大成基金-农业银行-大成中证金融资产管理计划,140163800.0,1.1568,1.4281,35213300.0,基金专户理财
600030.SH,20180323,20171231,嘉实基金-农业银行-嘉实中证金融资产管理计划,140163800.0,1.1568,1.4281,35213300.0,其他金融产品
600030.SH,20180323,20171231,广发基金-农业银行-广发中证金融资产管理计划,140163800.0,1.1568,1.4281,35213300.0,基金专户理财
600030.SH,20180323,20171231,中欧基金-农业银行-中欧中证金融资产管理计划,140163800.0,1.1568,1.4281,,基金专户理财
600030.SH,20180323,20171231,华夏基金-农业银行-华夏中证金融资产管理计划,140163800.0,1.1568,1.4281,35213300.0,基金专户理财
600030.SH,20180323,20171231,银华基金-农业银行-银华中证金融资产管理计划,140163800.0,1.1568,1.4281,35213300.0,基金专户理财
600030.SH,20180323,20171231,南方基金-农业银行-南方中证金融资产管理计划,140163800.0,1.1568,1.4281,35213300.0,基金专户理财
600030.SH,20171031,20170930,香港中央结算(代理人)有限公司,2277340817.0,18.7947,,19499.0,一般企业
600030.SH,20171031,20170930,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20171031,20170930,中国证券金融股份有限公司,584908223.0,4.8272,5.9595,-17024784.0,金融机构—证券公司
600030.SH,20171031,20170930,中国人寿保险股份有限公司－传统－普通保险产品－005L－CT001沪,310054938.0,2.5589,3.1591,0.0,保险投资组合
600030.SH,20171031,20170930,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20171031,20170930,香港中央结算有限公司,179475759.0,1.4812,1.8286,57785805.0,一般企业
600030.SH,20171031,20170930,中国运载火箭技术研究院,106478308.0,0.8788,1.0849,0.0,院校—研究院
600030.SH,20171031,20170930,博时基金－农业银行－博时中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20171031,20170930,易方达基金－农业银行－易方达中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20171031,20170930,大成基金－农业银行－大成中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20171031,20170930,嘉实基金－农业银行－嘉实中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20171031,20170930,广发基金－农业银行－广发中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20171031,20170930,中欧基金－农业银行－中欧中证金融资产管理计划,104950500.0,0.8661,1.0693,,基金专户理财
600030.SH,20171031,20170930,华夏基金－农业银行－华夏中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20171031,20170930,银华基金－农业银行－银华中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20171031,20170930,南方基金－农业银行－南方中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20171031,20170930,工银瑞信基金－农业银行－工银瑞信中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170826,20170630,香港中央结算(代理人)有限公司,2277321318.0,18.7946,,-91400.0,一般企业
600030.SH,20170826,20170630,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20170826,20170630,中国证券金融股份有限公司,601933007.0,4.9677,6.133,152412964.0,金融机构—证券公司
600030.SH,20170826,20170630,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,310054938.0,2.5589,3.1591,0.0,保险投资组合
600030.SH,20170826,20170630,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20170826,20170630,香港中央结算有限公司,121689954.0,1.0043,1.2399,3875554.0,一般企业
600030.SH,20170826,20170630,中国运载火箭技术研究院,106478308.0,0.8788,1.0849,0.0,院校—研究院
600030.SH,20170826,20170630,中国银行股份有限公司-招商中证全指证券公司指数分级证券投资基金,105073593.0,0.8672,1.0706,-40705800.0,开放式投资基金
600030.SH,20170826,20170630,博时基金-农业银行-博时中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20170826,20170630,易方达基金-农业银行-易方达中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20170826,20170630,大成基金-农业银行-大成中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170826,20170630,嘉实基金-农业银行-嘉实中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20170826,20170630,广发基金-农业银行-广发中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170826,20170630,中欧基金-农业银行-中欧中证金融资产管理计划,104950500.0,0.8661,1.0693,,基金专户理财
600030.SH,20170826,20170630,华夏基金-农业银行-华夏中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170826,20170630,银华基金-农业银行-银华中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170826,20170630,南方基金-农业银行-南方中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170826,20170630,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170429,20170331,香港中央结算(代理人)有限公司,2277412718.0,18.7953,,256510.0,一般企业
600030.SH,20170429,20170331,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20170429,20170331,中国证券金融股份有限公司,449520043.0,3.7099,4.5801,104481354.0,金融机构—证券公司
600030.SH,20170429,20170331,中国人寿保险股份有限公司－传统－普通保险产品－005L－CT001沪,310054938.0,2.5589,3.1591,,保险投资组合
600030.SH,20170429,20170331,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20170429,20170331,中国银行股份有限公司－招商中证全指证券公司指数分级证券投资基金,145779393.0,1.2031,1.4853,30592513.0,开放式投资基金
600030.SH,20170429,20170331,香港中央结算有限公司,117814400.0,0.9723,1.2004,-6117308.0,一般企业
600030.SH,20170429,20170331,中国运载火箭技术研究院,106478308.0,0.8788,1.0849,0.0,院校—研究院
600030.SH,20170429,20170331,博时基金－农业银行－博时中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20170429,20170331,大成基金－农业银行－大成中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170429,20170331,工银瑞信基金－农业银行－工银瑞信中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170429,20170331,广发基金－农业银行－广发中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170429,20170331,华夏基金－农业银行－华夏中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170429,20170331,嘉实基金－农业银行－嘉实中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20170429,20170331,南方基金－农业银行－南方中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170429,20170331,易方达基金－农业银行－易方达中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20170429,20170331,银华基金－农业银行－银华中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170429,20170331,中欧基金－农业银行－中欧中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170323,20161231,香港中央结算(代理人)有限公司,2277156208.0,18.7932,,66500.0,一般企业
600030.SH,20170323,20161231,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20170323,20161231,中国证券金融股份有限公司,345038689.0,2.8476,3.5155,21582977.0,金融机构—证券公司
600030.SH,20170323,20161231,中国人寿保险股份有限公司,311102718.0,2.5675,3.1698,-19957281.0,金融机构—保险公司
600030.SH,20170323,20161231,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20170323,20161231,香港中央结算有限公司,123931708.0,1.0228,1.2627,-128392934.0,一般企业
600030.SH,20170323,20161231,中国银行股份有限公司－招商中证全指证券公司指数分级证券投资基金,115186880.0,0.9506,1.1736,-21208574.0,开放式投资基金
600030.SH,20170323,20161231,中国运载火箭技术研究院,106478308.0,0.8788,1.0849,0.0,院校—研究院
600030.SH,20170323,20161231,博时基金－农业银行－博时中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20170323,20161231,易方达基金－农业银行－易方达中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20170323,20161231,大成基金－农业银行－大成中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170323,20161231,嘉实基金－农业银行－嘉实中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20170323,20161231,广发基金－农业银行－广发中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170323,20161231,中欧基金－农业银行－中欧中证金融资产管理计划,104950500.0,0.8661,1.0693,,基金专户理财
600030.SH,20170323,20161231,华夏基金－农业银行－华夏中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170323,20161231,银华基金－农业银行－银华中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170323,20161231,南方基金－农业银行－南方中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20170323,20161231,工银瑞信基金－农业银行－工银瑞信中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20161029,20160930,香港中央结算(代理人)有限公司,2277089708.0,18.7927,,36500.0,一般企业
600030.SH,20161029,20160930,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20161029,20160930,中国人寿保险股份有限公司,331059999.0,2.7322,3.3731,0.0,金融机构—保险公司
600030.SH,20161029,20160930,中国证券金融股份有限公司,323455712.0,2.6695,3.2956,-18567086.0,金融机构—证券公司
600030.SH,20161029,20160930,香港中央结算有限公司,252324642.0,2.0824,2.5709,-6596512.0,一般企业
600030.SH,20161029,20160930,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20161029,20160930,中国银行股份有限公司－招商中证全指证券公司指数分级证券投资基金,136395454.0,1.1257,1.3897,,开放式投资基金
600030.SH,20161029,20160930,中国运载火箭技术研究院,106478308.0,0.8788,1.0849,0.0,院校—研究院
600030.SH,20161029,20160930,大成基金－农业银行－大成中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20161029,20160930,易方达基金－农业银行－易方达中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20161029,20160930,嘉实基金－农业银行－嘉实中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20161029,20160930,华夏基金－农业银行－华夏中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20161029,20160930,广发基金－农业银行－广发中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20161029,20160930,南方基金－农业银行－南方中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20161029,20160930,银华基金－农业银行－银华中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20161029,20160930,博时基金－农业银行－博时中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20161029,20160930,工银瑞信基金－农业银行－工银瑞信中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20161029,20160930,中欧基金-农业银行-中欧中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20160825,20160630,中欧基金-农业银行-中欧中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20160825,20160630,香港中央结算(代理人)有限公司,2277053208.0,18.7924,,-399510.0,一般企业
600030.SH,20160825,20160630,中国中信有限公司,1999695746.0,16.5034,20.3746,0.0,一般企业
600030.SH,20160825,20160630,中国证券金融股份有限公司,342022798.0,2.8227,3.4848,59096110.0,金融机构—证券公司
600030.SH,20160825,20160630,中国人寿保险股份有限公司,331059999.0,2.7322,3.3731,0.0,金融机构—保险公司
600030.SH,20160825,20160630,香港中央结算有限公司,258921154.0,2.1369,2.6381,55653044.0,一般企业
600030.SH,20160825,20160630,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,0.0,资产管理公司
600030.SH,20160825,20160630,中国人寿保险(集团)公司－传统－普通保险产品,161141935.0,1.3299,1.6418,0.0,保险投资组合
600030.SH,20160825,20160630,中国运载火箭技术研究院,106478308.0,0.8788,1.0849,0.0,院校—研究院
600030.SH,20160825,20160630,大成基金－农业银行－大成中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20160825,20160630,易方达基金－农业银行－易方达中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20160825,20160630,嘉实基金－农业银行－嘉实中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20160825,20160630,华夏基金－农业银行－华夏中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20160825,20160630,广发基金－农业银行－广发中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20160825,20160630,南方基金－农业银行－南方中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20160825,20160630,银华基金－农业银行－银华中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20160825,20160630,博时基金－农业银行－博时中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,其他金融产品
600030.SH,20160825,20160630,工银瑞信基金－农业银行－工银瑞信中证金融资产管理计划,104950500.0,0.8661,1.0693,0.0,基金专户理财
600030.SH,20160430,20160331,香港中央结算(代理人)有限公司,2277452718.0,18.7957,,-290920.0,一般企业
600030.SH,20160430,20160331,中国中信有限公司,1999695746.0,16.5034,20.3746,110936871.0,一般企业
600030.SH,20160430,20160331,中国人寿保险股份有限公司,331059999.0,2.7322,3.3731,0.0,金融机构—保险公司
600030.SH,20160430,20160331,中国证券金融股份有限公司,282926688.0,2.335,2.8827,-66874994.0,金融机构—证券公司
600030.SH,20160430,20160331,香港中央结算有限公司,203268110.0,1.6776,2.0711,,一般企业
600030.SH,20160430,20160331,中央汇金资产管理有限责任公司,198709100.0,1.6399,2.0246,,资产管理公司
600030.SH,20160430,20160331,中国人寿保险(集团)公司－传统－普通保险产品,161141935.0,1.3299,1.6418,-70000000.0,保险投资组合
600030.SH,20160430,20160331,中国运载火箭技术研究院,106478308.0,0.8788,1.0849,0.0,院校—研究院
600030.SH,20160430,20160331,博时基金－农业银行－博时中证金融资产管理计划,104950500.0,0.8661,1.0693,15383100.0,其他金融产品
600030.SH,20160430,20160331,大成基金－农业银行－大成中证金融资产管理计划,104950500.0,0.8661,1.0693,15383100.0,基金专户理财
600030.SH,20160430,20160331,工银瑞信基金－农业银行－工银瑞信中证金融资产管理计划,104950500.0,0.8661,1.0693,15383100.0,基金专户理财
600030.SH,20160430,20160331,广发基金－农业银行－广发中证金融资产管理计划,104950500.0,0.8661,1.0693,15383100.0,基金专户理财
