ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300757.SZ,20190108,19.78,23.74,19.78,23.74,16.48,7.259999999999998,44.05,269.0,830.842
300757.SZ,20190109,26.12,26.12,26.12,26.12,23.74,2.3800000000000026,10.03,65.0,222.04
300757.SZ,20190110,28.73,28.73,28.73,28.73,26.12,2.6099999999999994,9.99,185.0,695.23
300757.SZ,20190111,31.61,31.61,31.61,31.61,28.73,2.879999999999999,10.02,507.51,2098.046
300757.SZ,20190114,34.76,34.76,34.76,34.76,31.61,3.1499999999999986,9.97,1633.59,7427.933
300757.SZ,20190115,38.24,38.24,38.24,38.24,34.76,3.480000000000004,10.01,2587.74,12943.875
300757.SZ,20190116,42.06,42.06,42.06,42.06,38.24,3.8200000000000003,9.99,2444.45,13449.363
300757.SZ,20190117,42.65,45.8,42.3,43.98,42.06,1.9199999999999946,4.56,137610.22,786470.043
300757.SZ,20190118,46.64,48.37,46.52,48.37,43.98,4.390000000000001,9.98,102981.26,643647.585
300757.SZ,20190121,49.68,50.46,47.91,48.81,48.37,0.44000000000000483,0.91,101895.69,653990.147
300757.SZ,20190122,48.28,51.45,47.9,50.15,48.81,1.3399999999999963,2.75,83453.86,541053.907
300757.SZ,20190123,49.54,50.76,48.0,50.76,50.15,0.6099999999999994,1.22,73261.47,473202.546
300757.SZ,20190124,49.69,49.92,47.41,48.01,50.76,-2.75,-5.42,65850.64,419578.394
300757.SZ,20190125,47.84,52.51,47.47,48.64,48.01,0.6300000000000026,1.31,76097.39,494956.886
300757.SZ,20190128,49.59,53.13,48.59,51.76,48.64,3.1199999999999974,6.41,78571.66,522291.284
300757.SZ,20190129,50.54,51.59,47.46,51.07,51.76,-0.6899999999999977,-1.33,66762.07,437170.157
300757.SZ,20190130,54.28,56.18,51.97,52.11,51.07,1.0399999999999991,2.04,95653.31,682510.522
300757.SZ,20190131,50.88,56.46,49.3,54.55,52.11,2.4399999999999977,4.68,83946.43,570888.51
300757.SZ,20190201,54.18,56.96,52.66,53.0,54.55,-1.5499999999999972,-2.84,70477.77,502752.383
300757.SZ,20190211,53.75,57.64,53.01,56.38,53.0,3.3800000000000026,6.38,64401.39,466420.99
300757.SZ,20190212,57.31,58.7,55.13,57.03,56.38,0.6499999999999986,1.15,67352.96,503920.188
300757.SZ,20190213,57.04,58.48,56.49,58.09,57.03,1.0600000000000023,1.86,49258.59,370976.566
300757.SZ,20190214,56.74,57.7,56.25,56.65,58.09,-1.4400000000000048,-2.48,42140.47,313333.488
300757.SZ,20190215,55.92,57.18,55.11,55.11,56.65,-1.5399999999999991,-2.72,36451.67,267414.946
300757.SZ,20190218,54.79,56.25,53.52,56.1,55.11,0.990000000000002,1.8,47547.93,342777.071
300757.SZ,20190219,56.19,60.03,55.66,58.2,56.1,2.1000000000000014,3.74,64512.96,490058.976
300757.SZ,20190220,59.63,60.92,57.57,58.4,58.2,0.19999999999999574,0.34,56046.8,434929.089
300757.SZ,20190221,57.35,57.83,53.8,54.59,58.4,-3.809999999999995,-6.52,65621.96,479044.178
300757.SZ,20190222,53.57,55.18,53.57,54.12,54.59,-0.47000000000000597,-0.86,49890.67,354842.826
300757.SZ,20190225,54.28,57.66,53.66,57.19,54.12,3.0700000000000003,5.67,56345.54,411953.341
