trade_date,open,high,low,close,pct_chg,volume,amount_est,ts_code,name,rzye,rqye,rzmre,rqyl,rzche,rqchl,rqmcl,rzrqye,financing_net,financing_net_ma5,rzye_slope_5d,rzye_ma10,rzye_acceleration,leverage_ratio,leverage_ratio_z20,rzye_z20,close_ma5,close_ma20,net_buy_3d_pos,rzye_new_high_20d,buy_signal,price_new_high_20d,sell_signal,future_return_3d,future_return_5d
20180122,1.056,1.066,1.045,1.057,-0.38,59200000.0,62574400.0,512880.SH,,11320723.0,0.0,6173290.0,0.0,1560133.0,0.0,0.0,11320723.0,4613157.0,1814948.4,9074742.0,4873165.2,6447557.8,0.18091620534915237,,,1.0337999999999998,,0,0,0,0,0,0.018921475875118388,0.0028382213812678803
20180123,1.062,1.072,1.051,1.061,0.38,78280000.0,83055080.0,512880.SH,,8049231.0,0.0,1810720.0,0.0,5082212.0,0.0,0.0,8049231.0,-3271492.0,1073815.8,5369079.0,5402288.3,2646942.7,0.09691437296791479,,,1.0478,,0,0,0,0,0,0.01602262016965139,-0.014137606032045169
20180124,1.067,1.104,1.054,1.099,3.58,159090000.0,174839910.0,512880.SH,,8347758.0,0.0,3334979.0,0.0,3036452.0,0.0,0.0,8347758.0,298527.0,651531.8,3257659.0,5545062.1,2802695.9000000004,0.04774515155035255,,,1.0622,,0,0,0,0,0,-0.03548680618744304,-0.06915377616014562
20180125,1.091,1.095,1.076,1.077,-2.0,75230000.0,81022710.0,512880.SH,,9084080.0,0.0,2690906.0,0.0,1954584.0,0.0,0.0,9084080.0,736322.0,843710.0,4218550.0,6329907.7,2754172.3,0.11211770132102468,,,1.0710000000000002,,0,0,0,0,0,-0.02878365831012064,-0.059424326833797614
20180126,1.076,1.09,1.075,1.078,0.09,73060000.0,78758680.0,512880.SH,,9898021.0,0.0,2186832.0,0.0,1372891.0,0.0,0.0,9898021.0,813941.0,638091.0,3190455.0,6828914.1,3069106.9000000004,0.1256753033443425,,,1.0744,,1,0,0,0,0,-0.051020408163265474,-0.06307977736549175
20180129,1.081,1.087,1.057,1.06,-1.67,69840000.0,74030400.0,512880.SH,,10186274.0,0.0,1743010.0,0.0,1454757.0,0.0,0.0,10186274.0,288253.0,-226889.8,-1134449.0,7622943.4,2563330.5999999996,0.13759582549871405,,,1.075,,1,0,0,0,0,-0.04433962264150959,-0.04339622641509433
20180130,1.061,1.066,1.044,1.046,-1.32,49340000.0,51609640.0,512880.SH,,9275749.0,0.0,1657790.0,0.0,2568315.0,0.0,0.0,9275749.0,-910525.0,245303.6,1226518.0,8282503.1,993245.9000000004,0.17972900024104024,,,1.072,,0,0,0,0,0,-0.03441682600382412,-0.07552581261950297
20180131,1.043,1.044,1.015,1.023,-2.2,93260000.0,95404979.99999999,512880.SH,,11662417.0,0.0,3899949.0,0.0,1513281.0,0.0,0.0,11662417.0,2386668.0,662931.8,3314659.0,8939734.9,2722682.0999999996,0.12224117650881539,,,1.0568,,0,0,0,0,0,-0.008797653958944163,-0.06549364613880737
20180201,1.025,1.031,1.0,1.013,-0.98,77090000.0,78092169.99999999,512880.SH,,10484709.0,0.0,1783708.0,0.0,2961416.0,0.0,0.0,10484709.0,-1177708.0,280125.8,1400629.0,9501652.8,983056.1999999993,0.13426069476619745,,,1.044,,0,0,0,0,0,-0.045409674234945685,-0.06120434353405724
20180202,1.01,1.013,0.991,1.01,-0.3,67620000.0,68296200.0,512880.SH,,9371809.0,0.0,1152387.0,0.0,2202849.0,0.0,0.0,9371809.0,-1050462.0,-92754.8,-526212.0,9768077.1,-396268.0999999996,0.13722299337298416,0.8773611320270742,0.7547605173098954,1.0303999999999998,1.0287,0,0,0,0,0,-0.05346534653465351,-0.12772277227722773
20180205,0.994,1.02,0.991,1.014,0.4,55920000.0,56702880.0,512880.SH,,9982181.0,0.0,1994051.0,0.0,1383679.0,0.0,0.0,9982181.0,610372.0,-28331.0,-204093.0,9634222.9,347958.0999999996,0.17604363305708634,1.5328201071700254,0.8586924547035015,1.0211999999999999,1.0292,0,0,0,0,0,-0.062130177514792995,-0.13510848126232744
20180206,0.997,1.003,0.965,0.967,-4.64,83620000.0,80860540.0,512880.SH,,10196597.0,0.0,1980137.0,0.0,1765721.0,0.0,0.0,10196597.0,214416.0,196657.2,920848.0,9848959.5,347637.5,0.1261010252961457,0.4400398863104007,0.8394263670884395,1.0053999999999998,1.02775,0,0,0,0,0,-0.08893485005170632,-0.0827300930713547
20180207,0.984,0.99,0.954,0.956,-1.14,90350000.0,86374600.0,512880.SH,,12300767.0,0.0,2727959.0,0.0,623789.0,0.0,0.0,12300767.0,2104170.0,140157.6,638350.0,10244260.4,2056506.5999999996,0.14241185487400232,0.7349506367833786,1.3678442714085626,0.992,1.0259,1,1,0,0,0,-0.08263598326359833,-0.07426778242677823
20180208,0.954,0.963,0.945,0.951,-0.52,79460000.0,75566460.0,512880.SH,,14644096.0,0.0,3530297.0,0.0,1186968.0,0.0,0.0,14644096.0,2343329.0,844365.0,4159387.0,10800262.0,3843834.0,0.1937909490533234,1.6184436885324731,1.923574599916949,0.9795999999999999,1.024,1,1,0,0,0,-0.067297581493165,-0.060988433228180816
20180209,0.931,0.935,0.868,0.881,-7.36,143750000.0,126643750.0,512880.SH,,16468907.0,0.0,4156477.0,0.0,2331666.0,0.0,0.0,16468907.0,1824811.0,1419419.6,7097098.0,11457350.6,5011556.4,0.13004121403543403,0.29848785249239146,2.105321010094221,0.9538,1.01875,1,1,0,0,0,0.004540295119182858,0.02156640181611813
20180212,0.886,0.89,0.876,0.877,-0.45,80250000.0,70379250.0,512880.SH,,17309521.0,0.0,2394067.0,0.0,1553453.0,0.0,0.0,17309521.0,840614.0,1465468.0,7327340.0,12169675.3,5139845.699999999,0.24594636913578932,2.266726576792134,2.097055563960092,0.9263999999999999,1.0141,1,1,0,0,0,0.018244013683010207,0.05017103762827824
