ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,abs_pct_chg,vol,amount
000001.SH,20150820,3754.5667,3788.0054,3663.6067,3664.2907,3794.1094,-129.8187,-3.4216,3.4216,390063057.0,501194992.628
000001.SH,20200316,2897.3009,2898.0349,2784.6616,2789.2537,2887.4265,-98.1728,-3.4,3.4,351878665.0,375627000.8
000001.SH,20030428,1483.466,1538.594,1473.266,1537.691,1487.147,50.544,3.3987,3.3987,23881942.0,19275407.043
000001.SH,20180323,3172.772,3188.2351,3110.6637,3152.7608,3263.4803,-110.7195,-3.3927,3.3927,275532013.0,293405066.0
000001.SH,20130909,2151.347,2218.529,2151.347,2212.516,2139.993,72.523,3.3889,3.3889,219427086.0,178881745.254
000001.SH,20090309,2205.746,2232.674,2116.453,2118.748,2193.007,-74.259,-3.3862,3.3862,124300647.0,103789266.862
000001.SH,20040105,1516.797,1568.815,1516.697,1568.353,1517.193,51.16,3.372,3.372,28573006.0,21464334.83
000001.SH,20141225,2992.462,3073.345,2969.874,3072.536,2972.532,100.004,3.3643,3.3643,376947776.0,379017700.926
000001.SH,20090601,2668.4,2726.716,2668.4,2721.28,2632.93,88.35,3.3556,3.3556,147959551.0,156583372.908
000001.SH,20150525,4660.075,4814.672,4656.825,4813.798,4657.596,156.202,3.3537,3.3537,682461391.0,1079295626.027
000001.SH,20180206,3418.01,3440.124,3364.2163,3370.652,3487.497,-116.845,-3.3504,3.3504,280555477.0,318818541.8
000001.SH,20080911,2143.4,2148.124,2070.427,2078.981,2150.759,-71.778,-3.3373,3.3373,36441803.0,27236533.726
000001.SH,20160531,2822.593,2917.135,2822.593,2916.616,2822.451,94.165,3.3363,3.3363,215260341.0,236528504.779
000001.SH,20150629,4289.7713,4297.4747,3875.0499,4053.0304,4192.8734,-139.843,-3.3353,3.3353,673786349.0,904271395.04
000001.SH,20011010,1744.042,1744.637,1683.707,1686.612,1744.64,-58.028,-3.3261,3.3261,3931351.0,4675751.398
000001.SH,20090504,2486.685,2560.544,2486.225,2559.911,2477.569,82.342,3.3235,3.3235,153369990.0,146556669.901
000001.SH,20070622,4230.967,4249.431,4024.489,4091.445,4230.823,-139.378,-3.2943,3.2943,119692037.0,167518680.484
000001.SH,20011022,1558.468,1563.398,1514.862,1520.669,1572.453,-51.784,-3.2932,3.2932,4230598.0,4282266.81
000001.SH,20080905,2224.527,2238.324,2199.365,2202.446,2277.411,-74.965,-3.2917,3.2917,38608171.0,27970605.054
000001.SH,20160216,2758.579,2840.622,2758.579,2836.571,2746.196,90.375,3.2909,3.2909,195961614.0,198969133.397
000001.SH,20090105,1849.02,1880.716,1844.094,1880.716,1820.805,59.911,3.2904,3.2904,67136715.0,46100959.12
000001.SH,20020114,1519.932,1519.932,1484.464,1485.108,1535.593,-50.485,-3.2877,3.2877,5929978.0,5421762.981
000001.SH,20151012,3193.5397,3318.7139,3188.4066,3287.6624,3183.1516,104.5108,3.2832,3.2832,386294715.0,435541019.182
000001.SH,20000306,1756.313,1762.829,1678.744,1681.085,1738.021,-56.936,-3.2759,3.2759,26507215.0,26614912.081
000001.SH,20111130,2406.329,2407.326,2319.44,2333.414,2412.393,-78.979,-3.2739,3.2739,76611104.0,72215263.538
000001.SH,20011012,1637.749,1700.708,1598.793,1691.326,1638.326,53.0,3.235,3.235,7239256.0,8113369.515
000001.SH,20090213,2249.185,2323.12,2236.178,2320.792,2248.091,72.701,3.2339,3.2339,199715512.0,164495583.304
000001.SH,20160121,2934.391,2998.79,2880.085,2880.482,2976.694,-96.212,-3.2322,3.2322,191675668.0,203634572.945
000001.SH,20240206,2680.4846,2802.9312,2669.6732,2789.486,2702.185,87.301,3.2308,3.2308,502849313.0,441215054.1
000001.SH,20130711,2011.02,2092.868,2010.4,2072.991,2008.126,64.865,3.2301,3.2301,159970773.0,131049067.827
000001.SH,20031222,1444.173,1493.535,1441.585,1492.963,1446.285,46.678,3.2274,3.2274,26469778.0,19673211.092
000001.SH,20160119,2914.4078,3012.0684,2906.4038,3007.7393,2913.8367,93.9026,3.2226,3.2226,205279703.0,222674800.351
000001.SH,20160613,2897.273,2911.158,2832.507,2833.071,2927.159,-94.088,-3.2143,3.2143,169255434.0,198547765.495
000001.SH,20060523,1647.962,1648.528,1597.102,1604.552,1657.689,-53.137,-3.2055,3.2055,69900145.0,38919582.105
000001.SH,20081022,1932.677,1950.791,1894.31,1895.822,1958.529,-62.707,-3.2017,3.2017,48310367.0,32351379.326
000001.SH,20190329,3000.6783,3093.0329,2999.9866,3090.758,2994.9434,95.8146,3.1992,3.1992,375082991.0,386699608.7
000001.SH,20091130,3114.29,3195.879,3114.29,3195.301,3096.265,99.036,3.1986,3.1986,138860263.0,160253602.392
000001.SH,20090918,3063.309,3068.028,2940.83,2962.667,3060.26,-97.593,-3.189,3.189,168076584.0,181458619.11
000001.SH,20101015,2863.738,2971.16,2858.216,2971.16,2879.636,91.524,3.1783,3.1783,236568558.0,272950778.561
000001.SH,20000317,1602.363,1661.976,1602.335,1658.601,1607.527,51.074,3.1772,3.1772,15337509.0,13891457.57
000001.SH,20040914,1266.232,1305.734,1266.232,1300.357,1260.316,40.041,3.1771,3.1771,12611247.0,6965915.592
000001.SH,20040917,1373.499,1415.64,1368.543,1414.702,1371.201,43.501,3.1725,3.1725,31085640.0,18842047.946
000001.SH,20081105,1716.219,1788.258,1716.219,1760.609,1706.703,53.906,3.1585,3.1585,60317911.0,37571925.2964
000001.SH,20010827,1881.309,1881.309,1824.875,1827.25,1886.8,-59.55,-3.1561,3.1561,6422406.0,8533415.666
000001.SH,20200302,2899.31,2982.5068,2899.31,2970.9312,2880.3038,90.6274,3.1465,3.1465,367333369.0,397244201.2
000001.SH,20040923,1417.391,1464.976,1408.61,1464.779,1420.148,44.631,3.1427,3.1427,22352342.0,14700579.3
000001.SH,20080123,4572.902,4705.073,4510.504,4703.047,4559.751,143.296,3.1426,3.1426,87963973.0,140348152.222
000001.SH,20150519,4285.777,4418.403,4285.777,4417.552,4283.491,134.061,3.1297,3.1297,436735224.0,693812586.577
000001.SH,20101008,2681.253,2747.805,2677.994,2738.744,2655.658,83.086,3.1286,3.1286,135759543.0,167621124.086
000001.SH,20080526,3442.291,3443.988,3361.985,3364.544,3473.091,-108.547,-3.1254,3.1254,52776596.0,67226185.653
000001.SH,20031124,1360.328,1404.247,1360.231,1404.008,1361.559,42.449,3.1177,3.1177,18450591.0,12336724.8
000001.SH,20001124,2119.01,2125.406,2045.514,2053.37,2119.439,-66.069,-3.1173,3.1173,16497561.0,16602799.282
000001.SH,20200323,2677.591,2703.3295,2656.5008,2660.1674,2745.6182,-85.4508,-3.1123,3.1123,249820250.0,268423242.0
000001.SH,20200720,3243.9105,3314.149,3220.684,3314.149,3214.1287,100.0203,3.1119,3.1119,418555306.0,544045656.2
000001.SH,20141202,2667.82,2777.372,2665.686,2763.545,2680.155,83.39,3.1114,3.1114,437733381.0,397238914.606
000001.SH,20000217,1734.268,1770.88,1615.629,1640.649,1693.109,-52.46,-3.0984,3.0984,51439047.0,47262171.14
000001.SH,20190510,2878.2344,2941.4539,2838.3847,2939.2106,2850.9537,88.2569,3.0957,3.0957,282306808.0,274176262.0
000001.SH,20100113,3204.976,3232.818,3165.485,3172.658,3273.966,-101.308,-3.0944,3.0944,158344278.0,197329891.934
000001.SH,20080701,2743.164,2753.33,2644.776,2651.605,2736.103,-84.498,-3.0883,3.0883,40681423.0,42996490.25
000001.SH,20160129,2652.854,2755.367,2649.791,2737.6,2655.661,81.939,3.0854,3.0854,186673106.0,180006812.612
000001.SH,20020621,1517.275,1564.922,1517.255,1562.722,1516.151,46.571,3.0717,3.0717,12542144.0,11847838.619
000001.SH,20130114,2236.288,2317.617,2235.107,2311.74,2242.997,68.743,3.0648,3.0648,144749889.0,123614926.882
000001.SH,20241122,3368.043,3372.0034,3267.1916,3267.1916,3370.4039,-103.2123,-3.0623,3.0623,630687790.0,707626460.3
000001.SH,20090326,2296.047,2362.048,2274.895,2361.704,2291.555,70.149,3.0612,3.0612,158556822.0,142115262.683
000001.SH,20020516,1592.236,1592.237,1546.941,1549.501,1598.354,-48.853,-3.0565,3.0565,8076547.0,8213587.303
000001.SH,20151021,3428.5608,3447.2577,3265.4359,3320.6761,3425.3303,-104.6542,-3.0553,3.0553,458455428.0,518509230.404
000001.SH,20060516,1658.692,1678.599,1604.784,1613.251,1664.088,-50.837,-3.0549,3.0549,88275040.0,53444626.423
000001.SH,20081114,1943.964,1987.261,1921.836,1986.438,1927.613,58.825,3.0517,3.0517,130439493.0,87849964.183
000001.SH,20111012,2335.488,2421.693,2318.628,2420.0,2348.516,71.484,3.0438,3.0438,91508568.0,84438390.265
000001.SH,20150427,4441.929,4529.735,4441.929,4527.396,4393.686,133.71,3.0432,3.0432,671088521.0,975242093.76
000001.SH,20081008,2095.911,2127.085,2059.086,2092.224,2157.839,-65.615,-3.0408,3.0408,50759473.0,40761269.633
000001.SH,20030513,1533.08,1534.803,1481.745,1485.307,1531.867,-46.56,-3.0394,3.0394,22539507.0,17609896.858
000001.SH,20150511,4231.271,4334.877,4187.82,4333.584,4205.917,127.667,3.0354,3.0354,488750515.0,715246611.473
000001.SH,20110117,2772.45,2780.942,2698.781,2706.66,2791.344,-84.684,-3.0338,3.0338,92519113.0,104849169.131
000001.SH,20141223,3085.08,3136.838,3025.667,3032.612,3127.445,-94.833,-3.0323,3.0323,437762400.0,419467701.001
000001.SH,20070607,3787.702,3891.403,3779.5,3890.803,3776.317,114.486,3.0317,3.0317,142366475.0,177770803.142
000001.SH,20150715,3874.9681,3914.2732,3741.2503,3805.7033,3924.4871,-118.7838,-3.0267,3.0267,601301324.0,700536523.044
000001.SH,20070215,2923.666,2994.622,2923.666,2993.008,2905.093,87.915,3.0262,3.0262,108831177.0,86918918.782
000001.SH,20240125,2823.8259,2906.794,2821.7093,2906.1087,2820.7719,85.3368,3.0253,3.0253,442009045.0,437679811.3
000001.SH,20020521,1575.022,1599.113,1564.546,1588.108,1541.53,46.578,3.0215,3.0215,9710710.0,10168233.638
000001.SH,20090317,2156.774,2225.192,2151.776,2218.326,2153.291,65.035,3.0203,3.0203,130805423.0,112232753.418
000001.SH,20080620,2811.084,2917.325,2695.628,2831.736,2748.874,82.862,3.0144,3.0144,74156830.0,79217445.723
000001.SH,20080901,2380.468,2380.468,2311.727,2325.135,2397.369,-72.234,-3.0131,3.0131,36265240.0,28678403.216
000001.SH,20200309,2987.1805,2989.2051,2940.7138,2943.2907,3034.5113,-91.2206,-3.0061,3.0061,414560736.0,438143854.6
000001.SH,20030108,1331.441,1373.116,1330.451,1372.067,1332.061,40.006,3.0033,3.0033,8477338.0,5581740.245
000001.SH,20080331,3465.908,3555.824,3445.556,3472.713,3580.146,-107.433,-3.0008,3.0008,47113469.0,66825473.21
000001.SH,20090106,1878.827,1938.69,1871.971,1937.145,1880.716,56.429,3.0004,3.0004,99066756.0,69012567.7
000001.SH,20080613,2960.905,2976.45,2865.5,2868.8,2957.532,-88.732,-3.0002,3.0002,41069430.0,45180876.477
