ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
600030.SH,20200320,20200320,20191231,1,4,4,1.01,1.01,43139697642.01,43139697642.01,13257055674.83,,,18022178985.83,17389482278.24,311146842.16,,,,,7424968288.74,4465279339.28,5706832375.04,5994593703.7,-2055398363.41,18747889883.6,801121105.17,236838830.57,26128905191.25,,11212466158.43,,292697028.42,,17562366097.38,,,,,,,,26128905191.25,,,,5683446861.54,17010792450.76,36456301.62,52612670.1,,16994636082.28,4346199630.5,12648436451.78,12228609723.82,419826727.96,874729231.54,13523165683.32,13001195710.01,521969973.31,34755308754.52,36293706740.3,,,,,,,,,,,,,,,,,,,,,12648436451.78,1
600030.SH,20191031,20191031,20190930,1,4,3,0.87,0.87,32773899542.7,32773899542.7,9955780886.03,,,13146841283.92,12834208752.77,220589109.49,,,,,5702730962.6,2980792371.31,4100513980.6,5227573864.32,-289992319.65,12416788915.12,487893074.34,402792294.6,18328412042.62,,8169916134.85,,209819308.66,,12118774746.53,,,,,,,,18328412042.62,,,,5006984754.83,14445487500.08,28749270.53,23108829.37,,14451127941.24,3597990175.76,10853137765.48,10522213379.91,330924385.57,904877892.23,11758015657.71,11415598121.56,342417536.15,,,,,,,,,,,,,,,,,,,,,,,10853137765.48,0
600030.SH,20190823,20190823,20190630,1,4,2,0.53,0.53,21791181444.02,21791181444.02,6630448691.52,,,8554095590.26,7956964154.27,140691652.97,,,,,3799017975.21,1803677341.22,2666474786.81,4043195417.52,-796443268.8,8270736371.23,300121489.71,289391914.94,12861228306.57,,5252830756.58,,141452341.99,,8062884086.7,,,,,,,,12861228306.57,,,,3902503764.55,8929953137.45,18216911.24,15905626.67,,8932264422.02,2268265012.12,6663999409.9,6445621808.26,218377601.64,635774940.24,7299774350.14,7085306055.0,214468295.14,18370520147.02,19109636216.76,,,,,,,,,,,,,,,,,,,,,6663999409.9,1
600030.SH,20190823,20190823,20190630,1,4,2,0.53,0.53,21791181444.02,21791181444.02,6630448691.52,,,8554095590.26,7956964154.27,140691652.97,,,,,3799017975.21,1803677341.22,2666474786.81,4043195417.52,-796443268.8,8270736371.23,300121489.71,289391914.94,12861228306.57,,-5252830756.58,,141452341.99,,8062884086.7,,,,,,,,12861228306.57,,,,3902503764.55,8929953137.45,18216911.24,15905626.67,,8932264422.02,2268265012.12,6663999409.9,6445621808.26,218377601.64,635774940.24,7299774350.14,7085306055.0,214468295.14,18370520147.02,19109636216.76,,,,,,,,,,,,,,,,,,,,,6663999409.9,0
600030.SH,20190430,20190430,20190331,1,4,1,0.35,0.35,10522437259.53,10522437259.53,3115571338.23,,,4343153053.06,5094886476.36,50230701.85,,,,,1949599082.94,988771829.03,1296806564.72,608354288.86,488306698.01,4599635437.99,165276962.77,-43409868.23,4786767210.34,,2595176595.41,,69914922.06,,4171312848.16,,,,,,,,4786767210.34,,,,558123587.01,5735670049.19,9846963.79,8109643.21,,5737407369.77,1380393715.41,4357013654.36,4257600288.26,99413366.1,513342036.14,4870355690.5,4778594118.75,91761571.75,,,,,,,,,,,,,,,,,,,,,,,4357013654.36,0
600030.SH,20190322,20190322,20181231,1,4,4,0.77,0.77,37220708075.49,37220708075.49,13654421869.47,,,17426808059.89,9848883233.33,223657272.95,,,,,7428875737.35,3638976474.48,5833853736.42,7635620928.34,1706194764.9,7071309759.79,731654656.04,849404620.8,25185229078.97,,11232012896.96,,255150662.36,,15307536637.07,,,,,,,,25185229078.97,,,,7411963655.39,12035478996.52,471939756.89,41847356.13,,12465571397.28,2589143479.89,9876427917.39,9389895989.94,486531927.45,-964090240.41,8912337676.98,8372395784.28,539941892.7,8349878849.19,9314948923.71,,,,,,,,,,,,,,,,,,,,,9876427917.39,0
600030.SH,20181031,20181031,20180930,1,4,3,0.6,0.6,27209287878.05,27209287878.05,10062614155.72,,,12905445993.85,7927850012.34,169136310.39,,,,,5847770717.5,2429720857.02,4142128975.02,5046712225.64,2975162822.7,4029531869.35,456759123.3,748387233.03,17600069785.28,,8564198199.11,,195213760.04,,11295089636.97,,,,,,,,17600069785.28,,,,4877575915.25,9609218092.77,56018857.45,27993057.89,,9637243892.33,1954592131.11,7682651761.22,7314589126.02,368062635.2,761149938.98,8443801700.2,8022833575.16,420968125.04,,,,,,,,,,,,,,,,,,,,,,,7682651761.22,0
600030.SH,20180824,20180824,20180630,1,4,2,0.46,0.46,19992553276.41,19992553276.41,6934879819.51,,,9096882510.81,5765166657.95,106989427.57,,,,,4112284724.76,1750042862.86,2911435086.66,4301634106.67,3239083032.64,2095348497.38,385837414.47,323745700.36,12628458865.02,,-6002988821.31,,134765547.24,,7597256104.97,,,,,,,,12628458865.02,,,,4194644679.1,7364094411.39,45599914.96,15274917.43,,7394419408.92,1571638438.51,5822780970.41,5565152037.49,257628932.92,-302133795.0,5520647175.41,5280416365.66,240230809.75,18267202177.67,18767867144.18,,,,,,,,,,,,,,,,,,,,,5822780970.41,0
600030.SH,20180824,20180824,20180630,1,4,2,0.46,0.46,19992553276.41,19992553276.41,6934879819.51,,,9096882510.81,5769135088.3,106989427.57,,,,,4112284724.76,1750042862.86,2911435086.66,4301634106.67,3239083032.64,2095348497.38,385837414.47,323745700.36,12628458865.02,,6002988821.31,,134765547.24,,7597256104.97,,,,,,,,12628458865.02,,,,4194644679.1,7364094411.39,45599914.96,15274917.43,,7394419408.92,1571638438.51,5822780970.41,5565152037.49,257628932.92,-302133795.0,5520647175.41,5280416365.66,240230809.75,,,,,,,,,,,,,,,,,,,,,,,5822780970.41,1
600030.SH,20180428,20180428,20180331,1,4,1,0.22,0.22,9711536102.96,9711536102.96,,,,4484188532.22,2317594124.78,-1118250.28,,,,,2134102698.15,736362603.54,1486409815.53,2271823123.51,2266908322.64,231570749.97,112577343.59,-179766697.55,6087927803.15,,,,67806202.12,,3754754330.03,,-7574102.79,,,,,,6087927803.15,,,,2272941373.79,3623608299.81,29230788.23,8408855.41,,3644430232.63,846180959.16,2798249273.47,2689748826.38,108500447.09,-620677771.89,2177571501.58,2086326101.72,91245399.86,,,,,,,,,,,,,,,,,,,,,,,2798249273.47,0
600030.SH,20180323,20180323,20171231,1,4,4,0.94,0.94,43291634080.53,43291634080.53,,,,18957035118.72,13727713774.92,461328920.07,,,,,8045228545.43,4405776192.68,5695389431.29,8535137391.69,842716446.33,12474528495.55,604048798.77,-50860087.03,27043303413.33,,,,256035102.98,,16992699847.45,,1720759991.28,,,,,,27043303413.33,,,,8073808471.62,16248330667.2,162456193.09,237006289.04,,16173780571.25,4196310907.47,11977469663.78,11433264545.6,544205118.18,-220466065.78,11757003598.0,11352579094.91,404424503.09,25905220973.21,26905415159.34,,,,,,,,,,,,,,,,,,,,,11977469663.78,0
600030.SH,20171031,20171031,20170930,1,4,3,0.65,0.65,28499383217.93,28499383217.93,,,,13886110217.04,7198327664.04,383561560.87,,,,,6271050828.4,3047758941.86,3908125382.38,5710506329.89,-470756575.71,7338351955.69,289458001.13,-52829276.81,17477260388.9,,,,189190766.89,,11715369891.32,,245754961.67,,,,,,17477260388.9,,,,5326944769.02,11022122829.03,105658023.98,211688596.85,,10916092256.16,2577753372.17,8338338883.99,7927026699.6,411312184.39,654638036.31,8992976920.3,8571559670.35,421417249.95,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20170826,20170826,20170630,1,4,2,0.41,0.41,18694198555.24,18694198555.24,,,,9053180707.83,4579104419.9,217871251.82,,,,,3999761097.29,1842121513.08,2669469628.42,3957824719.74,294083244.36,4214109440.54,243970831.73,-146959516.82,11680573806.06,,,,123459076.91,,7557410590.39,,259750670.84,,,,,,11680573806.06,,,,3739953467.92,7013624749.18,31967309.21,209403623.19,,6836188435.2,1653387223.21,5182801211.99,4926508888.61,256292323.38,328111910.7,5510913122.69,5232775193.75,278137928.94,10934471643.48,11418526043.34,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20170429,20170429,20170331,1,4,1,0.19,0.19,8615360581.55,8615360581.55,,,,4537227640.25,2131343513.62,70790172.71,,,,,2057711917.14,911087600.55,1328264884.95,1308189059.19,300904227.93,1805153267.22,67804934.52,-45504154.24,5215578093.65,,,,61566581.45,,3867918512.02,,48694113.7,,,,,,5215578093.65,,,,1237398886.48,3399782487.9,36321187.34,195223025.9,,3240880649.34,809148272.06,2431732377.28,2300788701.58,130943675.7,663304463.17,3095036840.45,2938133002.48,156903837.97,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20170323,20170323,20161231,1,4,4,0.86,0.86,38001923489.02,38001923489.02,,,,22443661464.68,9114487536.16,380438784.41,,,,,9495164020.75,5388618394.16,6378681540.24,4476059840.47,-1413026237.44,10027505677.07,349410989.09,119569312.12,23799764776.58,,,,796683365.58,,16972070386.07,,1935389968.87,,,,,,23799764776.58,,,,4095621056.06,14202158712.44,198270141.67,137870262.14,,14262558591.97,3281418513.65,10981140078.32,10365168588.41,615971489.91,-818682875.57,10162457202.75,9599526699.51,562930503.24,20041017831.89,20932981273.54,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20161029,20161029,20160930,1,4,3,0.66,0.66,27040087385.45,27040087385.45,,,,16315828008.63,6255083035.5,421309157.31,,,,,6924895929.45,3931283349.6,4620781026.68,3179078476.97,-767370051.2,6574200772.37,177486582.25,26943157.02,16028936597.61,,,,715069217.93,,11593099764.31,,962998295.71,,,,,,16028936597.61,,,,2757769319.66,11011150787.84,89485900.65,111016652.1,,10989620036.39,2637055483.59,8352564552.8,7940947372.83,411617179.97,-1582932117.32,6769632435.48,6372009822.64,397622612.84,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20160825,20160825,20160630,1,4,2,0.43,0.43,18159324638.04,18159324638.04,,,,11274067124.48,4486818144.05,305979186.79,,,,,4697123707.66,2936398092.77,3117522561.44,1729562617.7,-1276968987.43,5422472829.47,45990562.46,35335115.22,10791773672.26,,,,664639708.47,,7912715517.29,,790835015.59,,,,,,10791773672.26,,,,1423583430.91,7367550965.78,61784224.65,99429800.84,,7329905389.59,1835556807.34,5494348582.25,5242131127.62,252217454.63,-2134668688.62,3359679893.63,3123845693.06,235834200.57,9575497842.99,9988935003.52,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20160430,20160430,20160331,1,4,1,0.14,0.14,7600171887.8,7600171887.8,,,,5438756000.45,1245833946.15,149986612.2,,,,,2310713293.74,1254177657.64,1665895576.9,743169721.97,-309814420.45,1489703768.16,-10456648.0,-84042013.76,5203065158.45,,,,465939925.58,,3671864483.84,,472077639.26,,,,,,5203065158.45,,,,593183109.77,2397106729.35,19514421.58,3806188.11,,2412814962.82,622241157.67,1790573805.15,1641316388.53,149257416.62,-1747199802.47,43374002.68,-78159814.21,121533816.89,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20160324,20160324,20151231,1,4,4,1.71,1.71,56013436032.55,56013436032.55,,,,29631446349.45,20586952052.63,472795340.92,,,,,18367147729.0,4477177296.24,6105808373.49,3476829929.73,1354760180.55,18800784634.52,645531201.53,-41388103.36,28359249667.07,,,,2767979517.56,,20106004521.74,,2481231038.96,,,,,,28359249667.07,,,,3004034588.81,27654186365.48,104369252.45,471411326.57,,27287144291.36,6926800324.64,20360343966.72,19799793374.33,560550592.39,2334232663.31,22694576630.03,22063367269.28,631209360.75,33029424741.02,33714526842.28,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20151030,20151030,20150930,1,4,3,1.4,1.4,42408377774.78,42408377774.78,,,,22050512540.9,15465476947.19,267696321.88,,,,,14309857534.47,2967062308.59,4287410171.59,2872102833.18,1621902.03,15149931160.0,103330528.55,46227563.28,20384552932.67,,,,2166909968.55,,14840423714.28,,772812738.54,,,,,,20384552932.67,,,,2604406511.3,22023824842.11,46630196.89,14652762.94,,22055802276.06,5657894600.04,16397907676.02,15985958005.38,411949670.64,460059569.3,16857967245.32,16443116700.04,414850545.28,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20150825,20150825,20150630,1,4,2,1.13,1.13,31111400607.54,31111400607.54,,,,14955112629.12,,,,,,,9987840608.28,1843628362.84,2940729411.81,2259621787.35,3763688832.13,8655517871.39,401710467.65,-103707284.87,14196554136.34,,,,1456474674.89,,10491215606.46,,155043177.52,,,,,,14196554136.34,,,,2093820677.47,16914846471.2,21442324.69,9569599.95,,16926719195.94,4184416573.08,12742302622.86,12470273746.27,272028876.59,874099086.57,13616401709.43,13289061314.25,327340395.18,19142667148.67,19461845727.69,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20150430,20150430,20150331,1,4,1,0.35,0.35,9933044180.84,9933044180.84,,,,5431494334.37,,,,,,,3464279666.36,746174525.36,1127103417.23,82247134.7,-257315712.03,4282540466.96,89438160.6,-82757651.59,4735151110.67,,,,580289961.91,,4097839618.16,,55399265.02,,,,,,4735151110.67,,,,1622265.58,5197893070.17,1796396.39,839937.61,,5198849528.95,1257847890.71,3941001638.24,3817045866.76,123955771.48,1123598494.44,5064600132.68,4898854973.82,165745158.86,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20150324,20150324,20141231,1,4,4,1.03,1.03,29197531133.19,29197531133.19,,,,17116361593.05,,,,,,,8833773251.21,3472039660.75,4297726993.59,393336685.36,522481206.73,10311260180.81,629405830.11,-95924596.9,16017252099.17,,,,1257024611.32,,14146623974.84,,599974864.51,,,,,,16017252099.17,,,,13628648.5,13180279034.02,2257400503.91,15732871.88,,15421946666.05,3560447445.12,11861499220.93,11337193825.46,524305395.47,2026174673.27,13887673894.2,13384116118.34,503557775.86,13759938460.05,14495785072.19,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20141031,20141031,20140930,1,4,3,0.58,0.58,17378576340.41,17378576340.41,,,,10333654553.97,,,,,,,5533654699.98,1763396819.35,2840430113.45,250756696.5,691211057.34,5694685892.94,145326043.28,-58822537.93,10566887841.23,,,,761896415.36,,9519112386.23,,279722811.36,,,,,,10566887841.23,,,,6156228.28,6811688499.18,2246706209.78,13132855.41,,9045261853.55,2297702173.18,6747559680.37,6364814413.35,382745267.02,822961517.03,7570521197.4,7219461401.61,351059795.79,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20140829,20140829,20140630,1,4,2,0.37,0.37,10534815536.17,10534815536.17,,,,6182319364.67,,,,,,,3323927904.11,895958871.71,1838535416.37,172185504.93,681516415.11,3307296896.99,25132315.87,-68184877.08,6932541376.4,,,,482258633.06,,6165710341.27,,279617283.25,,,,,,6932541376.4,,,,4955118.82,3602274159.77,2230949021.79,9232241.84,,5823990939.72,1490480507.31,4333510432.41,4075619673.27,257890759.14,74245665.86,4407756098.27,4195738373.19,212017725.08,3881587256.36,4266645606.94,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20140430,20140430,20140331,1,4,1,0.12,0.12,4741247813.17,4741247813.17,,,,3075695078.1,,,,,,,1757893285.33,409633944.05,816032369.27,94430315.74,135141051.31,1305222631.71,-27052417.98,-74400457.46,2849984935.36,,,,225635295.39,,2619990958.22,,1045838.19,,,,,,2849984935.36,,,,3312843.56,1891262877.81,8021103.32,1194969.8,,1898089011.33,470016603.06,1428072408.27,1310356263.18,117716145.09,-239409176.04,1188663232.23,1107019847.17,81643385.06,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20140328,20140328,20131231,1,4,4,0.48,0.48,16115272156.7,16115272156.7,,,,9638159347.03,,,,,,,5633534642.34,2119888820.35,1360488644.16,235587115.39,-565374027.84,6035887139.45,211013960.31,-58397218.96,9255648993.83,,,,772601362.05,,8080921782.92,,352784351.81,,,,,,9255648993.83,,,,49341497.05,6859623162.87,53467598.43,66999594.73,,6846091166.57,1538044291.09,5308046875.48,5243916979.11,64129896.37,-646866123.36,4661180752.12,4619078648.05,42102104.07,7259363873.22,7833571071.55,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20131031,20131031,20130930,1,4,3,0.34,0.34,10335116051.15,10335116051.15,,,,5499135395.08,,,,,,,3618639968.42,657923352.46,315668779.06,116782801.68,-419966245.46,4601414776.98,345453139.38,-124982683.07,5615851913.85,,,,446992544.95,,4960849377.23,,196160276.45,,,,,,5615851913.85,,,,11849715.22,4719264137.3,22436117.28,14121072.07,,4727579182.51,1004598061.16,3722981121.35,3696696746.0,26284375.35,141976005.84,3864957127.19,3813004431.08,51952696.11,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20130830,20130830,20130630,1,4,2,0.19,0.19,6041342351.56,6041342351.56,,,,3133547009.49,,,,,,,1952614345.8,358757216.17,199054004.38,40580575.73,-346352697.39,2912173382.51,257496319.0,-116391221.36,3334416253.53,,,,267260904.64,,2862737442.81,,196690310.13,,,,,,3334416253.53,,,,7727595.95,2706926098.03,16532582.05,6926136.22,,2716532543.86,605604053.5,2110928490.36,2109673579.87,1254910.49,-810110505.72,1300817984.64,1299559598.45,1258386.19,2911193319.75,3133033092.72,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20130426,20130426,20130331,1,4,1,0.09,0.09,2952567401.13,2952567401.13,,,,1462160699.34,,,,,,,988783531.56,169307514.42,87710524.74,12553500.52,175985549.93,1109737283.63,14308911.35,-22852887.92,1617742479.73,,,,103926046.27,,1510192905.95,,47836.19,,,,,,1617742479.73,,,,3575691.32,1334824921.4,5589315.9,330187.52,,1340084049.78,335237461.42,1004846588.36,975325826.07,29520762.29,-48530711.81,956315876.55,926762247.67,29553628.88,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20130328,20130328,20121231,1,4,4,0.38,0.38,11693881925.78,11693881925.78,,,,6288890072.58,,,,,,,2927046477.62,1790083948.35,198091960.91,75155928.2,416773726.44,3663411592.35,432167426.23,25160000.7,6263189004.07,,,,400887979.18,,5820003284.32,,30038736.55,,,,,,6263189004.07,,,,12259004.02,5430692921.71,61029519.62,4453345.66,,5487269095.67,1180466077.73,4306803017.94,4237418476.37,69384541.57,386693625.76,4693496643.7,4624148543.29,69348100.41,5476873349.34,5901599506.22,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20121031,20121031,20120930,1,4,3,0.27,0.27,8147546875.77,8147546875.77,,,,4488397140.97,,,,,,,2241331224.89,1378416787.69,141654210.06,52858964.57,-117515773.44,2669879986.39,247066462.23,76595384.43,4421493441.97,,,,282261406.01,,4133655497.28,,-3528029.14,,,,,,4421493441.97,,,,9104567.82,3726053433.8,44343800.96,2941612.08,,3767455622.68,851608091.11,2915847531.57,2920392432.0,-4544900.43,-381793213.22,2534054318.35,2538628056.63,-4573738.28,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20120831,20120831,20120630,1,4,2,0.2,0.2,5788191322.7,5788191322.7,,,,2879632091.61,,,,,,,1560522903.39,895537152.85,95605676.34,34400534.9,259336345.69,1867601288.44,251683863.14,53047329.96,2918390428.22,,,,184944643.81,,2730910592.0,,-3414939.25,,,,,,2918390428.22,,,,5950131.66,2869800894.48,35956668.56,1368969.12,,2904388593.92,657029476.11,2247359117.81,2248748385.64,-1389267.83,67161370.29,2314520488.1,2315841990.59,-1321502.49,2872336086.89,3082881708.59,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20120428,20120428,20120331,1,4,1,0.08,0.08,2389079331.44,2389079331.44,,,,1204368540.96,,,,,,,748495316.07,300488533.69,48556520.76,11521369.67,338877048.7,481264226.11,77712314.24,1189456.14,1284694748.22,,,,71252463.51,,1210263152.74,,457361.84,,,,,,1284694748.22,,,,2721770.13,1104384583.22,22286750.04,449390.21,,1126221943.05,261815478.81,864406464.24,863255136.29,1151327.95,42185923.55,906592387.79,905340116.8,1252270.99,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20120330,20120330,20111231,1,4,4,1.23,1.23,25033193809.54,25033193809.54,,,,8645748343.02,,,,,,,3570675276.28,1485366587.57,217759537.19,206106653.31,-755001289.65,15563360057.26,415763040.5,-28466603.18,10021953997.25,,,,488343292.79,,8013240245.37,,1513624671.79,,,,,,10021953997.25,,,,6745787.3,15011239812.29,30973126.95,11209539.51,,15031003399.73,2426514537.84,12604488861.89,12576482780.31,28006081.58,-2872623608.16,9731865253.73,9715170511.16,16694742.57,16536973877.43,16844354593.71,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20111029,20111029,20110930,1,4,3,0.34,0.34,9449919982.79,9449919982.79,,,,6619103204.68,,,,,,,2904618560.05,1124429686.23,162579442.21,82675938.63,-768211233.6,2452555831.85,43226552.34,8327943.76,4933372613.41,,,,399198554.13,,4535833791.53,,-5552616.5,,,,,,4933372613.41,,,,3892884.25,4516547369.38,7895730.53,8285981.49,,4516157118.42,1177432985.45,3338724132.97,3333392815.18,5331317.79,-3144592272.1,194131860.87,200716890.19,-6585029.32,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20110820,20110820,20110630,1,4,2,0.3,0.3,7508196461.76,7508196461.76,,,,4381828572.04,,,,,,,2042093512.2,580899854.42,106799429.92,67687871.25,-322831821.51,2666524804.62,819958.42,11781159.82,3508471364.76,,,,288367677.14,,3223302480.84,,-5218548.36,,,,,,3508471364.76,,,,2019755.14,3999725097.0,4934619.05,8048282.34,,3996611433.71,1013748227.36,2982863206.35,2973413091.48,9450114.87,-777164310.63,2205698895.72,2207540699.62,-1841803.9,4001744852.14,4134641209.49,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20110430,20110430,20110331,1,4,1,0.14,0.14,3446968325.77,3446968325.77,,,,2187889838.03,,,,,,,1088330540.17,235743760.86,54244047.35,29356101.83,-252846337.26,1121389894.45,24524605.13,3655360.29,1670383958.66,,,,157095982.84,,1514871654.16,,-2598555.91,,,,,,1670383958.66,,,,1014877.57,1776584367.11,1631484.03,1590038.82,,1776625812.32,415873424.68,1360752387.64,1357200798.07,3551589.57,232356259.69,1593108647.33,1594556307.46,-1447660.13,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20110409,20110409,20101231,1,4,4,1.14,1.14,27794902050.93,27794902050.93,,,,14858427127.13,,,,,,,7808647115.0,2903052886.54,180891705.18,101175116.3,565099652.44,10959790650.74,24287544.48,7167600.78,11525721636.77,,,,961660148.57,,10535353736.74,,17524763.52,,,,,,11525721636.77,,,,11182987.94,16269180414.16,85506126.22,34745811.58,,16319940728.8,4183889585.22,12136051143.58,11311343211.09,824707932.49,797328056.17,12933379199.75,12151478408.97,781900790.78,16268893519.57,16638684050.95,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20101030,20101030,20100930,1,4,3,0.4,0.4,12421095885.75,12421095885.75,,,,9952418530.3,,,,,,,5576599970.87,1388376227.4,130495923.29,86991033.78,207953991.51,1121769785.93,-32974856.84,5763873.39,6442212041.59,,,,553763229.71,,5888245472.16,,-8231123.55,,,,,,6442212041.59,,,,8434463.27,5978883844.16,72961583.31,10586381.15,,6041259046.32,1420065788.26,4621193258.06,4023183372.9,598009885.16,1233799232.31,5854992490.37,5243068110.12,611924380.25,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20100828,20100828,20100630,1,4,2,0.26,0.26,7905360342.49,7905360342.49,,,,6702983611.02,,,,,,,3739903636.69,994003596.58,86290870.98,83165522.9,52722378.67,355562843.87,-38909199.87,9453359.6,3987337712.57,,,,373566114.37,,3614856775.66,,-8590129.18,,,,,,3987337712.57,,,,7504951.72,3918022629.92,70846933.41,6184746.72,,3982684816.61,927138116.55,3055546700.06,2628487137.05,427059563.01,-804612972.64,2250933727.42,1837768506.21,413165221.21,3925527581.64,4114756411.08,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20100430,20100430,20100331,1,4,1,0.23,0.23,4063327703.44,4063327703.44,,,,3236131800.83,,,,,,,1909918585.77,334124341.98,41300926.25,31178831.1,182452210.56,263211403.36,3629175.25,3929190.81,2007746848.12,,,,182174479.49,,1831231758.06,,-8575626.73,,,,,,2007746848.12,,,,2916237.3,2055580855.32,13637037.31,1736544.53,,2067481348.1,441768125.33,1625713222.77,1498868266.36,126844956.41,233777284.51,1859490507.28,1692187377.09,167303130.19,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20100331,20100331,20091231,1,4,4,1.35,1.35,22006522161.88,22006522161.88,,,,16919087748.72,,,,,,,10921849766.77,2401334045.91,146085929.38,151369186.04,51537690.04,3478916119.19,102738620.75,4250425.63,8746139656.21,,,,1033641061.87,,8016052577.94,,-315269418.47,,,,,,8746139656.21,,,,11715434.87,13260382505.67,114331465.07,72722170.24,,13301991800.5,3213795680.48,10088196120.02,8984029173.87,1104166946.15,755402528.31,10843598648.33,9696064948.35,1147533699.98,12958203610.89,13276985305.54,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20091031,20091031,20090930,1,4,3,0.95,0.95,15222223916.43,15222223916.43,,,,11729671037.62,,,,,,,8293836223.24,1037870557.93,166036906.83,96103215.75,-85680688.62,2536221868.15,25000287.2,381608.77,5844930694.24,,,,705434475.2,,5471742551.74,,-341059271.96,,,,,,5844930694.24,,,,8812939.26,9377293222.19,52191146.22,11125006.34,,9418359362.07,2288326948.05,7130032414.02,6290655470.63,839376943.39,-225213199.32,6904819214.7,6080023230.66,824795984.05,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20090815,20090815,20090630,1,4,2,0.58,0.58,8991769935.81,8991769935.81,,,,6972630663.29,,,,,,,4903797294.06,588673497.39,103534145.54,24943905.74,19066847.65,1338156046.55,37982490.45,1022657.7,3238987126.57,,,,409869899.48,,3164140421.8,,-340909977.97,,,,,,3238987126.57,,,,5886783.26,5752782809.24,5048134.88,2444563.38,,5755386380.74,1420514941.75,4334871438.99,3826664604.75,508206834.24,,,,,5419089649.68,5573090403.33,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20090430,20090430,20090331,1,4,1,0.23,0.23,3459093210.43,3459093210.43,,,,2871153751.97,,,,,,,2089606191.57,117800514.08,26970676.8,15085305.03,-18935088.98,285488306.04,-4605791.93,612954.46,1187493545.17,,,,162685742.54,,1308479434.85,,-286623733.59,,,,,,1187493545.17,,,,2952101.37,2271599665.26,169791.68,527826.12,,2271241630.82,553025395.39,1718216235.43,1504410155.03,213806080.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
