ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399975.SZ,20130503,607.962,594.597,617.791,594.597,588.704,19.258,3.2713,10524227.15,11905004.011
399975.SZ,20130506,617.814,612.117,619.012,608.1,607.962,9.852,1.6205,9032103.29,10311866.487
399975.SZ,20130507,607.177,613.864,613.864,600.74,617.814,-10.637,-1.7217,7549327.1,8486269.416
399975.SZ,20130508,600.954,606.905,609.936,595.749,607.177,-6.223,-1.0249,7919169.18,8572654.05
399975.SZ,20130509,598.444,599.655,599.655,585.585,600.954,-2.51,-0.4177,8638884.21,9380617.845
399975.SZ,20130510,596.814,592.806,602.476,592.806,598.444,-1.63,-0.2724,5102145.06,5653409.359
399975.SZ,20130513,587.541,596.871,596.871,585.506,596.814,-9.273,-1.5538,4988522.24,5559620.86
399975.SZ,20130514,579.129,585.345,587.19,577.981,587.541,-8.412,-1.4317,5789382.15,6177262.575
399975.SZ,20130515,582.451,580.912,585.338,579.434,579.129,3.322,0.5736,4518177.64,4860953.472
399975.SZ,20130516,600.968,581.374,602.366,576.882,582.451,18.517,3.1792,9578826.91,10624033.872
399975.SZ,20130517,609.488,600.298,611.733,596.327,600.968,8.52,1.4177,9314871.49,10615151.239
399975.SZ,20130520,616.275,611.209,625.048,610.686,609.488,6.787,1.1136,9753568.01,11369342.893
399975.SZ,20130521,613.834,614.072,614.982,606.585,616.275,-2.441,-0.3961,6925480.95,7911265.636
399975.SZ,20130522,614.766,616.436,623.927,611.735,613.834,0.932,0.1518,6915210.56,8223742.976
399975.SZ,20130523,604.368,610.074,619.278,604.282,614.766,-10.398,-1.6914,7324160.04,8442289.974
399975.SZ,20130524,609.267,608.28,612.221,602.926,604.368,4.899,0.8106,5287686.4,6066458.689
399975.SZ,20130527,619.646,608.721,622.685,608.721,609.267,10.379,1.7035,7724362.89,8870496.943
399975.SZ,20130528,641.409,620.018,641.409,620.018,619.646,21.763,3.5122,13830593.19,15446359.981
399975.SZ,20130529,634.29,644.329,646.019,634.29,641.409,-7.119,-1.1099,10080814.58,11498865.703
399975.SZ,20130530,639.329,632.751,647.849,632.751,634.29,5.039,0.7944,8608176.82,10023309.544
399975.SZ,20130531,628.446,641.812,644.077,628.446,639.329,-10.883,-1.7023,6282226.17,7348811.254
399975.SZ,20130603,627.948,629.838,638.387,626.805,628.446,-0.498,-0.0792,6278282.65,7179255.504
399975.SZ,20130604,612.902,626.155,626.155,611.777,627.948,-15.046,-2.3961,6325974.7,7065759.248
399975.SZ,20130605,617.364,616.276,619.831,612.236,612.902,4.462,0.728,4500662.39,5289301.791
399975.SZ,20130606,610.244,613.768,618.402,609.858,617.364,-7.12,-1.1533,4701376.46,5484090.219
399975.SZ,20130607,592.609,611.862,622.554,590.751,610.244,-17.635,-2.8898,10135355.43,11595243.544
399975.SZ,20130613,558.278,580.027,580.027,555.246,592.609,-34.331,-5.7932,7427119.75,7928563.037
399975.SZ,20130614,560.783,561.877,564.355,554.431,558.278,2.505,0.4487,5411347.97,5784239.605
399975.SZ,20130617,551.448,561.814,561.814,550.541,560.783,-9.335,-1.6646,4521574.49,4764054.351
399975.SZ,20130618,556.105,555.88,560.814,552.82,551.448,4.657,0.8445,4126470.76,4388127.591
399975.SZ,20130619,548.335,551.288,551.288,531.909,556.105,-7.77,-1.3972,6666331.22,6395644.928
399975.SZ,20130620,531.668,542.078,543.052,530.762,548.335,-16.667,-3.0396,4622187.06,4488090.997
399975.SZ,20130621,532.802,517.446,538.243,517.446,531.668,1.134,0.2133,6371795.66,5972517.297
399975.SZ,20130624,488.704,529.801,529.801,487.553,532.802,-44.098,-8.2766,8447675.45,7553225.036
399975.SZ,20130625,482.116,480.621,485.542,445.523,488.704,-6.588,-1.3481,10944228.1,8956365.969
399975.SZ,20130626,480.921,480.863,485.529,469.104,482.116,-1.195,-0.2479,7382417.51,6225897.808
399975.SZ,20130627,469.909,484.349,487.777,467.724,480.921,-11.012,-2.2898,7061205.64,5960483.851
399975.SZ,20130628,485.199,467.45,493.513,467.45,469.909,15.29,3.2538,8720561.14,7519595.109
399975.SZ,20130701,485.821,481.573,486.305,475.802,485.199,0.622,0.1282,5010451.98,4268895.183
399975.SZ,20130702,489.463,485.941,490.223,477.89,485.821,3.642,0.7497,6317090.64,5264566.367
399975.SZ,20130703,479.192,485.056,485.056,473.062,489.463,-10.271,-2.0984,5597640.07,4692040.279
399975.SZ,20130704,483.822,470.524,489.0,468.043,479.192,4.63,0.9662,9113473.89,7541549.408
399975.SZ,20130705,486.2,484.568,493.621,484.568,483.822,2.378,0.4915,6981940.41,6001157.731
399975.SZ,20130708,472.158,476.635,484.269,471.634,486.2,-14.042,-2.8881,5724509.66,4754233.173
399975.SZ,20130709,471.308,471.216,477.561,470.224,472.158,-0.85,-0.18,4337655.59,3465064.326
399975.SZ,20130710,493.995,471.42,493.995,471.42,471.308,22.687,4.8136,8454869.24,7000811.434
399975.SZ,20130711,535.218,494.955,540.008,494.955,493.995,41.223,8.3448,17716202.28,16037978.855
399975.SZ,20130712,516.393,530.182,535.917,516.314,535.218,-18.825,-3.5173,13555895.45,12714248.299
399975.SZ,20130715,541.3329,529.7464,556.8104,522.1879,516.393,24.9399,4.8296,15103121.67,14556671.909
399975.SZ,20130716,543.9425,535.8921,543.9517,531.8512,541.3329,2.6096,0.4821,8124431.02,7897523.701
399975.SZ,20130717,528.2963,542.3419,549.1679,528.2963,543.9425,-15.6462,-2.8764,7679334.84,7397639.729
399975.SZ,20130718,516.9601,524.3503,529.1263,516.0693,528.2963,-11.3362,-2.1458,6670864.03,6287362.524
399975.SZ,20130719,499.6008,518.5062,524.953,498.34,516.9601,-17.3593,-3.358,7311562.67,6836374.842
399975.SZ,20130722,508.034,493.0499,508.2076,490.3324,499.6008,8.4332,1.688,5484653.67,4945352.424
399975.SZ,20130723,531.4217,509.6544,535.9219,507.609,508.034,23.3877,4.6036,10465725.97,9872774.794
399975.SZ,20130724,526.26,525.1097,530.4478,514.2648,531.4217,-5.1617,-0.9713,7871460.89,7395069.937
399975.SZ,20130725,526.2715,529.2424,538.3924,523.3131,526.26,0.0115,0.0022,7644694.08,7443581.74
399975.SZ,20130726,519.985,521.3937,525.967,515.8339,526.2715,-6.2865,-1.1945,4833381.87,4570297.315
399975.SZ,20130729,501.9954,512.7337,513.6658,501.9954,519.985,-17.9896,-3.4596,4989492.81,4633579.995
399975.SZ,20130730,513.9809,506.6078,526.1518,502.7826,501.9954,11.9855,2.3876,7197935.62,6733067.666
399975.SZ,20130731,517.0607,522.3631,531.1768,515.5951,513.9809,3.0798,0.5992,6101834.43,5795491.844
399975.SZ,20130801,536.0246,521.7698,538.1324,518.2059,517.0607,18.9639,3.6676,8466774.47,8266433.144
399975.SZ,20130802,531.8781,540.3305,542.6385,530.0996,536.0246,-4.1465,-0.7736,6254611.98,6108964.72
399975.SZ,20130805,539.5404,531.4909,539.5404,530.5212,531.8781,7.6623,1.4406,5363168.4,5251516.244
399975.SZ,20130806,542.3525,537.2625,544.9097,531.0195,539.5404,2.8121,0.5212,6579542.15,6460553.642
399975.SZ,20130807,536.8454,542.0475,553.2594,534.8662,542.3525,-5.5071,-1.0154,8155504.36,8133709.865
399975.SZ,20130808,529.0954,531.9888,536.8355,525.388,536.8454,-7.75,-1.4436,5314627.97,5129643.412
399975.SZ,20130809,535.271,532.8941,538.4747,526.4446,529.0954,6.1756,1.1672,5614236.32,5511230.785
399975.SZ,20130812,556.1278,537.7993,556.1355,536.5943,535.271,20.8568,3.8965,12184064.5,11949898.79
399975.SZ,20130813,555.0258,555.4028,558.3846,550.9035,556.1278,-1.102,-0.1982,7120377.26,7093090.688
399975.SZ,20130814,548.7581,556.2793,563.5607,546.2704,555.0258,-6.2677,-1.1293,7671306.48,7616021.918
399975.SZ,20130815,539.8417,547.7691,553.7179,539.4423,548.7581,-8.9164,-1.6248,5575223.24,5547354.044
399975.SZ,20130816,540.6384,536.3631,579.9126,533.2826,539.8417,0.7967,0.1476,18810874.62,19009484.146
399975.SZ,20130819,528.7166,523.4464,533.9347,518.9265,540.6384,-11.9218,-2.2051,11133396.77,10680284.547
399975.SZ,20130820,517.8125,523.8338,531.9929,515.5067,528.7166,-10.9041,-2.0624,8086383.78,7871476.68
399975.SZ,20130821,520.2173,518.3502,521.8167,514.418,517.8125,2.4048,0.4644,6274780.82,6054862.301
399975.SZ,20130822,516.5077,517.0374,524.1734,515.3562,520.2173,-3.7096,-0.7131,6128552.81,5837732.333
399975.SZ,20130823,509.4766,519.7533,521.2192,501.1651,516.5077,-7.0311,-1.3613,6474531.74,6112106.143
399975.SZ,20130826,535.9104,521.235,536.9296,518.2711,509.4766,26.4338,5.1884,10436794.14,10667196.012
399975.SZ,20130827,536.4567,533.5052,537.7837,530.5045,535.9104,0.5463,0.1019,6730459.14,6999267.175
399975.SZ,20130828,529.2529,530.5345,534.7865,525.5443,536.4567,-7.2038,-1.3428,6510555.34,6678117.332
399975.SZ,20130829,532.5809,538.8459,542.1242,530.5918,529.2529,3.328,0.6288,6143262.98,6378967.139
399975.SZ,20130830,538.3539,531.4714,546.3121,526.8858,532.5809,5.773,1.084,9401660.25,9845354.984
399975.SZ,20130902,539.7114,536.7133,543.3611,531.7485,538.3539,1.3575,0.2522,7203661.56,7394240.669
399975.SZ,20130903,540.945,541.065,542.5942,533.7534,539.7114,1.2336,0.2286,7548297.77,8269813.249
399975.SZ,20130904,535.9806,538.8853,541.7002,534.2898,540.945,-4.9644,-0.9177,5948582.41,6269345.849
399975.SZ,20130905,530.5102,535.7801,537.0073,530.0537,535.9806,-5.4704,-1.0206,4590253.31,4790429.037
399975.SZ,20130906,534.6584,529.6191,538.3512,529.6191,530.5102,4.1482,0.7819,5637822.18,5882036.444
399975.SZ,20130909,564.404,538.6652,571.7232,536.7272,534.6584,29.7456,5.5635,18563890.54,20436189.368
399975.SZ,20130910,587.1516,564.1645,587.4796,562.1542,564.404,22.7476,4.0304,16581952.82,18848899.384
399975.SZ,20130911,583.9755,594.8813,599.584,583.5265,587.1516,-3.1761,-0.5409,16151893.58,19141471.959
399975.SZ,20130912,598.7998,584.2052,610.2109,583.7878,583.9755,14.8243,2.5385,16671944.72,19489759.673
399975.SZ,20130913,589.1354,595.1003,598.6067,585.7491,598.7998,-9.6644,-1.614,9698310.44,11190300.999
399975.SZ,20130916,578.991,593.5109,593.684,576.0244,589.1354,-10.1444,-1.7219,8198019.58,9409744.016
399975.SZ,20130917,567.7115,578.8492,582.1785,567.2942,578.991,-11.2795,-1.9481,6984062.33,7875425.414
399975.SZ,20130918,572.7391,567.016,573.3189,560.6495,567.7115,5.0276,0.8856,5917080.16,6731121.087
399975.SZ,20130923,578.2862,572.6907,578.637,569.3374,572.7391,5.5471,0.9685,5651699.66,6390187.167
399975.SZ,20130924,563.2833,575.782,575.782,558.3511,578.2862,-15.0029,-2.5944,7232913.09,8054635.81
399975.SZ,20130925,558.299,561.8488,570.26,556.4959,563.2833,-4.9843,-0.8849,5219387.72,5775457.855
399975.SZ,20130926,547.0697,558.7869,559.6028,546.9938,558.299,-11.2293,-2.0113,5718227.95,6159050.572
399975.SZ,20130927,559.5043,547.5405,559.6822,547.5126,547.0697,12.4346,2.2729,4937772.2,5421918.719
399975.SZ,20130930,553.007,560.3931,561.1992,552.4605,559.5043,-6.4973,-1.1613,4985765.89,5100643.024
399975.SZ,20131008,559.644,550.0022,562.1217,545.4006,553.007,6.637,1.2002,5336618.16,5715266.375
399975.SZ,20131009,562.3679,556.5768,564.8252,554.6333,559.644,2.7239,0.4867,4578593.5,5026644.215
399975.SZ,20131010,543.3171,562.8096,563.1197,542.0485,562.3679,-19.0508,-3.3876,7116597.32,7706359.66
399975.SZ,20131011,553.5165,548.1195,555.9356,546.0247,543.3171,10.1994,1.8772,6205963.88,6714484.514
399975.SZ,20131014,548.5609,553.4801,553.8114,545.6804,553.5165,-4.9556,-0.8953,5266230.17,5625070.393
399975.SZ,20131015,549.8665,550.5884,551.961,545.2241,548.5609,1.3056,0.238,4583269.68,4861940.533
399975.SZ,20131016,535.5304,547.8101,547.8101,532.7665,549.8665,-14.3361,-2.6072,5239461.01,5395436.014
399975.SZ,20131017,536.9373,538.8459,545.1817,532.4117,535.5304,1.4069,0.2627,5060775.87,5300415.467
399975.SZ,20131018,545.2169,535.6035,553.3759,535.5309,536.9373,8.2796,1.542,6611687.01,6948038.091
399975.SZ,20131021,552.0989,546.3626,552.907,539.5977,545.2169,6.882,1.2622,6456102.9,6841391.025
399975.SZ,20131022,543.9674,552.0211,552.0211,542.2186,552.0989,-8.1315,-1.4728,4999995.85,5301021.373
399975.SZ,20131023,542.2997,546.3369,555.4913,541.4515,543.9674,-1.6677,-0.3066,5774530.6,6135128.887
399975.SZ,20131024,533.5892,539.794,540.0356,532.6933,542.2997,-8.7105,-1.6062,3808656.6,3976916.369
399975.SZ,20131025,529.2103,533.8732,541.4727,526.7391,533.5892,-4.3789,-0.8207,4684117.25,4796733.185
399975.SZ,20131028,528.433,528.9136,531.673,524.3717,529.2103,-0.7773,-0.1469,3143196.97,3162836.038
399975.SZ,20131029,537.0117,530.329,542.2547,521.6622,528.433,8.5787,1.6234,7041163.61,7228804.634
399975.SZ,20131030,540.9948,537.1249,540.9948,532.6828,537.0117,3.9831,0.7417,4979424.3,5215577.676
399975.SZ,20131031,534.9808,541.7856,541.7856,534.354,540.9948,-6.014,-1.1117,3761134.03,3962274.808
399975.SZ,20131101,540.9633,536.7646,543.6766,534.4255,534.9808,5.9825,1.1183,4383615.64,4601116.913
