ts_code,trade_date,price,vol,amount,buyer,seller
600030.SH,20130227,12.19,44.5,542.46,中信证券股份有限公司北京复外大街证券营业部,齐鲁证券有限公司北京北四环西路证券营业部
600030.SH,20130206,15.32,63.78,977.11,海通证券股份有限公司国际部,东方证券股份有限公司东方资财
600030.SH,20130124,13.86,87.99,1219.54,海通证券股份有限公司国际部,东方证券股份有限公司东方资财
600030.SH,20130117,13.63,22.02,300.13,海通证券股份有限公司国际部,东方证券股份有限公司东方资财
600030.SH,20130115,12.23,83.12,1016.56,中信证券股份有限公司北京复外大街证券营业部,齐鲁证券有限公司北京北四环西路证券营业部
600030.SH,20130111,11.9,85.47,1017.09,中信证券股份有限公司北京复外大街证券营业部,齐鲁证券有限公司北京北四环西路证券营业部
600030.SH,20121228,12.2,49.48,603.65,海通证券股份有限公司国际部,国信证券股份有限公司深圳红岭中路证券营业部
600030.SH,20121228,12.2,74.49,908.79,海通证券股份有限公司国际部,东方证券股份有限公司东方资财
600030.SH,20121213,9.74,43.0,418.82,中信证券股份有限公司北京安外大街证券营业部,中信证券股份有限公司北京安外大街证券营业部
600030.SH,20121122,11.45,567.22,6494.67,瑞银证券有限责任公司上海花园石桥路证券营业部,瑞银证券有限责任公司上海花园石桥路证券营业部
600030.SH,20121107,11.13,280.25,3119.18,海通证券股份有限公司国际部,申银万国证券股份有限公司上海新昌路营业部
600030.SH,20121018,10.56,300.0,3168.0,光大证券股份有限公司东莞运河东一路证券营业部,光大证券股份有限公司东莞运河东一路证券营业部
600030.SH,20121015,11.6,330.0,3828.0,海通证券股份有限公司国际部,申银万国证券股份有限公司上海新昌路营业部
600030.SH,20120925,11.02,50.0,551.0,中信证券股份有限公司总部(非营业场所),东方证券股份有限公司东方资财
600030.SH,20120911,11.29,92.75,1047.15,中信证券股份有限公司总部(非营业场所),海通证券股份有限公司国际部
600030.SH,20120809,12.24,62.6,766.22,东方证券股份有限公司东方资财,中信证券股份有限公司总部(非营业场所)
600030.SH,20120409,11.59,110.7,1282.99,中国国际金融有限公司上海淮海中路证券营业部,北京高华证券有限责任公司北京金融大街证券营业部
600030.SH,20120405,11.59,110.7,1282.99,北京高华证券有限责任公司北京金融大街证券营业部,中国国际金融有限公司上海淮海中路证券营业部
600030.SH,20111024,10.15,110.12,1117.72,海通证券股份有限公司上海江宁路证券营业部,中信万通证券有限责任公司青岛嘉定路证券营业部
600030.SH,20110829,13.27,537.54,7133.16,国信证券股份有限公司太原府西街证券营业部,山西证券股份有限公司太原府西街营业部
600030.SH,20110829,13.27,274.01,3636.11,国信证券股份有限公司太原府西街证券营业部,国信证券股份有限公司太原府西街证券营业部
600030.SH,20110714,12.87,53.09,683.25,中国国际金融有限公司上海淮海中路证券营业部,瑞银证券有限责任公司瑞银证券总部
600030.SH,20110629,11.83,28.49,337.01,平安证券有限责任公司石家庄中山西路证券营业部,海通证券股份有限公司昆明东风西路营业部
600030.SH,20110518,13.05,480.0,6264.0,中国银河证券股份有限公司总部,海通证券股份有限公司国际部
600030.SH,20110503,13.33,75.0,999.75,中国银河证券股份有限公司总部,海通证券股份有限公司国际部
600030.SH,20101201,11.54,73.88,852.58,平安证券有限责任公司石家庄中山西路证券营业部,中信万通证券有限责任公司青岛嘉定路证券营业部
600030.SH,20100519,19.79,320.0,6332.8,海通证券股份有限公司国际部,中国银河证券股份有限公司总部
600030.SH,20100514,21.63,40.37,873.2,招商证券股份有限公司北京金融大街证券营业部,招商证券股份有限公司北京金融大街证券营业部
600030.SH,20090811,34.38,71.17,2446.84,中国国际金融有限公司上海淮海中路证券营业部,国泰君安证券股份有限公司总部
600030.SH,20090715,32.98,295.33,9739.96,中国国际金融有限公司北京建国门外大街证券营业部,国泰君安证券股份有限公司总部
600030.SH,20090610,28.2,63.81,1799.39,招商证券股份有限公司上海娄山关路证券营业部,瑞银证券有限责任公司瑞银证券总部
600030.SH,20090427,23.94,40.37,966.46,招商证券股份有限公司北京金融大街证券营业部,招商证券股份有限公司北京金融大街证券营业部
600030.SH,20090417,23.77,33.84,804.38,国泰君安证券股份有限公司总部,国泰君安证券股份有限公司总部
600030.SH,20090415,26.29,286.02,7519.36,国泰君安证券股份有限公司总部,申银万国证券股份有限公司上海新昌路营业部
600030.SH,20090311,22.38,223.45,5000.81,中国国际金融有限公司北京建国门外大街证券营业部,中国国际金融有限公司上海淮海中路证券营业部
600030.SH,20090220,24.14,66.56,1606.67,中国银河证券股份有限公司总部,中国国际金融有限公司上海淮海中路证券营业部
600030.SH,20090219,23.92,98.09,2346.39,瑞银证券有限责任公司瑞银证券总部,中国国际金融有限公司上海淮海中路证券营业部
600030.SH,20090122,21.84,15.0,327.6,北京高华证券有限责任公司北京金融大街证券营业部,北京高华证券有限责任公司总部
600030.SH,20090116,18.44,32.51,599.48,国泰君安证券股份有限公司总部,招商证券股份有限公司上海肇嘉浜路证券营业部
600030.SH,20081229,17.7,45.0,796.5,招商证券股份有限公司上海陆家嘴东路证券营业部,中国人寿资产管理有限公司
600030.SH,20081229,17.7,25.0,442.5,中国国际金融有限公司北京建国门外大街证券营业部,中国人寿资产管理有限公司
600030.SH,20081229,17.7,50.0,885.0,国联证券股份有限公司无锡中山路证券营业部,中国人寿资产管理有限公司
600030.SH,20081229,17.7,50.0,885.0,中国国际金融有限公司北京建国门外大街证券营业部,中国人寿资产管理有限公司
600030.SH,20081229,17.7,30.0,531.0,中国国际金融有限公司北京建国门外大街证券营业部,中国人寿资产管理有限公司
600030.SH,20081229,17.7,500.0,8850.0,中国国际金融有限公司北京建国门外大街证券营业部,中国人寿资产管理有限公司
600030.SH,20081229,17.7,375.0,6637.5,中国国际金融有限公司北京建国门外大街证券营业部,中国人寿资产管理有限公司
600030.SH,20081229,17.7,100.0,1770.0,国联证券股份有限公司无锡中山路证券营业部,中国人寿资产管理有限公司
600030.SH,20081229,17.7,200.0,3540.0,中国国际金融有限公司北京建国门外大街证券营业部,中国人寿资产管理有限公司
600030.SH,20081229,17.7,170.0,3009.0,招商证券股份有限公司深圳科技园高新南一道证券营业部,中国人寿资产管理有限公司
600030.SH,20081229,18.9,115.42,2181.5,申银万国证券股份有限公司上海新昌路营业部,中国国际金融有限公司上海淮海中路证券营业部
600030.SH,20081224,19.18,221.23,4243.15,中信证券股份有限公司北京北三环中路证券营业部,中国国际金融有限公司上海淮海中路证券营业部
600030.SH,20081219,21.52,447.26,9625.14,中信证券股份有限公司北京北三环中路证券营业部,中国国际金融有限公司上海淮海中路证券营业部
600030.SH,20081212,20.9,198.3,4144.51,中国国际金融有限公司上海淮海中路证券营业部,中国银河证券股份有限公司总部
600030.SH,20081205,21.53,230.89,4971.16,中国银河证券股份有限公司总部,中国国际金融有限公司上海淮海中路证券营业部
600030.SH,20081204,22.43,393.6,8828.45,申银万国证券股份有限公司上海新昌路营业部,中国国际金融有限公司上海淮海中路证券营业部
600030.SH,20081202,20.58,775.1,15951.56,国泰君安证券股份有限公司总部,中国国际金融有限公司上海淮海中路证券营业部
600030.SH,20081119,18.96,252.0,4777.92,中国国际金融有限公司上海淮海中路证券营业部,申银万国证券股份有限公司上海新昌路营业部
600030.SH,20081106,17.03,369.0,6284.07,瑞银证券有限责任公司瑞银证券总部,中国国际金融有限公司上海淮海中路证券营业部
600030.SH,20070718,54.8,100.0,5480.0,中国国际金融有限公司上海陆家嘴环路证券营业部,中国国际金融有限公司上海陆家嘴环路证券营业部
