ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399975.SZ,20110114,664.309,685.942,688.653,664.204,688.538,-24.229,-0.0352,864915772.0,11846842146.0
399975.SZ,20110121,638.78,660.84,660.937,626.45,664.309,-25.529,-0.0384,839588244.0,10605586544.0
399975.SZ,20110128,654.615,638.838,659.385,632.606,638.78,15.835,0.0248,729206775.0,9355683082.0
399975.SZ,20110201,657.403,653.258,660.141,652.808,654.615,2.788,0.0043,262462848.0,3510061822.0
399975.SZ,20110211,660.694,651.904,662.518,641.103,657.403,3.291,0.005,448221886.0,5933472257.0
399975.SZ,20110218,712.94,658.83,741.241,658.83,660.694,52.246,0.0791,2527395335.0,35803477273.0
399975.SZ,20110225,718.129,708.495,729.387,693.188,712.94,5.189,0.0073,1730326884.0,24922242916.0
399975.SZ,20110304,724.186,717.846,742.913,709.573,718.129,6.057,0.0084,1982472620.0,29225396774.0
399975.SZ,20110311,716.148,727.053,757.161,716.009,724.186,-8.038,-0.0111,2038600463.0,30608317265.0
399975.SZ,20110318,701.013,711.794,716.41,689.536,716.148,-15.135,-0.0211,1310188378.0,18736937501.0
399975.SZ,20110325,709.971,701.128,711.727,689.482,701.013,8.958,0.0128,787518528.0,11254835182.0
399975.SZ,20110401,704.171,712.595,720.871,691.286,709.971,-5.8,-0.0082,1160213258.0,16705516145.0
399975.SZ,20110408,726.973,701.861,728.598,701.861,704.171,22.802,0.0324,921741175.0,13578393474.0
399975.SZ,20110415,729.529,729.737,736.041,712.269,726.973,2.556,0.0035,1307654025.0,19159992933.0
399975.SZ,20110422,702.829,725.656,729.444,697.61,729.529,-26.7,-0.0366,1129440739.0,16469780433.0
399975.SZ,20110429,667.592,701.6,701.6,663.094,702.829,-35.237,-0.0501,907990021.0,12095233961.0
399975.SZ,20110506,648.227,667.98,669.108,643.014,667.592,-19.365,-0.029,625995790.0,8162886712.0
399975.SZ,20110513,656.771,650.951,660.689,644.542,648.227,8.544,0.0132,997966158.0,12165170749.0
399975.SZ,20110520,649.303,656.149,659.653,645.105,656.771,-7.468,-0.0114,622054419.0,7941240013.0
399975.SZ,20110527,625.99,648.25,648.25,617.101,649.303,-23.313,-0.0359,763373401.0,9721054629.0
399975.SZ,20110603,621.48,623.227,634.407,614.319,625.99,-4.51,-0.0072,633466346.0,8356841152.0
399975.SZ,20110610,614.641,620.689,623.402,610.185,621.48,-6.839,-0.011,441344513.0,5546768105.0
