date,time,code,open,high,low,close,volume,amount,adjustflag
2026-02-27,20260227093500000,sz.300450,54.7000000000,54.9200000000,54.4600000000,54.6300000000,2549999,139254707.5000,2
2026-02-27,20260227094000000,sz.300450,54.6300000000,55.0000000000,54.6100000000,54.9500000000,1143630,62673174.6000,2
2026-02-27,20260227094500000,sz.300450,54.9900000000,55.0700000000,54.8000000000,54.8000000000,1006670,55334882.7000,2
2026-02-27,20260227095000000,sz.300450,54.8000000000,55.0100000000,54.6700000000,54.7200000000,880000,48213584.0000,2
2026-02-27,20260227095500000,sz.300450,54.7200000000,54.7900000000,54.6400000000,54.6400000000,1186901,64919905.1000,2
2026-02-27,20260227100000000,sz.300450,54.6300000000,54.7000000000,54.5200000000,54.6600000000,1185274,64689289.7400,2
2026-02-27,20260227100500000,sz.300450,54.6600000000,54.7800000000,54.6300000000,54.7500000000,603100,32990046.8000,2
2026-02-27,20260227101000000,sz.300450,54.7400000000,54.9500000000,54.7400000000,54.7900000000,816864,44804669.2800,2
2026-02-27,20260227101500000,sz.300450,54.7800000000,54.8200000000,54.7000000000,54.7100000000,514300,28156585.0000,2
2026-02-27,20260227102000000,sz.300450,54.7100000000,54.8400000000,54.6800000000,54.7700000000,718960,39377861.0000,2
2026-02-27,20260227102500000,sz.300450,54.7500000000,54.7800000000,54.6600000000,54.6600000000,426400,23332105.0000,2
2026-02-27,20260227103000000,sz.300450,54.6700000000,54.6900000000,54.6200000000,54.6500000000,648199,35421003.3700,2
2026-02-27,20260227103500000,sz.300450,54.6500000000,54.6600000000,54.5000000000,54.5200000000,1443438,78736203.0200,2
2026-02-27,20260227104000000,sz.300450,54.5200000000,54.6300000000,54.5200000000,54.6300000000,646400,35274829.0000,2
2026-02-27,20260227104500000,sz.300450,54.6300000000,54.6600000000,54.5700000000,54.6600000000,541400,29560110.0000,2
2026-02-27,20260227105000000,sz.300450,54.6600000000,54.9200000000,54.6600000000,54.7600000000,655600,35924202.0000,2
2026-02-27,20260227105500000,sz.300450,54.7700000000,54.8100000000,54.5700000000,54.5900000000,464200,25378015.0000,2
2026-02-27,20260227110000000,sz.300450,54.6000000000,54.6900000000,54.5800000000,54.6000000000,362400,19791490.0000,2
2026-02-27,20260227110500000,sz.300450,54.6000000000,54.7600000000,54.6000000000,54.7300000000,336200,18385664.0000,2
2026-02-27,20260227111000000,sz.300450,54.7300000000,54.9100000000,54.7100000000,54.7600000000,449500,24641472.0000,2
2026-02-27,20260227111500000,sz.300450,54.7600000000,54.7600000000,54.6900000000,54.7200000000,304300,16652437.0000,2
2026-02-27,20260227112000000,sz.300450,54.7100000000,54.8100000000,54.7100000000,54.7500000000,335500,18375386.0000,2
2026-02-27,20260227112500000,sz.300450,54.7500000000,54.7700000000,54.7100000000,54.7100000000,203600,11142648.0000,2
2026-02-27,20260227113000000,sz.300450,54.6800000000,54.6800000000,54.5700000000,54.5800000000,647700,35368876.0000,2
2026-02-27,20260227130500000,sz.300450,54.5800000000,54.6400000000,54.5300000000,54.5300000000,512700,27979477.4800,2
2026-02-27,20260227131000000,sz.300450,54.5200000000,54.5500000000,54.3000000000,54.3500000000,1839004,100148873.0000,2
2026-02-27,20260227131500000,sz.300450,54.3400000000,54.3800000000,54.2800000000,54.3500000000,1024500,55665778.7200,2
2026-02-27,20260227132000000,sz.300450,54.3500000000,54.6000000000,54.3400000000,54.5900000000,604914,32942927.2800,2
2026-02-27,20260227132500000,sz.300450,54.5900000000,54.6800000000,54.5800000000,54.6300000000,587228,32085394.9600,2
2026-02-27,20260227133000000,sz.300450,54.6400000000,54.7800000000,54.6200000000,54.7800000000,565977,30944306.5700,2
2026-02-27,20260227133500000,sz.300450,54.7700000000,54.8300000000,54.7000000000,54.7300000000,682544,37387517.6800,2
2026-02-27,20260227134000000,sz.300450,54.7400000000,54.8300000000,54.7400000000,54.8200000000,584900,32042255.0000,2
2026-02-27,20260227134500000,sz.300450,54.8200000000,54.9000000000,54.8100000000,54.8800000000,848500,46552894.0000,2
2026-02-27,20260227135000000,sz.300450,54.8900000000,54.9200000000,54.7100000000,54.7800000000,523400,28679588.0000,2
2026-02-27,20260227135500000,sz.300450,54.7800000000,54.7800000000,54.7200000000,54.7700000000,393800,21561821.0000,2
2026-02-27,20260227140000000,sz.300450,54.7600000000,54.8900000000,54.7600000000,54.7600000000,360000,19735829.0000,2
2026-02-27,20260227140500000,sz.300450,54.7600000000,54.7900000000,54.6900000000,54.7100000000,397800,21772505.0000,2
2026-02-27,20260227141000000,sz.300450,54.7100000000,54.7800000000,54.6900000000,54.7600000000,424400,23225249.0000,2
2026-02-27,20260227141500000,sz.300450,54.7700000000,54.8400000000,54.7400000000,54.7700000000,367100,20109037.0000,2
2026-02-27,20260227142000000,sz.300450,54.7800000000,54.7800000000,54.7000000000,54.7000000000,354600,19413587.0000,2
2026-02-27,20260227142500000,sz.300450,54.7000000000,54.7300000000,54.6600000000,54.7100000000,486300,26598195.0000,2
2026-02-27,20260227143000000,sz.300450,54.7100000000,54.7100000000,54.6800000000,54.6800000000,332600,18190997.0000,2
2026-02-27,20260227143500000,sz.300450,54.6800000000,54.6900000000,54.6200000000,54.6700000000,555347,30353429.1600,2
2026-02-27,20260227144000000,sz.300450,54.6600000000,54.7100000000,54.6600000000,54.6900000000,395500,21630099.0000,2
2026-02-27,20260227144500000,sz.300450,54.6900000000,54.6900000000,54.6300000000,54.6700000000,583179,31873547.9700,2
2026-02-27,20260227145000000,sz.300450,54.6700000000,54.8200000000,54.6600000000,54.8000000000,949223,51938183.0100,2
2026-02-27,20260227145500000,sz.300450,54.8100000000,54.8100000000,54.7500000000,54.8000000000,832281,45595934.7500,2
2026-02-27,20260227150000000,sz.300450,54.8100000000,54.8200000000,54.7800000000,54.8000000000,691200,37875701.0000,2
