date,time,code,open,high,low,close,volume,amount,adjustflag
2026-02-27,20260227093500000,sh.603927,19.1300000000,19.2600000000,19.1300000000,19.2600000000,475736,9130326.0000,2
2026-02-27,20260227094000000,sh.603927,19.2700000000,19.3200000000,19.2600000000,19.2900000000,636633,12279961.0000,2
2026-02-27,20260227094500000,sh.603927,19.2800000000,19.3700000000,19.2700000000,19.3500000000,695280,13430856.0000,2
2026-02-27,20260227095000000,sh.603927,19.3400000000,19.3900000000,19.3300000000,19.3400000000,629513,12188242.0000,2
2026-02-27,20260227095500000,sh.603927,19.3400000000,19.3400000000,19.3000000000,19.3200000000,197600,3817808.0000,2
2026-02-27,20260227100000000,sh.603927,19.3100000000,19.3100000000,19.2700000000,19.2900000000,192500,3712291.0000,2
2026-02-27,20260227100500000,sh.603927,19.2900000000,19.3200000000,19.2800000000,19.3200000000,157200,3033494.0000,2
2026-02-27,20260227101000000,sh.603927,19.3200000000,19.3200000000,19.3000000000,19.3100000000,104640,2020568.0000,2
2026-02-27,20260227101500000,sh.603927,19.3100000000,19.3200000000,19.2800000000,19.3000000000,117480,2267316.0000,2
2026-02-27,20260227102000000,sh.603927,19.3000000000,19.3500000000,19.3000000000,19.3300000000,217100,4196344.0000,2
2026-02-27,20260227102500000,sh.603927,19.3400000000,19.3400000000,19.3100000000,19.3100000000,105288,2034660.0000,2
2026-02-27,20260227103000000,sh.603927,19.3100000000,19.3300000000,19.3100000000,19.3300000000,76400,1476114.0000,2
2026-02-27,20260227103500000,sh.603927,19.3300000000,19.3400000000,19.3200000000,19.3200000000,171540,3314987.0000,2
2026-02-27,20260227104000000,sh.603927,19.3300000000,19.3600000000,19.3300000000,19.3300000000,231596,4479628.0000,2
2026-02-27,20260227104500000,sh.603927,19.3300000000,19.3700000000,19.3300000000,19.3700000000,184980,3579040.0000,2
2026-02-27,20260227105000000,sh.603927,19.3700000000,19.4000000000,19.3700000000,19.3800000000,373600,7240399.0000,2
2026-02-27,20260227105500000,sh.603927,19.3800000000,19.4400000000,19.3800000000,19.4100000000,467740,9079311.0000,2
