date,time,code,open,high,low,close,volume,amount,adjustflag
2026-02-27,20260227093500000,sz.300999,29.6700000000,29.9000000000,29.5300000000,29.5300000000,1856200,55205054.0000,2
2026-02-27,20260227094000000,sz.300999,29.5500000000,29.5800000000,29.4700000000,29.5100000000,527900,15592298.0000,2
2026-02-27,20260227094500000,sz.300999,29.5200000000,29.5500000000,29.5000000000,29.5400000000,387693,11443607.4300,2
2026-02-27,20260227095000000,sz.300999,29.5400000000,29.6100000000,29.5300000000,29.5300000000,488800,14459021.0000,2
2026-02-27,20260227095500000,sz.300999,29.5500000000,29.5500000000,29.5100000000,29.5100000000,218500,6451166.0000,2
2026-02-27,20260227100000000,sz.300999,29.5000000000,29.5200000000,29.4800000000,29.4900000000,296500,8746453.0000,2
2026-02-27,20260227100500000,sz.300999,29.5000000000,29.5100000000,29.4600000000,29.4900000000,214600,6327056.0000,2
2026-02-27,20260227101000000,sz.300999,29.4900000000,29.5000000000,29.4100000000,29.4200000000,214300,6314370.0000,2
2026-02-27,20260227101500000,sz.300999,29.4300000000,29.4500000000,29.4200000000,29.4300000000,199000,5856250.0000,2
2026-02-27,20260227102000000,sz.300999,29.4200000000,29.4300000000,29.3900000000,29.3900000000,248800,7318107.0000,2
2026-02-27,20260227102500000,sz.300999,29.3900000000,29.3900000000,29.3700000000,29.3900000000,184370,5418049.6000,2
2026-02-27,20260227103000000,sz.300999,29.3900000000,29.4200000000,29.3900000000,29.4000000000,208300,6124744.0000,2
2026-02-27,20260227103500000,sz.300999,29.4000000000,29.4000000000,29.3700000000,29.4000000000,263300,7738656.0000,2
2026-02-27,20260227104000000,sz.300999,29.4100000000,29.4200000000,29.3800000000,29.4000000000,186100,5471413.0000,2
2026-02-27,20260227104500000,sz.300999,29.4000000000,29.4300000000,29.3900000000,29.4300000000,178700,5254724.0000,2
2026-02-27,20260227105000000,sz.300999,29.4300000000,29.4400000000,29.3900000000,29.3900000000,223500,6574314.0000,2
2026-02-27,20260227105500000,sz.300999,29.3900000000,29.4000000000,29.3700000000,29.3800000000,210300,6179734.0000,2
2026-02-27,20260227110000000,sz.300999,29.3800000000,29.3900000000,29.3700000000,29.3800000000,118800,3489686.0000,2
2026-02-27,20260227110500000,sz.300999,29.3800000000,29.3800000000,29.3500000000,29.3700000000,240600,7065098.0000,2
2026-02-27,20260227111000000,sz.300999,29.3700000000,29.3900000000,29.3600000000,29.3800000000,93000,2731937.0000,2
2026-02-27,20260227111500000,sz.300999,29.3800000000,29.4000000000,29.3800000000,29.3900000000,72300,2124943.0000,2
2026-02-27,20260227112000000,sz.300999,29.3900000000,29.4300000000,29.3900000000,29.4000000000,67700,1990778.0000,2
2026-02-27,20260227112500000,sz.300999,29.4100000000,29.4100000000,29.3700000000,29.3700000000,101100,2970742.0000,2
2026-02-27,20260227113000000,sz.300999,29.3700000000,29.3800000000,29.3300000000,29.3300000000,320700,9414812.0000,2
2026-02-27,20260227130500000,sz.300999,29.3600000000,29.3600000000,29.3300000000,29.3500000000,176400,5174958.0000,2
2026-02-27,20260227131000000,sz.300999,29.3400000000,29.3700000000,29.3400000000,29.3500000000,111500,3272788.0000,2
2026-02-27,20260227131500000,sz.300999,29.3400000000,29.3600000000,29.3200000000,29.3300000000,206440,6056254.2000,2
2026-02-27,20260227132000000,sz.300999,29.3400000000,29.3600000000,29.3300000000,29.3500000000,139400,4090348.0000,2
2026-02-27,20260227132500000,sz.300999,29.3500000000,29.4000000000,29.3500000000,29.3700000000,208300,6119208.0000,2
2026-02-27,20260227133000000,sz.300999,29.3700000000,29.3900000000,29.3600000000,29.3900000000,122700,3604599.0000,2
2026-02-27,20260227133500000,sz.300999,29.3900000000,29.4100000000,29.3800000000,29.3900000000,151000,4439037.0000,2
2026-02-27,20260227134000000,sz.300999,29.3900000000,29.3900000000,29.3600000000,29.3700000000,160600,4718094.0000,2
2026-02-27,20260227134500000,sz.300999,29.3700000000,29.4000000000,29.3600000000,29.3600000000,156700,4602947.0000,2
2026-02-27,20260227135000000,sz.300999,29.3600000000,29.3700000000,29.3500000000,29.3600000000,150100,4406815.0000,2
2026-02-27,20260227135500000,sz.300999,29.3600000000,29.3600000000,29.3400000000,29.3500000000,184800,5423905.0900,2
2026-02-27,20260227140000000,sz.300999,29.3500000000,29.3700000000,29.3500000000,29.3600000000,167000,4902512.0000,2
2026-02-27,20260227140500000,sz.300999,29.3600000000,29.3700000000,29.3400000000,29.3600000000,163500,4799239.0000,2
2026-02-27,20260227141000000,sz.300999,29.3700000000,29.3800000000,29.3500000000,29.3600000000,103200,3030168.0000,2
2026-02-27,20260227141500000,sz.300999,29.3600000000,29.3700000000,29.3500000000,29.3700000000,139500,4095926.0000,2
2026-02-27,20260227142000000,sz.300999,29.3700000000,29.3800000000,29.3700000000,29.3700000000,80100,2352994.0000,2
2026-02-27,20260227142500000,sz.300999,29.3800000000,29.3800000000,29.3600000000,29.3700000000,105600,3101333.0000,2
2026-02-27,20260227143000000,sz.300999,29.3600000000,29.3700000000,29.3600000000,29.3700000000,97800,2871709.0000,2
2026-02-27,20260227143500000,sz.300999,29.3700000000,29.3800000000,29.3500000000,29.3600000000,166400,4886126.0000,2
2026-02-27,20260227144000000,sz.300999,29.3500000000,29.3600000000,29.3400000000,29.3600000000,252700,7416905.0000,2
2026-02-27,20260227144500000,sz.300999,29.3600000000,29.3800000000,29.3500000000,29.3700000000,170000,4992504.0000,2
2026-02-27,20260227145000000,sz.300999,29.3700000000,29.3900000000,29.3600000000,29.3900000000,183700,5397095.0000,2
2026-02-27,20260227145500000,sz.300999,29.3900000000,29.4100000000,29.3900000000,29.3900000000,275100,8087408.0000,2
2026-02-27,20260227150000000,sz.300999,29.3900000000,29.4100000000,29.3800000000,29.4100000000,180700,5312525.0000,2
