ts_code,ann_date,name,gender,birth_year,edu,nationality,begin_date,end_date,resume
512880.SH,20160727,艾小军,M,,硕士,中国,20160726,,硕士研究生，2001年5月至2006年9月在华安基金管理有限公司任量化分析师；2006年9月至2007年8月在汇丰晋信基金管理有限公司任应用分析师；2007年9月至2007年10月在平安资产管理有限公司任量化分析师；2007年10月加入国泰基金管理有限公司，历任金融工程分析师、高级产品经理和基金经理助理。2014年1月起任国泰黄金交易型开放式证券投资基金、上证180金融交易型开放式指数证券投资基金、国泰上证180金融交易型开放式指数证券投资基金联接基金的基金经理。2015年3月起任国泰深证TMT50指数分级证券投资基金(2020年12月起转型为国泰中证计算机主题交易型开放式指数证券投资基金联接基金)基金经理。2015年4月至2021年1月任国泰沪深300指数证券投资基金的基金经理。2016年4月起任国泰黄金交易型开放式证券投资基金联接基金基金经理。2016年7月起担任国泰中证全指证券公司交易型开放式指数证券投资基金、国泰中证军工交易型开放式指数型证券投资基金基金经理。2017年3月至2019年3月担任国泰策略收益灵活配置混合型证券投资基金(2018年12月更名为国泰量化策略收益混合型证券投资基金)基金经理。2017年3月至2017年5月任国泰保本混合型证券投资基金基金经理。2017年3月起任国泰国证航天军工指数证券投资基金(LOF)基金经理。2017年4月起担任国泰中证申万证券行业指数证券投资基金(LOF)基金基金经理。2017年5月起担任国泰策略价值灵活配置混合型证券投资基金基金经理。2017年5月至2018年7月担任国泰量化收益灵活配置混合型证券投资基金基金经理。2017年8月至2019年11月任国泰宁益定期开放灵活配置混合型证券投资基金基金经理(2019年5月转型为国泰中证500指数增强型证券投资基金)。2018年5月至2022年3月任国泰量化成长优选混合型证券投资基金基金经理。2018年5月至2019年7月任国泰量化价值精选混合型证券投资基金基金经理。2018年8至2019年11月任国泰结构转型灵活配置混合型证券投资基金(2019年4月转型为国泰沪深300指数增强型证券投资基金)基金经理。2019年5月任国泰CES半导体芯片行业交易型开放式指数证券投资基金基金经理。2019年7月至2021年1月担任上证5年期国债交易型开放式指数证券投资基金基金经理。2019年7月至2021年1月担任上证10年期国债交易型开放式指数证券投资基金基金经理.2019年8月起任国泰中证全指通信设备交易型开放式指数证券投资基金基金经理。2019年9月起任国泰中证全指通信设备交易型开放式指数证券投资基金发起式联接基金基金经理。2021年5月起任国泰中证全指证券公司交易型开放式指数证券投资基金发起式联接基金基金经理。
