ts_code,ann_date,float_date,float_share,float_ratio,holder_name,share_type
600030.SH,20060810,20060815,124075000.0,4.1615,中信国安集团公司,股权分置限售股份
600030.SH,20060810,20060815,4591642.0,0.154,广东省广新外贸轻纺（控股）公司,股权分置限售股份
600030.SH,20060810,20060815,4591642.0,0.154,江苏国泰国际集团有限公司,股权分置限售股份
600030.SH,20060810,20060815,36733126.0,1.232,上海诗玛尔实业发展有限责任公司,股权分置限售股份
600030.SH,20060810,20060815,2754985.0,0.0924,北京航天海鹰高技术发展公司,股权分置限售股份
600030.SH,20060810,20060815,18366564.0,0.616,文登市森鹿制革有限公司,股权分置限售股份
600030.SH,20060810,20060815,4591642.0,0.154,北京汤斯商贸有限责任公司,股权分置限售股份
600030.SH,20060810,20060815,45916407.0,1.54,中国石化集团北京燕山石油化工有限公司,股权分置限售股份
600030.SH,20060810,20060815,57395509.0,1.9251,中国运载火箭技术研究院,股权分置限售股份
600030.SH,20060810,20060815,5739552.0,0.1925,中海信托投资有限责任公司,股权分置限售股份
600030.SH,20060810,20060815,18366564.0,0.616,中信国安信息产业股份有限公司,股权分置限售股份
600030.SH,20060810,20060815,9183283.0,0.308,中国黄金集团公司,股权分置限售股份
600030.SH,20060810,20060815,2754985.0,0.0924,青岛中土畜华林进出口有限公司,股权分置限售股份
600030.SH,20060810,20060815,9183283.0,0.308,青岛凯联（集团）有限责任公司,股权分置限售股份
600030.SH,20060810,20060815,18366564.0,0.616,金飞民航经济发展中心,股权分置限售股份
600030.SH,20060810,20060815,9183283.0,0.308,深圳市中信联合创业投资有限公司,股权分置限售股份
600030.SH,20060810,20060815,4591642.0,0.154,青岛翔实实业有限公司,股权分置限售股份
600030.SH,20060810,20060815,28697755.0,0.9625,中国机械进出口（集团）有限公司,股权分置限售股份
600030.SH,20060810,20060815,50508048.0,1.694,柳州两面针股份有限公司,股权分置限售股份
600030.SH,20060810,20060815,45916407.0,1.54,上海工业投资(集团)有限公司,股权分置限售股份
600030.SH,20060810,20060815,13774923.0,0.462,深圳长城开发科技股份有限公司,股权分置限售股份
600030.SH,20060810,20060815,27549845.0,0.924,南京新港高科技股份有限公司,股权分置限售股份
600030.SH,20060810,20060815,124075000.0,4.1615,中国中信集团公司,股权分置限售股份
600030.SH,20060810,20060815,4591642.0,0.154,中国石化集团青岛石油化工厂,股权分置限售股份
600030.SH,20060810,20060815,9183283.0,0.308,上海科技投资股份有限公司,股权分置限售股份
600030.SH,20060810,20060815,4591642.0,0.154,江苏省创业投资有限公司,股权分置限售股份
600030.SH,20060810,20060815,4591642.0,0.154,南京虹飞实业有限公司,股权分置限售股份
600030.SH,20060810,20060815,5739552.0,0.1925,上海申鑫经济发展总公司,股权分置限售股份
600030.SH,20060810,20060815,4591642.0,0.154,广东省广新外贸轻纺(控股)公司,股权分置限售股份
600030.SH,20060810,20060815,1607075.0,0.0539,衢州市鸿基实业有限公司,股权分置限售股份
600030.SH,20060810,20060815,1377493.0,0.0462,上海贸鑫实业有限公司,股权分置限售股份
600030.SH,20060810,20060815,91832814.0,3.0801,中国粮油食品（集团）有限公司,股权分置限售股份
600030.SH,20060810,20060815,9183283.0,0.308,青岛凯联(集团)有限责任公司,股权分置限售股份
600030.SH,20060810,20060815,55099689.0,1.8481,中国石化集团新星石油有限责任公司,股权分置限售股份
600030.SH,20060810,20060815,9183283.0,0.308,无锡太平洋集团有限公司,股权分置限售股份
600030.SH,20060810,20060815,28697755.0,0.9625,中国机械进出口(集团)有限公司,股权分置限售股份
600030.SH,20060810,20060815,4591642.0,0.154,中信信托投资有限责任公司,股权分置限售股份
600030.SH,20060810,20060815,91832814.0,3.0801,中国粮油食品(集团)有限公司,股权分置限售股份
