index_code,con_code,trade_date,weight
399975.SZ,600999.SH,20170228,3.756
399975.SZ,601099.SH,20170228,3.551
399975.SZ,601198.SH,20170228,2.094
399975.SZ,601211.SH,20170228,8.542
399975.SZ,601377.SH,20170228,3.631
399975.SZ,601555.SH,20170228,2.686
399975.SZ,601688.SH,20170228,5.783
399975.SZ,601788.SH,20170228,3.034
399975.SZ,601901.SH,20170228,3.405
399975.SZ,000166.SZ,20170331,3.815
399975.SZ,000686.SZ,20170331,1.713
399975.SZ,000712.SZ,20170331,1.076
399975.SZ,000728.SZ,20170331,2.473
399975.SZ,000750.SZ,20170331,1.928
399975.SZ,000776.SZ,20170331,5.172
399975.SZ,000783.SZ,20170331,3.322
399975.SZ,002500.SZ,20170331,1.277
399975.SZ,002673.SZ,20170331,2.613
399975.SZ,002736.SZ,20170331,3.668
