ts_code,freq,trade_date,trade_time,open,high,low,close,volume,amount,adjust_type,source,updated_at
300413.SZ,1d,20150121,2015-01-21 15:00:00,11.81,13.01,11.81,13.01,942.0,1229.065,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150122,2015-01-22 15:00:00,14.32,14.32,14.32,14.32,222.0,318.792,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150123,2015-01-23 15:00:00,15.75,15.75,15.75,15.75,274.0,432.92,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150126,2015-01-26 15:00:00,17.33,17.33,17.33,17.33,571.0,992.398,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150127,2015-01-27 15:00:00,19.06,19.06,19.06,19.06,1229.5,2350.804,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150128,2015-01-28 15:00:00,20.97,20.97,20.97,20.97,2387.99,5021.943,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150129,2015-01-29 15:00:00,23.06,23.06,23.06,23.06,3077.56,7118.3963,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150130,2015-01-30 15:00:00,25.36,25.36,25.36,25.36,3917.6,9966.3744,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150202,2015-02-02 15:00:00,27.9,27.9,27.9,27.9,11503.99,32188.164,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150203,2015-02-03 15:00:00,30.69,30.69,30.69,30.69,10625.0,32703.75,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150204,2015-02-04 15:00:00,33.76,33.76,33.76,33.76,5344.5,18096.477,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150205,2015-02-05 15:00:00,37.14,37.14,37.14,37.14,6101.3,22727.3425,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150206,2015-02-06 15:00:00,40.86,40.86,33.48,34.95,491104.06,1767529.5212,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150209,2015-02-09 15:00:00,32.58,34.18,31.46,31.51,263348.21,854685.4733,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150210,2015-02-10 15:00:00,31.41,32.56,29.93,32.14,213263.74,675677.1315,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150211,2015-02-11 15:00:00,32.55,35.35,31.49,34.3,295043.5,996433.0627,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150212,2015-02-12 15:00:00,33.96,34.55,32.92,33.9,213323.16,722544.9765,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150213,2015-02-13 15:00:00,33.39,36.78,33.16,35.16,249652.99,869931.6377,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150216,2015-02-16 15:00:00,35.59,38.68,34.6,38.68,182239.06,675879.5184,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150217,2015-02-17 15:00:00,39.65,40.78,37.07,37.19,259532.43,1014753.4688,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150225,2015-02-25 15:00:00,36.03,36.54,33.47,33.47,197430.19,679258.7836,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150226,2015-02-26 15:00:00,32.71,33.78,32.48,33.2,108297.4,359403.3552,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150227,2015-02-27 15:00:00,33.02,34.3,32.46,33.45,112405.47,378453.9591,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150302,2015-03-02 15:00:00,33.1,34.46,32.7,33.96,124615.35,419307.4622,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150303,2015-03-03 15:00:00,33.33,33.7,32.65,32.8,97748.57,324787.2962,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150304,2015-03-04 15:00:00,32.81,34.1,32.81,33.95,107850.82,362275.6746,qfq,tushare,2026-02-28 20:06:41
300413.SZ,1d,20150305,2015-03-05 15:00:00,33.9,35.14,33.5,33.72,121197.21,416657.0534,qfq,tushare,2026-02-28 20:06:41
