ts_code,freq,trade_date,trade_time,open,high,low,close,volume,amount,adjust_type,source,updated_at
003021.SZ,1d,20201204,2020-12-04 15:00:00,55.71,66.85,55.71,66.85,6094.35,65767.636,qfq,tushare,2026-02-28 20:23:13
003021.SZ,1d,20201207,2020-12-07 15:00:00,73.42,73.42,60.17,60.17,94056.24,956919.598,qfq,tushare,2026-02-28 20:23:13
003021.SZ,1d,20201208,2020-12-08 15:00:00,55.01,59.64,54.16,57.73,78947.36,712074.798,qfq,tushare,2026-02-28 20:23:13
003021.SZ,1d,20201209,2020-12-09 15:00:00,55.81,56.65,54.76,54.94,37772.26,341120.003,qfq,tushare,2026-02-28 20:23:13
003021.SZ,1d,20201210,2020-12-10 15:00:00,54.39,54.39,51.66,51.71,45681.7,389292.831,qfq,tushare,2026-02-28 20:23:13
003021.SZ,1d,20201211,2020-12-11 15:00:00,50.22,52.65,50.22,50.57,30113.15,249338.754,qfq,tushare,2026-02-28 20:23:13
003021.SZ,1d,20201214,2020-12-14 15:00:00,50.69,51.17,48.23,48.41,33765.33,268284.379,qfq,tushare,2026-02-28 20:23:13
003021.SZ,1d,20201215,2020-12-15 15:00:00,48.24,49.21,47.88,48.61,21015.58,165626.019,qfq,tushare,2026-02-28 20:23:13
003021.SZ,1d,20201216,2020-12-16 15:00:00,48.36,48.89,47.79,47.81,19307.37,150349.322,qfq,tushare,2026-02-28 20:23:13
003021.SZ,1d,20201217,2020-12-17 15:00:00,47.8,50.02,47.79,49.58,27316.82,216401.956,qfq,tushare,2026-02-28 20:23:13
003021.SZ,1d,20201218,2020-12-18 15:00:00,49.13,49.57,48.2,48.21,19329.21,152126.679,qfq,tushare,2026-02-28 20:23:13
003021.SZ,1d,20201221,2020-12-21 15:00:00,48.5,48.95,47.62,48.46,17387.34,135682.851,qfq,tushare,2026-02-28 20:23:13
003021.SZ,1d,20201222,2020-12-22 15:00:00,48.02,48.21,47.03,47.07,22411.4,172747.606,qfq,tushare,2026-02-28 20:23:13
003021.SZ,1d,20201223,2020-12-23 15:00:00,47.21,47.47,46.55,46.66,17799.04,134804.593,qfq,tushare,2026-02-28 20:23:13
