trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20250718,000627.SZ,*ST天茂,1.73,-4.4199,10.31,819422596.0,114030442.17,63002115.58,177032557.75,-51028326.59,-6.23,21.6,7812704505.45,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250718,000691.SZ,*ST亚太,5.79,5.0817,9.24,393259983.0,45775149.17,45984130.6,91759279.77,208981.43,0.05,23.33,1871733300.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250718,000705.SZ,浙江震元,10.38,-1.6114,47.3,1493915808.0,113746695.4,99625205.46,213371900.86,-14121489.94,-0.95,14.28,2926700435.88,日换手率达到20%的前5只证券
20250718,001339.SZ,智微智能,55.65,2.4107,50.0,2160733015.0,154066910.8,142536841.98,296603752.78,-11530068.82,-0.53,13.73,4161587191.65,日换手率达到20%的前5只证券
20250718,002010.SZ,传化智联,6.52,9.9494,6.94,1206479200.0,113935219.16,199248621.45,313183840.61,85313402.29,7.07,25.96,18131987031.12,日涨幅偏离值达到7%的前5只证券
20250718,002058.SZ,*ST威尔,15.31,5.0069,13.12,300530762.0,40490666.9,48364414.0,88855080.9,7873747.1,2.62,29.57,2189867335.07,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250718,002104.SZ,恒宝股份,21.97,-7.8826,39.74,5439065712.0,577629498.94,569404447.03,1147033945.97,-8225051.91,-0.15,21.09,13174969687.88,日跌幅偏离值达到7%的前5只证券
20250718,002178.SZ,延华智能,7.79,10.0282,17.91,2237670198.0,219101200.77,321514233.0,540615433.77,102413032.23,4.58,24.16,5544790800.82,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250718,002209.SZ,达意隆,16.41,-3.9789,40.42,1081402642.0,86151307.25,67276355.0,153427662.25,-18874952.25,-1.75,14.19,2548534685.19,日换手率达到20%的前5只证券
20250718,002229.SZ,鸿博股份,19.55,-4.9125,39.59,3926552311.0,422763761.1,469390650.06,892154411.16,46626888.96,1.19,22.72,9641362084.55,日换手率达到20%的前5只证券
20250718,002246.SZ,北化股份,17.79,10.0186,14.72,1415132911.0,268606809.0,293781891.0,562388700.0,25175082.0,1.78,39.74,9767328985.26,日涨幅偏离值达到7%的前5只证券
20250718,002246.SZ,北化股份,17.79,10.0186,14.72,2444158854.0,333324285.0,468969270.0,802293555.0,135644985.0,5.55,32.82,9767328985.26,连续三个交易日内，涨幅偏离值累计达到20%的证券
