trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20251023,000014.SZ,沙河股份,22.46,-3.6052,13.78,794197712.0,86043656.6,41952312.8,127995969.4,-44091343.8,-5.55,16.12,5436358191.04,日振幅值达到15%的前5只证券
20251023,000027.SZ,深圳能源,7.51,9.9561,3.72,1288371488.0,232632744.67,161153621.28,393786365.95,-71479123.39,-5.55,30.56,35727998269.16,日涨幅偏离值达到7%的前5只证券
20251023,000592.SZ,平潭发展,4.13,10.1333,23.47,1759093922.0,210774669.42,195842543.8,406617213.22,-14932125.62,-0.85,23.12,7909331814.37,日涨幅偏离值达到7%的前5只证券
20251023,000609.SZ,ST中迪,5.41,5.0485,0.18,8134030.0,4128390.0,7292939.41,11421329.41,3164549.41,38.91,140.41,1574625251.52,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20251023,000626.SZ,远大控股,8.69,-10.0414,13.08,587194472.0,81134493.58,52464116.0,133598609.58,-28670377.58,-4.88,22.75,4377296567.49,日跌幅偏离值达到7%的前5只证券
20251023,000626.SZ,远大控股,8.69,-10.0414,13.08,2455019715.0,183926063.96,204681403.0,388607466.96,20755339.04,0.85,15.83,4377296567.49,连续三个交易日内，跌幅偏离值累计达到20%的证券
20251023,000637.SZ,茂化实华,4.68,-10.0,19.33,342829643.0,44548666.58,53096552.82,97645219.4,8547886.24,2.49,28.48,1706258057.4,日跌幅偏离值达到7%的前5只证券
20251023,000852.SZ,石化机械,9.34,10.0118,28.76,2530662381.0,259807956.39,188791665.91,448599622.3,-71016290.48,-2.81,17.73,8833200261.24,日涨幅偏离值达到7%的前5只证券
20251023,002084.SZ,海鸥住工,4.41,-10.0,18.97,557223441.0,98194160.36,70028751.15,168222911.51,-28165409.21,-5.05,30.19,2842837889.22,日跌幅偏离值达到7%的前5只证券
20251023,002207.SZ,准油股份,9.06,-8.1136,28.82,686190447.0,107309349.75,68008201.0,175317550.75,-39301148.75,-5.73,25.55,2362956267.0,日换手率达到20%的前5只证券
