trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20250321,000409.SZ,云鼎科技,13.64,-9.967,27.7,1639586263.0,192507876.01,98759497.23,291267373.24,-93748378.78,-5.72,17.76,5774401861.8,日跌幅偏离值达到7%的前5只证券
20250321,000555.SZ,神州信息,15.96,9.9931,13.99,2161120713.0,201402246.5,289846462.15,491248708.65,88444215.65,4.09,22.73,15517745000.52,日涨幅偏离值达到7%的前5只证券
20250321,000571.SZ,新大洲A,4.84,10.0,5.34,664962800.0,100637051.98,80371054.82,181008106.8,-20265997.16,-3.05,27.22,3939888260.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250321,000601.SZ,韶能股份,5.42,2.6515,21.58,1247927154.0,189996147.3,70742674.12,260738821.42,-119253473.18,-9.56,20.89,5856093481.84,日振幅值达到15%的前5只证券
20250321,000678.SZ,襄阳轴承,17.01,-10.0,21.97,1771710431.0,183874130.43,125081142.27,308955272.7,-58792988.16,-3.32,17.44,7817996666.97,日跌幅偏离值达到7%的前5只证券
20250321,000757.SZ,浩物股份,4.48,-7.0539,16.81,427289079.0,63835514.83,31286694.88,95122209.71,-32548819.95,-7.62,22.26,2386561134.72,日振幅值达到15%的前5只证券
20250321,001239.SZ,永达股份,19.8,10.0,36.74,816925274.0,133792834.2,162688243.08,296481077.28,28895408.88,3.54,36.29,2257200000.0,日换手率达到20%的前5只证券
20250321,001239.SZ,永达股份,19.8,10.0,36.74,1274828676.0,213258955.55,193795708.08,407054663.63,-19463247.47,-1.53,31.93,2257200000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250321,001318.SZ,阳光乳业,15.81,-4.2399,65.19,838597277.0,77904598.47,79406088.87,157310687.34,1501490.4,0.18,18.76,1218318600.0,日换手率达到20%的前5只证券
20250321,001382.SZ,新亚电缆,29.91,304.1892,80.43,1526195206.0,42875277.6,123521519.83,166396797.43,80646242.23,5.28,10.9,1798772235.63,无价格涨跌幅限制的证券
20250321,002093.SZ,国脉科技,14.29,-10.0126,15.37,2247063290.0,276761763.17,161328389.36,438090152.53,-115433373.81,-5.14,19.5,14388118712.5,日跌幅偏离值达到7%的前5只证券
20250321,002115.SZ,三维通信,9.38,9.9648,22.53,1565939433.0,59940878.1,293997370.18,353938248.28,234056492.08,14.95,22.6,7055594090.16,日涨幅偏离值达到7%的前5只证券
20250321,002278.SZ,神开股份,11.29,10.039,38.88,1454305402.0,78452500.58,123804495.52,202256996.1,45351994.94,3.12,13.91,3773191622.09,日涨幅偏离值达到7%的前5只证券
20250321,002306.SZ,中科云网,3.4,5.919,20.67,550148131.0,39149348.0,51200812.0,90350160.0,12051464.0,2.19,16.42,2764687515.8,日振幅值达到15%的前5只证券
20250321,002406.SZ,远东传动,10.88,10.0101,56.68,3643606182.0,247743382.81,333495663.19,581239046.0,85752280.38,2.35,15.95,6552066940.8,日涨幅偏离值达到7%的前5只证券
20250321,002553.SZ,南方精工,25.65,9.9914,47.29,2930579850.0,378942620.35,201686306.4,580628926.75,-177256313.95,-6.05,19.81,6433020000.0,日涨幅偏离值达到7%的前5只证券
20250321,002553.SZ,南方精工,25.65,9.9914,47.29,5455734915.0,612480530.27,375973714.87,988454245.14,-236506815.4,-4.34,18.12,6433020000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250321,002664.SZ,信质集团,18.54,-10.0,8.63,661707656.0,113578096.0,62704592.0,176282688.0,-50873504.0,-7.69,26.64,7448142575.52,日跌幅偏离值达到7%的前5只证券
20250321,002789.SZ,建艺集团,10.4,10.0529,24.86,317277985.0,26000120.5,45969310.0,71969430.5,19969189.5,6.29,22.68,1367389774.4,日振幅值达到15%的前5只证券
20250321,002903.SZ,宇环数控,24.59,0.2446,59.39,1595578767.0,145922550.08,130750594.6,276673144.68,-15171955.48,-0.95,17.34,2559485239.93,日换手率达到20%的前5只证券
20250321,002927.SZ,泰永长征,16.98,-10.0159,19.97,764016226.0,67262222.51,70677447.81,137939670.32,3415225.3,0.45,18.05,3746511348.0,日跌幅偏离值达到7%的前5只证券
20250321,003007.SZ,直真科技,38.89,10.0141,17.6,480327334.0,43106914.0,92979718.0,136086632.0,49872804.0,10.38,28.33,2873749754.79,日振幅值达到15%的前5只证券
20250321,300065.SZ,海兰信,19.43,8.6689,43.95,5689902801.0,320543203.3,443097999.73,763641203.03,122554796.43,2.15,13.42,12743099632.3,日换手率达到30%的前5只证券
20250321,300067.SZ,安诺其,7.41,15.6006,44.13,3031075279.0,141316721.33,291127102.12,432443823.45,149810380.79,4.94,14.27,6946754076.21,日换手率达到30%的前5只证券
20250321,300084.SZ,海默科技,9.59,20.025,51.55,1583450074.0,137162406.79,130648394.71,267810801.5,-6514012.08,-0.41,16.91,3304690830.56,日换手率达到30%的前5只证券
20250321,300084.SZ,海默科技,9.59,20.025,51.55,2309053814.0,169531352.35,173813390.03,343344742.38,4282037.68,0.19,14.87,3304690830.56,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250321,300569.SZ,天能重工,6.32,19.9241,12.56,770810998.0,109548785.0,164297027.78,273845812.78,54748242.78,7.1,35.53,6431500353.52,日涨幅达到15%的前5只证券
20250321,300569.SZ,天能重工,6.32,19.9241,12.56,1208841012.0,133133276.3,169533780.48,302667056.78,36400504.18,3.01,25.04,6431500353.52,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250321,300810.SZ,中科海讯,44.9,7.9586,25.79,8019624582.7,8019624582.7,8019624582.7,16039249165.4,0.0,0.0,200.0,5118002830.0,严重异常期间日收盘价格涨幅偏离值累计达到100%的证券
20250321,301079.SZ,邵阳液压,29.06,19.9835,39.82,789379368.0,77576600.5,88330030.14,165906630.64,10753429.64,1.36,21.02,2003158805.44,日涨幅达到15%的前5只证券
20250321,301079.SZ,邵阳液压,29.06,19.9835,39.82,1357209083.0,129716139.45,138636018.16,268352157.61,8919878.71,0.66,19.77,2003158805.44,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250321,301137.SZ,哈焊华通,21.9,17.3633,22.61,489891257.0,35842667.0,65281603.41,101124270.41,29438936.41,6.01,20.64,2227269420.0,日涨幅达到15%的前5只证券
20250321,301298.SZ,东利机械,20.96,4.9049,41.64,799511851.0,149911413.21,37583835.06,187495248.27,-112327578.15,-14.05,23.45,2018640308.0,日换手率达到30%的前5只证券
20250321,301298.SZ,东利机械,20.96,4.9049,41.64,1537431402.0,204501548.24,144705891.26,349207439.5,-59795656.98,-3.89,22.71,2018640308.0,连续三个交易日内，涨幅偏离值累计达到30%的证券
