trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20250226,000506.SZ,*ST中润,6.24,5.0505,4.08,779223339.0,77647579.77,74544736.79,152192316.56,-3102842.98,-0.4,19.53,5794906796.64,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250226,000816.SZ,智慧农业,4.31,-6.1002,31.06,1981375338.0,169129701.57,212929810.31,382059511.88,43800108.74,2.21,19.28,6191375003.82,日跌幅偏离值达到7%的前5只证券
20250226,000892.SZ,欢瑞世纪,5.15,10.0427,33.62,1119470873.0,101713352.0,97469941.88,199183293.88,-4243410.12,-0.38,17.79,3660807738.1,日振幅值达到15%的前5只证券
20250226,000980.SZ,众泰汽车,2.63,10.0418,14.0,1744850669.0,200315469.64,243474238.68,443789708.32,43158769.04,2.47,25.43,13127680199.92,日涨幅偏离值达到7%的前5只证券
20250226,000980.SZ,众泰汽车,2.63,10.0418,14.0,3488436136.0,453870053.81,443128150.23,896998204.04,-10741903.58,-0.31,25.71,13127680199.92,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250226,001306.SZ,夏厦精密,93.98,8.1473,42.58,606307678.0,104087747.78,105077427.79,209165175.57,989680.01,0.16,34.5,1456690000.0,日换手率达到20%的前5只证券
20250226,001389.SZ,广合科技,64.68,8.251,29.56,695778670.0,123283955.0,122882358.06,246166313.06,-401596.94,-0.06,35.38,2462367600.0,日振幅值达到15%的前5只证券
20250226,002031.SZ,巨轮智能,10.5,0.3824,41.42,8836321927.0,895482471.24,648892745.96,1544375217.2,-246589725.28,-2.79,17.48,20813604136.5,日换手率达到20%的前5只证券
20250226,002052.SZ,*ST同洲,4.29,-5.0885,1.69,247671166.0,73154396.79,34328304.0,107482700.79,-38826092.79,-15.68,43.4,3200150999.76,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250226,002152.SZ,广电运通,15.73,10.0,6.5,2424362980.0,260658416.93,450430438.04,711088854.97,189772021.11,7.83,29.33,39043963305.49,日涨幅偏离值达到7%的前5只证券
