trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20250728,000691.SZ,*ST亚太,5.96,4.9296,2.35,237881190.0,38182499.0,34140116.99,72322615.99,-4042382.01,-1.7,30.4,1926689200.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250728,000796.SZ,凯撒旅业,5.01,-7.0501,21.89,1488243975.0,151976148.95,146495507.97,298471656.92,-5480640.98,-0.37,20.06,6667141718.1,日跌幅偏离值达到7%的前5只证券
20250728,000851.SZ,*ST高鸿,2.25,-5.0633,1.18,283051944.0,25442474.0,22221711.0,47664185.0,-3220763.0,-1.14,16.84,2547307858.5,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250728,001225.SZ,和泰机电,45.67,9.9952,16.3,393732493.0,54580642.0,76817256.5,131397898.5,22236614.5,5.65,33.37,960840762.91,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250728,001226.SZ,拓山重工,47.29,10.0023,0.89,53051612.0,15270749.0,28342043.0,43612792.0,13071294.0,24.64,82.21,3530988243.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250728,001267.SZ,汇绿生态,11.7,-10.0,7.5,511128565.0,122127432.1,43117728.41,165245160.51,-79009703.69,-15.46,32.33,6737577479.1,日跌幅偏离值达到7%的前5只证券
20250728,001368.SZ,通达创智,24.94,-4.2243,32.49,262965498.0,66102817.72,27399417.0,93502234.72,-38703400.72,-14.72,35.56,800227309.06,日换手率达到20%的前5只证券
20250728,002017.SZ,东信和平,27.26,10.0081,22.85,3394231145.0,403339723.02,338839915.02,742179638.04,-64499808.0,-1.9,21.87,15813141143.32,日涨幅偏离值达到7%的前5只证券
20250728,002097.SZ,山河智能,12.11,9.9909,26.28,3354717918.0,273855233.34,377708389.32,651563622.66,103853155.98,3.1,19.42,12990114098.29,日涨幅偏离值达到7%的前5只证券
20250728,002281.SZ,光迅科技,52.58,10.0,14.12,5717484247.0,359302127.37,851365104.56,1210667231.93,492062977.19,8.61,21.17,40993378343.72,日涨幅偏离值达到7%的前5只证券
20250728,002298.SZ,中电鑫龙,7.53,-0.6596,34.45,1745017126.0,162683393.8,100329317.0,263012710.8,-62354076.8,-3.57,15.07,4922100582.48,日换手率达到20%的前5只证券
20250728,002436.SZ,兴森科技,17.89,10.0246,11.26,2979277069.0,380865316.74,418707032.02,799572348.76,37841715.28,1.27,26.84,27022795909.84,日涨幅偏离值达到7%的前5只证券
20250728,002542.SZ,中化岩土,4.09,-9.3126,16.58,1213109094.0,172064191.5,137253922.47,309318113.97,-34810269.03,-2.87,25.5,7192863301.56,日跌幅偏离值达到7%的前5只证券
20250728,002592.SZ,ST八菱,7.18,4.5124,6.03,215138790.0,28784690.0,32610498.0,61395188.0,3825808.0,1.78,28.54,1886303536.6,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250728,002827.SZ,高争民爆,49.31,-8.6175,16.96,2338116882.0,230937085.41,242237170.0,473174255.41,11300084.59,0.48,20.24,13609504526.25,日跌幅偏离值达到7%的前5只证券
20250728,002883.SZ,中设股份,13.6,-9.9934,40.54,735808217.0,85536071.58,37644022.28,123180093.86,-47892049.3,-6.51,16.74,1787373948.0,日跌幅偏离值达到7%的前5只证券
20250728,002916.SZ,深南电路,145.18,10.0015,3.46,3224534251.0,606084337.61,960146057.52,1566230395.13,354061719.91,10.98,48.57,96547695208.58,日涨幅偏离值达到7%的前5只证券
20250728,002940.SZ,昂利康,60.07,4.3063,13.43,1415607950.0,185720165.86,115029660.47,300749826.33,-70690505.39,-4.99,21.25,11129497302.69,日振幅值达到15%的前5只证券
20250728,002942.SZ,新农股份,21.18,10.026,9.53,370996776.0,56074878.6,36717173.8,92792052.4,-19357704.8,-5.22,25.01,2906082235.74,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250728,003002.SZ,壶化股份,27.78,-1.594,7.72,2457950104.0,218931760.58,158173184.04,377104944.62,-60758576.54,-2.47,15.34,5080253610.0,连续三个交易日内，跌幅偏离值累计达到20%的证券
20250728,003005.SZ,竞业达,23.08,-1.4938,28.38,844802942.0,150430296.16,77921243.64,228351539.8,-72509052.52,-8.58,27.03,2930656994.48,日换手率达到20%的前5只证券
20250728,003007.SZ,直真科技,43.3,10.0102,21.2,871159171.0,97540203.0,108813958.28,206354161.28,11273755.28,1.29,23.69,3207128638.8,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250728,003023.SZ,彩虹集团,28.53,4.0861,33.99,1017363129.0,84207152.1,97373076.8,181580228.9,13165924.7,1.29,17.85,2997713974.32,日换手率达到20%的前5只证券
20250728,113696.SH,N伯25转,129.01,29.01,,556727060.0,91412940.0,233868100.0,325281040.0,142455160.0,25.59,58.43,,向不特定对象发行的可转债上市首日交易公开信息
20250728,300322.SZ,硕贝德,18.9,20.0,39.04,3097130114.0,90107467.53,512572932.41,602680399.94,422465464.88,13.64,19.46,8338756639.5,日涨幅达到15%的前5只证券
20250728,300476.SZ,胜宏科技,182.77,17.5143,8.46,12482534965.0,1670845063.1,2860012212.83,4530857275.93,1189167149.73,9.53,36.3,156306496475.01,日涨幅达到15%的前5只证券
20250728,300528.SZ,幸福蓝海,17.58,20.0,5.3,346794835.0,24870556.0,153483455.92,178354011.92,128612899.92,37.09,51.43,6550449589.32,日涨幅达到15%的前5只证券
20250728,300528.SZ,幸福蓝海,17.58,20.0,5.3,2079223986.0,167521129.21,264612652.32,432133781.53,97091523.11,4.67,20.78,6550449589.32,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250728,300706.SZ,阿石创,36.5,9.1834,42.8,1730228353.0,219133410.29,214620839.96,433754250.25,-4512570.33,-0.26,25.07,4145478338.5,日换手率达到30%的前5只证券
20250728,300706.SZ,阿石创,36.5,9.1834,42.8,2869266899.0,233631746.29,353624838.45,587256584.74,119993092.16,4.18,20.47,4145478338.5,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250728,301132.SZ,满坤科技,38.78,7.3643,40.87,714259435.0,56981269.87,75298936.3,132280206.17,18317666.43,2.56,18.52,1784156385.06,日换手率达到30%的前5只证券
20250728,301200.SZ,大族数控,69.14,19.9931,25.97,1026514243.0,246991930.18,261968453.58,508960383.76,14976523.4,1.46,49.58,4306462889.92,日涨幅达到15%的前5只证券
20250728,301200.SZ,大族数控,69.14,19.9931,25.97,2783565834.0,510936198.15,538773533.26,1049709731.41,27837335.11,1.0,37.71,4306462889.92,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250728,301217.SZ,铜冠铜箔,25.08,20.0,10.83,2045625425.0,222979543.11,356574042.22,579553585.33,133594499.11,6.53,28.33,20791709843.52,日涨幅达到15%的前5只证券
