trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20250915,000659.SZ,珠海中富,2.99,-8.2822,9.59,384807468.0,65700730.88,77308929.1,143009659.98,11608198.22,3.02,37.16,3844250534.8,日跌幅偏离值达到7%的前5只证券
20250915,000691.SZ,*ST亚太,7.81,4.9731,3.14,134911833.0,17342565.0,35951041.5,53293606.5,18608476.5,13.79,39.5,2524738700.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250915,000718.SZ,苏宁环球,3.52,6.3444,22.27,1740365773.0,157734968.8,148101641.43,305836610.23,-9633327.37,-0.55,17.57,8032967789.44,日振幅值达到15%的前5只证券
20250915,000718.SZ,苏宁环球,3.52,6.3444,22.27,3005007317.0,253537922.3,223135352.73,476673275.03,-30402569.57,-1.01,15.86,8032967789.44,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250915,000757.SZ,浩物股份,5.84,-9.8765,12.79,405189832.0,66830405.8,33588333.0,100418738.8,-33242072.8,-8.2,24.78,3111003156.8,日跌幅偏离值达到7%的前5只证券
20250915,000880.SZ,潍柴重机,47.01,-7.8597,28.2,2146053156.0,407917304.87,191325400.96,599242705.83,-216591903.91,-10.09,27.92,7623235620.0,日换手率达到20%的前5只证券
20250915,000926.SZ,福星股份,3.11,-10.1156,9.25,462015180.0,97531925.8,70785009.2,168316935.0,-26746916.6,-5.79,36.43,4892680440.95,日跌幅偏离值达到7%的前5只证券
20250915,000972.SZ,*ST中基,4.51,-5.0526,0.18,213787080.0,33317793.32,14851436.0,48169229.32,-18466357.32,-8.64,22.53,3478488941.29,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250915,000981.SZ,山子高科,3.05,10.1083,13.52,3873942589.0,374384281.29,351517619.07,725901900.36,-22866662.22,-0.59,18.74,29015736083.65,日涨幅偏离值达到7%的前5只证券
20250915,000981.SZ,山子高科,3.05,10.1083,13.52,9153020023.0,666822880.93,1020128914.15,1686951795.08,353306033.22,3.86,18.43,29015736083.65,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250915,000988.SZ,华工科技,81.26,5.4093,10.84,25340087873.0,3518058951.72,3423187850.57,6941246802.29,-94871101.15,-0.37,27.39,81665134487.82,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250915,001202.SZ,炬申股份,16.55,-10.0054,24.96,498973179.0,59392683.5,29826428.88,89219112.38,-29566254.62,-5.93,17.88,1933436455.25,日跌幅偏离值达到7%的前5只证券
20250915,001267.SZ,汇绿生态,15.81,-8.1348,9.15,850491878.0,209030972.26,61878722.4,270909694.66,-147152249.86,-17.3,31.85,9104367516.63,日跌幅偏离值达到7%的前5只证券
20250915,001301.SZ,尚太科技,70.53,9.9969,15.85,1791637358.0,338787972.0,446432766.44,785220738.44,107644794.44,6.01,43.83,11383286328.75,日涨幅偏离值达到7%的前5只证券
20250915,001309.SZ,德明利,117.91,7.4057,22.31,7374099234.0,1181536268.4,1215212834.37,2396749102.77,33676565.97,0.46,32.5,18839075673.86,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250915,002115.SZ,三维通信,12.76,-5.6911,32.59,3149038974.0,270599127.93,287819383.78,558418511.71,17220255.85,0.55,17.73,9598014988.32,日换手率达到20%的前5只证券
