trade_date,close,market_score,regime,ma20,ma60,atr,grid_lower,grid_upper,target_pos,risk_scale,position,turnover,cost,strategy_ret,benchmark_ret,nav,benchmark_nav,excess_nav
20070815,1515.392,,Range,1299.7996500000002,,65.43371428571432,1234.3659357142858,1365.2333642857145,0.0,0.25604694475158113,0.0,0.0,0.0,-0.0,-0.02016768579507211,1.0,1.573086521253494,0.6356929428161159
20070816,1465.901,,Range,1320.5979499999999,,67.10228571428574,1253.4956642857142,1387.7002357142856,0.0,0.24433173481985435,0.0,0.0,0.0,-0.0,-0.03265887638314047,1.0,1.5217112830158916,0.6571548829013688
20070817,1451.986,,Range,1338.1892,,70.40571428571432,1267.7834857142857,1408.5949142857144,0.0,0.2458689212443954,0.0,0.0,0.0,-0.0,-0.009492455493242735,1.0,1.507266506388298,0.6634526779183818
20070820,1578.949,,Range,1358.401,,77.56892857142861,1280.8320714285715,1435.9699285714287,0.0,0.23576050342247115,0.0,0.0,0.0,0.0,0.08744092573895346,1.0,1.6390632850422089,0.6101045695586111
20070821,1639.451,,Range,1381.5829,,76.42771428571434,1305.1551857142858,1458.0106142857144,0.0,0.23488214416175815,0.0,0.0,0.0,0.0,0.03831789373817651,1.0,1.7018687378286028,0.5875893820553341
20070822,1667.018,,Range,1404.67715,,78.55200000000005,1326.1251499999998,1483.2291500000001,0.0,0.2351042713953853,0.0,0.0,0.0,0.0,0.01681477518998742,1.0,1.7304852780580584,0.5778725844591956
20070823,1761.51,,Range,1429.56405,,80.4390714285715,1349.1249785714285,1510.0031214285714,0.0,0.23295931084562077,0.0,0.0,0.0,0.0,0.056683251170653204,1.0,1.828574809721341,0.5468739887937051
20070824,1747.709,,Range,1455.27965,,79.6530714285715,1375.6265785714284,1534.9327214285715,0.0,0.23715542754681695,0.0,0.0,0.0,-0.0,-0.007834755408711813,1.0,1.8142483733406425,0.5511924467974928
20070827,1744.174,,Range,1480.5681499999998,,76.35528571428577,1404.212864285714,1556.9234357142857,0.0,0.2363401125925215,0.0,0.0,0.0,-0.0,-0.0020226479350967663,1.0,1.8105787876145523,0.5523095746181284
20070828,1746.675,,Range,1505.86065,,73.43092857142862,1432.4297214285714,1579.2915785714288,0.0,0.23627406748216226,0.0,0.0,0.0,0.0,0.001433916570250382,1.0,1.8131750065398566,0.5515187427540896
20070829,1749.976,,Range,1533.19695,,67.23207142857147,1465.9648785714285,1600.4290214285716,0.0,0.24498226162805678,0.0,0.0,0.0,0.0,0.0018898764795969303,1.0,1.8166016833381093,0.550478406561004
20070830,1750.343,,Range,1559.09985,,64.40321428571431,1494.6966357142858,1623.5030642857143,0.0,0.24358079880911623,0.0,0.0,0.0,0.0,0.0002097171618353766,1.0,1.8169826558873243,0.5503629859976014
20070831,1657.624,,Range,1574.4724,,67.00121428571431,1507.4711857142859,1641.4736142857143,0.0,0.25249687986529495,0.0,0.0,0.0,-0.0,-0.052971903221254335,1.0,1.7207336264849633,0.5811474737334882
20070903,1692.083,,Range,1590.6932000000002,,62.055928571428595,1528.6372714285715,1652.7491285714289,0.0,0.25207300655109294,0.0,0.0,0.0,0.0,0.020788188394955665,1.0,1.756504561289868,0.5693124982639738
20070904,1621.557,,Range,1602.31555,,63.73007142857144,1538.5854785714287,1666.0456214285714,0.0,0.24050961209335917,0.0,0.0,0.0,-0.0,-0.041679988511201915,1.0,1.6832934713554326,0.5940734738279317
20070905,1583.81,,Range,1612.8995,,64.86292857142858,1548.0365714285715,1677.7624285714285,0.0,0.2381903035371161,0.0,0.0,0.0,-0.0,-0.023278244304702267,1.0,1.6441093546927106,0.6082320480360647
20070906,1597.021,,Range,1619.7268500000002,,63.3195,1556.4073500000002,1683.0463500000003,0.0,0.2527418023964551,0.0,0.0,0.0,0.0,0.008341278309898392,1.0,1.65782332839211,0.6032005840874975
