ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600126.SH,19980313,4.7,4.85,4.41,4.48,,,,458173.0,318879.473
600126.SH,19980320,4.48,4.62,4.39,4.49,4.48,0.009999999999999787,0.22321428571428092,105961.0,71504.211
600126.SH,19980327,4.52,4.64,4.4,4.5,4.49,0.009999999999999787,0.22271714922048524,116574.0,79233.294
600126.SH,19980403,4.5,4.56,4.4,4.46,4.5,-0.040000000000000036,-0.8888888888888897,90522.0,60565.835
600126.SH,19980410,4.47,4.79,4.42,4.61,4.46,0.15000000000000036,3.363228699551578,190827.0,131655.29
600126.SH,19980417,4.63,4.66,4.3,4.5,4.61,-0.11000000000000032,-2.386117136659443,79997.0,54449.076
600126.SH,19980424,4.5,4.64,4.46,4.48,4.5,-0.019999999999999574,-0.444444444444435,73184.0,49794.455
600126.SH,19980430,4.45,4.57,4.42,4.47,4.48,-0.010000000000000675,-0.22321428571430074,52838.0,35366.016
600126.SH,19980508,4.5,4.62,4.42,4.61,4.47,0.14000000000000057,3.1319910514541514,104303.0,70510.636
600126.SH,19980515,4.61,4.85,4.54,4.68,4.61,0.0699999999999994,1.5184381778741733,198026.0,140434.675
600126.SH,19980522,4.7,4.8,4.54,4.65,4.68,-0.02999999999999936,-0.6410256410256274,64764.0,45246.362
600126.SH,19980529,4.66,4.7,4.56,4.66,4.65,0.009999999999999787,0.2150537634408556,62483.0,43486.603
600126.SH,19980605,4.68,4.7,4.56,4.66,4.66,0.0,0.0,47142.0,32673.694
600126.SH,19980612,4.66,5.0,4.46,4.96,4.66,0.2999999999999998,6.437768240343343,107744.0,77047.878
600126.SH,19980619,4.96,5.12,4.86,5.0,4.96,0.040000000000000036,0.8064516129032264,149292.0,111625.635
600126.SH,19980626,4.98,5.3,4.9,5.25,5.0,0.25,5.0,98648.0,75174.89
600126.SH,19980703,5.25,5.7,5.2,5.6,5.25,0.34999999999999964,6.66666666666666,139016.0,113052.16
600126.SH,19980710,5.6,5.9,5.45,5.62,5.6,0.020000000000000462,0.3571428571428654,127231.0,107964.413
600126.SH,19980717,5.66,5.84,5.38,5.5,5.62,-0.1200000000000001,-2.1352313167259807,90081.0,76263.22
600126.SH,19980724,5.4,5.55,5.16,5.44,5.5,-0.05999999999999961,-1.090909090909084,68866.0,55160.674
600126.SH,19980731,5.49,6.33,5.33,5.87,5.44,0.4299999999999997,7.904411764705877,211461.0,182974.84100000001
600126.SH,19980807,5.86,5.95,5.6,5.8,5.87,-0.07000000000000028,-1.1925042589437866,82092.0,71383.718
600126.SH,19980814,5.8,5.8,5.44,5.48,5.8,-0.3199999999999994,-5.5172413793103345,69624.0,58647.92800000001
600126.SH,19980821,5.4,5.55,4.96,5.55,5.48,0.0699999999999994,1.2773722627737116,78162.0,62552.239
600126.SH,19980828,5.54,5.72,5.41,5.61,5.55,0.0600000000000005,1.0810810810810902,54366.0,45246.166
600126.SH,19980904,5.86,5.98,5.54,5.64,5.61,0.02999999999999936,0.5347593582887586,98146.0,84386.301
600126.SH,19980911,5.6,5.72,5.44,5.72,5.64,0.08000000000000007,1.4184397163120581,97811.0,81778.534
600126.SH,19980918,5.72,5.76,5.3,5.33,5.72,-0.3899999999999997,-6.818181818181814,100292.0,83629.699
600126.SH,19980925,5.26,5.63,5.25,5.6,5.33,0.2699999999999996,5.065666041275789,57307.0,46634.795
600126.SH,19980930,5.63,5.84,5.54,5.72,5.6,0.1200000000000001,2.142857142857145,92754.0,79754.144
600126.SH,19981009,5.72,6.18,5.6,6.12,5.72,0.40000000000000036,6.993006993006999,142776.0,127264.426
