ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002138.SZ,20070615,34.87,37.61,32.68,36.58,,,,254949.55,898885.6186
002138.SZ,20070622,36.58,39.31,33.21,34.52,36.58,-2.059999999999995,-5.631492618917428,134334.36000000002,495267.3943
002138.SZ,20070629,34.16,37.03,31.03,33.97,34.52,-0.5500000000000043,-1.593279258400939,89911.7,311900.9827
002138.SZ,20070706,33.66,34.46,27.31,29.55,33.97,-4.419999999999998,-13.011480718280833,49085.49,152660.981
002138.SZ,20070713,30.15,32.18,27.58,30.67,29.55,1.120000000000001,3.7901861252115094,50231.47,151883.9271
002138.SZ,20070720,30.2,31.17,27.9,30.49,30.67,-0.18000000000000327,-0.5868927290512007,19076.33,58194.679000000004
002138.SZ,20070727,30.26,35.62,30.2,34.86,30.49,4.370000000000001,14.332568055100037,56030.9,186292.3544
002138.SZ,20070803,34.31,36.6,32.68,35.5,34.86,0.6400000000000006,1.8359150889271387,56688.01,200512.0948
002138.SZ,20070810,35.26,35.5,31.49,32.29,35.5,-3.210000000000001,-9.042253521126762,34543.18,118882.9363
002138.SZ,20070817,32.18,33.01,30.77,31.64,32.29,-0.6499999999999986,-2.013007122948277,21863.28,70382.44810000001
002138.SZ,20070824,31.84,32.98,31.5,31.87,31.64,0.23000000000000043,0.7269279393173211,22844.36,74197.9259
002138.SZ,20070831,31.68,31.68,30.0,30.94,31.87,-0.9299999999999997,-2.9181048007530586,21671.88,66994.3556
002138.SZ,20070907,30.95,32.59,30.69,30.79,30.94,-0.15000000000000213,-0.484809308338727,30874.17,98158.22020000001
002138.SZ,20070914,30.69,31.11,27.65,29.58,30.79,-1.2100000000000009,-3.9298473530367026,37135.66,108186.7085
002138.SZ,20070921,29.36,29.58,27.66,27.9,29.58,-1.6799999999999997,-5.679513184584177,34094.72,97699.3128
002138.SZ,20070928,27.93,28.5,26.9,28.33,27.9,0.4299999999999997,1.5412186379928305,26786.52,73799.3187
002138.SZ,20071012,28.4,29.21,27.08,27.71,28.33,-0.6199999999999974,-2.188492763854562,27147.97,76769.9603
002138.SZ,20071019,27.82,28.97,27.0,27.22,27.71,-0.490000000000002,-1.7683146878383325,20843.01,58622.6029
002138.SZ,20071025,27.28,27.84,24.03,24.2,27.22,-3.0199999999999996,-11.094783247612048,18665.71,48587.4913
002138.SZ,20071102,24.5,26.0,23.9,25.05,24.2,0.8500000000000014,3.512396694214882,28766.79,71833.5434
002138.SZ,20071109,25.05,26.18,23.12,23.92,25.05,-1.129999999999999,-4.510978043912171,21369.489999999998,53179.2524
002138.SZ,20071116,23.3,24.58,23.01,24.52,23.92,0.5999999999999979,2.508361204013369,18736.75,44716.6732
002138.SZ,20071123,24.56,26.7,24.3,25.42,24.52,0.9000000000000021,3.6704730831973986,35225.81,90996.8698
002138.SZ,20071130,25.6,25.9,23.93,24.45,25.42,-0.9700000000000024,-3.815892997639663,16258.89,40473.8743
002138.SZ,20071207,24.99,26.38,24.33,26.12,24.45,1.6700000000000017,6.830265848670764,18858.260000000002,48487.730299999996
002138.SZ,20071214,25.63,27.68,25.63,26.72,26.12,0.5999999999999979,2.297090352220512,34957.23,93694.6384
002138.SZ,20071221,26.79,28.25,26.7,28.1,26.72,1.3800000000000026,5.1646706586826445,24000.09,66091.6965
002138.SZ,20071228,28.16,31.48,22.49,22.79,28.1,-5.310000000000002,-18.89679715302492,52739.64,156425.9836
002138.SZ,20080104,22.79,23.84,22.74,23.0,22.79,0.21000000000000085,0.9214567792891657,23102.870000000003,71050.1436
002138.SZ,20080111,22.79,24.95,22.42,24.68,23.0,1.6799999999999997,7.304347826086956,48026.37,149939.3101
002138.SZ,20080118,24.46,26.12,23.17,24.46,24.68,-0.21999999999999886,-0.8914100486223616,36459.32,118971.4859
002138.SZ,20080125,24.89,25.14,20.99,22.87,24.46,-1.5899999999999999,-6.500408830744071,42786.17,132783.2253
