ts_code,trade_date,trade_dt,close,volume,range_low_120,range_high_120,trading_range_flag,trend_slope_60,volume_trend_20,weekly_trend_26,phase,spring,sos,accumulation_score,future_return_5d,future_return_10d,future_return_20d,spring_success_10d,meta_score,score_bucket
600030.SH,20040625,2004-06-25,1.1,68758.58,1.01,1.61,0,-0.236111111111111,0.5224385932372948,-0.0178571428571429,A,0,0,19.14,0.009090909090909,0.0272727272727271,-0.0454545454545455,0,-0.25691406389991345,2
600030.SH,20040628,2004-06-28,1.05,75653.78,1.01,1.61,0,-0.2657342657342656,0.5037798306855326,-0.0178571428571429,A,0,0,18.6,0.0666666666666666,0.0190476190476189,-0.019047619047619,0,-0.2920895732578719,2
600030.SH,20040629,2004-06-29,1.08,75197.03,1.01,1.61,0,-0.2173913043478259,0.3786740749533748,-0.0178571428571429,A,0,0,19.97,0.046296296296296,-0.037037037037037,-0.1018518518518519,0,-0.28537489760435375,2
600030.SH,20040630,2004-06-30,1.07,47523.48,1.01,1.61,0,-0.2357142857142856,0.3788433551881089,-0.0178571428571429,A,0,0,19.71,0.0373831775700934,-0.02803738317757,-0.1401869158878504,0,-0.305049537616117,2
600030.SH,20040701,2004-07-01,1.11,103606.83,1.01,1.61,0,-0.207142857142857,0.4735802291786324,-0.0178571428571429,A,0,0,18.87,0.0180180180180178,-0.0720720720720721,-0.1621621621621621,0,-0.22860081119173972,2
600030.SH,20040702,2004-07-02,1.11,51267.55,1.01,1.61,0,-0.2291666666666665,0.4800148522773622,0.009090909090909,A,0,0,18.64,0.0180180180180178,-0.0360360360360361,-0.1711711711711712,0,-0.25181581312231527,2
600030.SH,20040705,2004-07-05,1.12,33105.05,1.01,1.61,0,-0.2275862068965516,0.4346630284954462,0.009090909090909,A,0,0,18.51,-0.0446428571428572,-0.0446428571428572,-0.1964285714285715,0,-0.2602796596969249,2
600030.SH,20040706,2004-07-06,1.13,73375.27,1.01,1.61,0,-0.2097902097902098,0.3880256457442728,0.009090909090909,A,0,0,18.21,-0.0796460176991149,-0.0353982300884954,-0.2035398230088494,0,-0.24538742557931215,2
600030.SH,20040707,2004-07-07,1.11,28150.48,1.01,1.61,0,-0.2448979591836734,0.4146041799014841,0.009090909090909,A,0,0,17.9,-0.063063063063063,-0.027027027027027,-0.1621621621621621,0,-0.27876377405363306,2
600030.SH,20040708,2004-07-08,1.13,28678.66,1.01,1.61,0,-0.2312925170068027,0.4123437299081598,0.009090909090909,A,0,0,17.6,-0.0884955752212388,-0.0796460176991149,-0.1769911504424777,0,-0.25703256070588515,2
600030.SH,20040709,2004-07-09,1.13,89235.51,1.01,1.61,0,-0.2152777777777778,0.4632568081572301,-0.0341880341880341,A,0,0,16.71,-0.0530973451327432,-0.070796460176991,-0.1858407079646016,0,-0.2082304566848258,2
600030.SH,20040712,2004-07-12,1.07,167410.13,1.01,1.61,0,-0.2302158273381294,0.5261339664486073,-0.0341880341880341,A,0,0,16.98,0.0,-0.0373831775700934,-0.1495327102803738,0,-0.21444923943457633,2
600030.SH,20040713,2004-07-13,1.04,48807.23,1.01,1.61,0,-0.2352941176470588,0.2269221090271547,-0.0341880341880341,A,0,0,19.6,0.0480769230769231,-0.0673076923076924,-0.1057692307692307,0,-0.3448214871731039,1
600030.SH,20040714,2004-07-14,1.04,46528.29,1.01,1.61,0,-0.2408759124087591,0.0530186294506236,-0.0341880341880341,A,0,0,22.16,0.0384615384615385,-0.1153846153846154,-0.1057692307692307,0,-0.4402347553761404,0
600030.SH,20040715,2004-07-15,1.03,37629.59,1.01,1.61,0,-0.225563909774436,0.02684094763325,-0.0341880341880341,A,0,0,21.93,0.0097087378640776,-0.0970873786407766,-0.1067961165048543,0,-0.4240010641643633,1
600030.SH,20040716,2004-07-16,1.07,150161.98,1.01,1.61,0,-0.1769230769230768,0.0612027820932492,-0.1083333333333332,A,0,0,24.21,-0.0186915887850467,-0.1401869158878504,-0.1214953271028038,0,-0.38700830931353125,1
600030.SH,20040719,2004-07-19,1.07,71611.12,1.01,1.61,0,-0.1832061068702289,0.0054149347930958,-0.1083333333333332,A,0,0,28.8,-0.0373831775700934,-0.1588785046728972,-0.1308411214953271,0,-0.48240308707185153,0
600030.SH,20040720,2004-07-20,1.09,34243.59,1.01,1.61,0,-0.1417322834645669,-0.0713220138828761,-0.1083333333333332,A,0,0,30.72,-0.1100917431192661,-0.1743119266055046,-0.1284403669724771,0,-0.4798259722313805,0
600030.SH,20040721,2004-07-21,1.08,27347.4,1.01,1.61,0,-0.1496062992125983,-0.0982098606178147,-0.1083333333333332,A,0,0,28.48,-0.1481481481481481,-0.1388888888888889,-0.1203703703703704,0,-0.46244900757727014,0
600030.SH,20040722,2004-07-22,1.04,37316.49,1.01,1.61,0,-0.1811023622047244,-0.0651602159045118,-0.1083333333333332,A,0,0,24.55,-0.1057692307692307,-0.1057692307692307,-0.1057692307692307,0,-0.43271873603828626,1
600030.SH,20040723,2004-07-23,1.05,23391.29,1.01,1.61,0,-0.1860465116279069,-0.0866873340935451,-0.1599999999999999,A,0,0,32.28,-0.1238095238095238,-0.1238095238095238,-0.1238095238095238,0,-0.5660133796268402,0
600030.SH,20040726,2004-07-26,1.03,19623.99,1.01,1.61,0,-0.1759999999999999,-0.1388740479866577,-0.1599999999999999,A,0,0,37.41,-0.1262135922330097,-0.1165048543689319,-0.1067961165048543,0,-0.6476582622676149,0
600030.SH,20040727,2004-07-27,0.97,76223.04,0.95,1.61,0,-0.2113821138211382,-0.1239342482562195,-0.1599999999999999,A,0,0,32.99,-0.0721649484536082,-0.0412371134020618,-0.0309278350515463,0,-0.6203194288834682,0
600030.SH,20040728,2004-07-28,0.92,169084.31,0.89,1.61,0,-0.2203389830508474,-0.0279374764619737,-0.1599999999999999,A,0,0,23.91,0.0108695652173913,0.0108695652173913,0.0,0,-0.46334808524890636,0
600030.SH,20040729,2004-07-29,0.93,76966.73,0.89,1.61,0,-0.1913043478260868,-0.0899276796087703,-0.1599999999999999,A,0,0,25.63,0.0,-0.010752688172043,-0.010752688172043,0,-0.46971155363350264,0
600030.SH,20040730,2004-07-30,0.92,41469.93,0.89,1.61,0,-0.2068965517241378,-0.0960533676683734,-0.264,A,0,0,24.67,0.0,0.0217391304347824,-0.0108695652173913,0,-0.4766327582244539,0
600030.SH,20040802,2004-08-02,0.9,24240.03,0.88,1.61,0,-0.1818181818181818,-0.0908667713452623,-0.264,A,0,0,18.91,0.011111111111111,0.0333333333333334,0.0444444444444442,0,-0.3525359049510407,1
600030.SH,20040803,2004-08-03,0.9,20894.62,0.88,1.61,0,-0.1964285714285715,-0.13420012820505,-0.264,A,0,0,17.9,0.0333333333333334,0.0555555555555555,0.0999999999999998,0,-0.3676960276537273,1
600030.SH,20040804,2004-08-04,0.93,82392.93,0.88,1.58,0,-0.1982758620689654,-0.0936837783680878,-0.264,A,0,0,16.84,0.0,0.021505376344086,0.075268817204301,0,-0.34230168847907316,1
600030.SH,20040805,2004-08-05,0.93,57749.24,0.88,1.58,0,-0.1913043478260868,-0.0716311410113611,-0.264,A,0,0,16.1,-0.010752688172043,0.0,0.10752688172043,0,-0.3155727467882308,1
600030.SH,20040806,2004-08-06,0.92,26490.33,0.88,1.58,0,-0.1785714285714286,-0.1497749278810749,-0.264,A,0,0,16.62,0.0217391304347824,0.0,0.108695652173913,0,-0.3287991218555658,1
600030.SH,20040809,2004-08-09,0.91,22681.95,0.88,1.58,0,-0.2017543859649121,-0.2996977847569725,-0.264,A,0,0,21.3,0.0219780219780219,0.0109890109890109,0.0879120879120878,0,-0.47359094065643936,0
600030.SH,20040810,2004-08-10,0.93,41077.59,0.88,1.58,0,-0.1982758620689654,-0.2391347848900563,-0.264,A,0,0,21.38,0.021505376344086,0.010752688172043,0.096774193548387,0,-0.45356781911098976,0
600030.SH,20040811,2004-08-11,0.93,34219.2,0.88,1.58,0,-0.1982758620689654,-0.1796711570888294,-0.264,A,0,0,20.21,0.021505376344086,-0.010752688172043,0.086021505376344,0,-0.4188115398240112,1
600030.SH,20040812,2004-08-12,0.92,36506.43,0.88,1.58,0,-0.2068965517241378,-0.1700609696182441,-0.264,A,0,0,20.01,0.0108695652173913,0.0,0.0543478260869565,0,-0.4242159284105047,1
600030.SH,20040813,2004-08-13,0.94,120359.76,0.88,1.58,0,-0.189655172413793,-0.2418544561981251,-0.3896103896103896,A,0,0,18.55,-0.0212765957446807,-0.0319148936170211,0.0531914893617022,0,-0.3988590437028986,1
600030.SH,20040816,2004-08-16,0.93,28219.66,0.88,1.57,0,-0.1769911504424777,-0.2646597013483508,-0.3896103896103896,A,0,0,18.93,-0.010752688172043,0.010752688172043,0.064516129032258,0,-0.3946721348905756,1
