ts_code,trade_date,trade_dt,close,volume,range_low_120,range_high_120,trading_range_flag,trend_slope_60,volume_trend_20,weekly_trend_26,phase,spring,sos,accumulation_score,future_return_5d,future_return_10d,future_return_20d,spring_success_10d
300759.SZ,20201019,2020-10-19,46.43,36586.31,26.02,50.77,0,-0.043469303667078685,-0.2648189332245354,0.7310469314079424,B,0,0,26.62,0.002799913848804625,0.054921387034245095,0.07387465001076898,0
300759.SZ,20201020,2020-10-20,46.99,27595.12,26.02,50.77,0,0.025758567998253712,-0.26661287186407323,0.7310469314079424,B,0,0,26.76,0.04532879336028928,0.03809321132155774,0.04937220685252175,0
300759.SZ,20201021,2020-10-21,47.9,36398.18,26.02,50.77,0,0.023504273504273643,-0.2413672147079513,0.7310469314079424,E,0,0,26.54,0.06033402922755737,0.029436325678496855,-0.07306889352818369,0
300759.SZ,20201022,2020-10-22,48.05,22232.42,26.02,50.77,0,0.018871925360474995,-0.23912597580025963,0.7310469314079424,B,0,0,26.53,0.04786680541103028,0.0310093652445369,-0.06971904266389162,0
300759.SZ,20201023,2020-10-23,46.52,25868.61,26.02,50.77,0,-0.07034372501998398,-0.23276533245700115,0.6770007209805338,B,0,0,26.38,0.06491831470335341,0.03568357695614788,-0.047291487532244214,0
300759.SZ,20201026,2020-10-26,46.56,20547.64,26.02,50.77,0,-0.02614515791675387,-0.21996914140979495,0.6770007209805338,B,0,0,24.77,0.051975945017181946,0.06400343642611683,-0.08419243986254299,0
300759.SZ,20201027,2020-10-27,49.12,46572.45,26.02,50.77,0,0.05702603830428221,-0.1922299168815611,0.6770007209805338,E,0,0,23.25,-0.006921824104234475,-0.012418566775244333,-0.1579804560260586,0
300759.SZ,20201028,2020-10-28,50.79,56172.23,26.02,51.47,0,0.06255230125523026,-0.1341210331352748,0.6770007209805338,E,0,0,20.85,-0.029139594408348013,-0.07481787753494773,-0.1852726914746997,0
300759.SZ,20201029,2020-10-29,50.35,68954.95,26.02,52.46,0,0.0385726072607262,-0.08302395845454602,0.6770007209805338,E,0,0,15.9,-0.016087388282025827,-0.052432969215491565,-0.1920556107249255,0
300759.SZ,20201030,2020-10-30,49.54,48866.55,26.02,52.46,0,0.06331830864992471,-0.018651638888358302,0.7975326560232221,B,0,0,12.12,-0.027452563584981826,-0.005450141299959577,-0.17501009285425917,0
300759.SZ,20201102,2020-11-02,48.98,49064.65,26.02,52.46,0,0.08362831858407072,0.01973492781015551,0.7975326560232221,B,0,0,7.79,0.011433238056349548,0.01796651694569218,-0.17680685994283374,0
300759.SZ,20201103,2020-11-03,48.78,36222.97,26.02,52.46,0,0.07705895341134905,0.06391032972674293,0.7975326560232221,B,0,0,5.4,-0.005535055350553542,0.010865108651086475,-0.14821648216482175,0
300759.SZ,20201104,2020-11-04,49.31,36293.97,26.02,52.46,0,0.08564509026860412,0.07969635036752587,0.7975326560232221,B,0,0,7.66,-0.047049280064895616,-0.09957412289596435,-0.16487527884810382,0
300759.SZ,20201105,2020-11-05,49.54,46681.11,26.02,52.46,0,0.08592722490135918,0.11711896145605616,0.7975326560232221,B,0,0,7.26,-0.036939846588615266,-0.09769882922890583,-0.1582559547840129,0
300759.SZ,20201106,2020-11-06,48.18,62665.33,26.02,52.46,0,0.05681070410177669,0.1882948211965758,0.7393501805054152,B,0,0,2.97,0.02262349522623497,-0.08011623080116226,-0.09941884599418849,0
300759.SZ,20201109,2020-11-09,49.54,48515.11,26.02,52.46,0,0.16564705882352948,0.21201657380631045,0.7393501805054152,E,0,0,2.9,0.006459426725878181,-0.139281388776746,-0.10092854259184503,0
300759.SZ,20201110,2020-11-10,48.51,40880.72,26.02,52.46,0,0.14356435643564347,0.26093819117355777,0.7393501805054152,E,0,0,2.59,0.0164914450628737,-0.14739229024943312,-0.08431251288394137,0
300759.SZ,20201111,2020-11-11,46.99,33384.93,26.02,52.46,0,0.11008740845735887,0.25580019942839916,0.7393501805054152,B,0,0,2.53,-0.0551181102362206,-0.11938710363907212,-0.083209193445414,0
300759.SZ,20201112,2020-11-12,47.71,33961.88,26.02,52.46,0,0.17454455933037916,0.28456216312797045,0.7393501805054152,E,0,0,2.18,-0.0630894990568015,-0.14734856424229725,-0.07985747222804451,0
300759.SZ,20201113,2020-11-13,49.27,38310.17,26.02,52.46,0,0.2416834677419355,0.3255510396230705,0.8041010618820947,E,0,0,1.9,-0.10046681550639336,-0.17048914146539484,-0.11000608889790953,0
300759.SZ,20201116,2020-11-16,49.86,25628.69,26.02,52.46,0,0.24091587854654062,0.2821884360104525,0.8041010618820947,E,0,0,2.01,-0.1448054552747693,-0.1913357400722021,-0.10489370236662654,0
