ts_code,freq,trade_time,trade_date,open,high,low,close,volume,amount,adjust_type,source,updated_at,trade_dt,ma20,ma60,vol_ma20,vol_ma120,atr20,atr20_norm,atr20_change_20,range_low_120,range_high_120,range_width_120,range_width_ratio_120,range_position_120,trend_slope_20,trend_slope_60,volume_trend_20,vol_dry_up_ratio,vol_spike,support_test_count_60,trading_range_flag,weekly_trend_26,weekly_range_pos_26
600030.SH,1d,2003-02-17 15:00:00,20030217,1.05,1.05,1.02,1.02,204101.6,139692.309,qfq,tushare,2026-02-28 16:02:51,2003-02-17,1.016,,613122.8175,,0.05150000000000003,0.0504901960784314,,,,,,,0.15909090909090917,,,,0,0.0,0,,
600030.SH,1d,2003-02-18 15:00:00,20030218,1.03,1.05,1.02,1.04,110183.98,75383.48,qfq,tushare,2026-02-28 16:02:51,2003-02-18,1.021,,515435.30549999996,,0.04850000000000003,0.04663461538461541,,,,,,,0.1063829787234043,,,,0,0.0,0,,
600030.SH,1d,2003-02-19 15:00:00,20030219,1.03,1.06,1.03,1.04,195915.74,136072.922,qfq,tushare,2026-02-28 16:02:51,2003-02-19,1.0254999999999999,,470641.9415,,0.047000000000000035,0.045192307692307726,,,,,,,0.09473684210526323,,,,0,0.0,0,,
600030.SH,1d,2003-02-20 15:00:00,20030220,1.05,1.06,1.03,1.04,135890.81,94154.324,qfq,tushare,2026-02-28 16:02:51,2003-02-20,1.028,,402695.84050000005,,0.04300000000000004,0.04134615384615388,,,,,,,0.05050505050505061,,,,0,0.0,0,,
600030.SH,1d,2003-02-21 15:00:00,20030221,1.04,1.04,1.0,1.01,251954.97,170253.533,qfq,tushare,2026-02-28 16:02:51,2003-02-21,1.027,,346206.1015,,0.04150000000000004,0.041089108910891126,,,,,,,-0.01941747572815533,,,,0,0.0,0,,
600030.SH,1d,2003-02-24 15:00:00,20030224,1.01,1.02,1.01,1.01,101463.33,68270.228,qfq,tushare,2026-02-28 16:02:51,2003-02-24,1.026,,318537.691,,0.039500000000000035,0.039108910891089144,,,,,,,-0.01941747572815533,,,,0,0.0,0,,
600030.SH,1d,2003-02-25 15:00:00,20030225,1.01,1.04,1.01,1.04,166711.29,114282.762,qfq,tushare,2026-02-28 16:02:51,2003-02-25,1.0285,0.9886666666666667,294193.87450000003,585958.2886666667,0.038500000000000034,0.037019230769230804,-0.48381635969664094,,,,,,0.05050505050505061,,-0.7484419706523369,0.49792693406653443,0,0.0,0,,
600030.SH,1d,2003-02-26 15:00:00,20030226,1.04,1.05,1.03,1.04,131322.47,90695.869,qfq,tushare,2026-02-28 16:02:51,2003-02-26,1.029,0.9903225806451613,266169.0755,571292.6170967742,0.03550000000000003,0.034134615384615416,-0.5104491236611486,,,,,,0.009708737864077666,,-0.7636285464219131,0.5340932693080607,0,0.0,0,,
600030.SH,1d,2003-02-27 15:00:00,20030227,1.04,1.05,1.03,1.04,126053.05,87028.64,qfq,tushare,2026-02-28 16:02:51,2003-02-27,1.0315,0.9918750000000001,251040.1715,557378.880625,0.03350000000000003,0.032211538461538486,-0.5497963800904975,,,,,,0.05050505050505061,,-0.7649312009611621,0.5496058781084355,0,0.0,0,,
600030.SH,1d,2003-02-28 15:00:00,20030228,1.04,1.04,1.03,1.04,76059.45,52180.178,qfq,tushare,2026-02-28 16:02:51,2003-02-28,1.0345,0.9933333333333334,238825.518,542793.4433333334,0.03250000000000003,0.03125000000000003,-0.5475852272727268,,,,,,0.061224489795918435,,-0.7636412180644928,0.5600066269530535,0,0.0,0,,
600030.SH,1d,2003-03-03 15:00:00,20030303,1.03,1.05,1.03,1.05,121379.12,83780.647,qfq,tushare,2026-02-28 16:02:51,2003-03-03,1.038,0.995,229125.19249999998,530398.9044117647,0.031000000000000028,0.02952380952380955,-0.5644444444444443,,,,,,0.0714285714285714,,-0.7615241507120306,0.5680134506421922,0,0.0,0,,
600030.SH,1d,2003-03-04 15:00:00,20030304,1.05,1.07,1.04,1.06,312728.94,219827.112,qfq,tushare,2026-02-28 16:02:51,2003-03-04,1.0385,0.9968571428571429,198408.102,524179.7625714286,0.027500000000000024,0.025943396226415116,-0.6032927276057883,,,,,,0.00952380952380949,,-0.7930105234514977,0.6214884355193635,1,0.0,0,,
600030.SH,1d,2003-03-05 15:00:00,20030305,1.06,1.06,1.04,1.04,147517.04,102226.365,qfq,tushare,2026-02-28 16:02:51,2003-03-05,1.0379999999999998,0.9980555555555556,186047.027,513716.9091666667,0.027000000000000024,0.025961538461538484,-0.5885341074020318,,,,,,-0.00952380952380949,,-0.7984986805734168,0.6378413408626185,0,0.0,0,,
600030.SH,1d,2003-03-06 15:00:00,20030306,1.04,1.05,1.02,1.03,139657.2,95479.461,qfq,tushare,2026-02-28 16:02:51,2003-03-06,1.0365,0.9989189189189189,180046.6765,503607.1872972973,0.027000000000000024,0.02621359223300973,-0.5666340073038209,,,,,,-0.028301886792452824,,-0.7963886975889705,0.6424858877287785,0,0.0,0,,
600030.SH,1d,2003-03-07 15:00:00,20030307,1.02,1.03,1.02,1.02,76617.84,52109.096,qfq,tushare,2026-02-28 16:02:51,2003-03-07,1.0355,0.9994736842105264,169067.051,492370.62552631577,0.026000000000000023,0.025490196078431393,-0.5739495798319326,,,,,,-0.019230769230769273,,-0.8014705466956838,0.6566264471620802,0,0.0,0,,
600030.SH,1d,2003-03-10 15:00:00,20030310,1.02,1.03,1.0,1.01,121458.86,81707.263,qfq,tushare,2026-02-28 16:02:51,2003-03-10,1.0350000000000001,0.9997435897435898,164201.95549999998,482860.0674358974,0.026000000000000023,0.025742574257425765,-0.5661816616444251,,,,,,-0.009803921568627416,,-0.7993351697597815,0.6599388382395097,0,0.0,0,,
600030.SH,1d,2003-03-11 15:00:00,20030311,1.0,1.02,1.0,1.01,46836.82,31442.487,qfq,tushare,2026-02-28 16:02:51,2003-03-11,1.034,1.0,161295.94,471959.48624999996,0.026000000000000023,0.025742574257425765,-0.5467546754675465,0.72,1.08,0.3600000000000001,0.35643564356435653,0.8055555555555555,-0.01941747572815533,,-0.7939034077686693,0.6582419790274954,0,0.0,0,,
600030.SH,1d,2003-03-12 15:00:00,20030312,1.01,1.01,0.98,0.99,125321.11,82211.462,qfq,tushare,2026-02-28 16:02:51,2003-03-12,1.0310000000000001,0.9997560975609756,157493.006,463504.89170731703,0.025500000000000023,0.02575757575757578,-0.5170454545454544,0.72,1.08,0.3600000000000001,0.36363636363636376,0.7499999999999999,-0.05714285714285716,,-0.7735698126281321,0.6602128503544469,0,0.0,0,,
600030.SH,1d,2003-03-13 15:00:00,20030313,0.99,1.0,0.98,0.98,66903.27,43726.284,qfq,tushare,2026-02-28 16:02:51,2003-03-13,1.028,0.9992857142857142,140902.0865,454061.99595238094,0.024500000000000022,0.025000000000000022,-0.5398230088495573,0.72,1.08,0.3600000000000001,0.36734693877551033,0.7222222222222221,-0.05769230769230771,,-0.7946018659464846,0.6896853562816632,0,0.0,0,,
600030.SH,1d,2003-03-14 15:00:00,20030314,0.98,0.99,0.97,0.98,53128.21,34610.547,qfq,tushare,2026-02-28 16:02:51,2003-03-14,1.0245,0.9988372093023257,135560.255,444737.9544186046,0.02400000000000002,0.02448979591836737,-0.5238095238095236,0.72,1.08,0.3600000000000001,0.36734693877551033,0.7222222222222221,-0.06666666666666676,,-0.7939692175285149,0.695190721517765,0,0.0,0,,
600030.SH,1d,2003-03-17 15:00:00,20030317,0.98,0.99,0.97,0.99,68784.35,44854.263,qfq,tushare,2026-02-28 16:02:51,2003-03-17,1.0230000000000001,0.9986363636363635,128794.3925,436193.5543181818,0.02350000000000002,0.02373737373737376,-0.5298617240364811,0.72,1.08,0.3600000000000001,0.36363636363636376,0.7499999999999999,-0.02941176470588236,,-0.7899370422631514,0.7047310964938037,0,0.0,0,,
600030.SH,1d,2003-03-18 15:00:00,20030318,0.99,1.01,0.98,0.99,81619.09,53941.091,qfq,tushare,2026-02-28 16:02:51,2003-03-18,1.0205,0.9984444444444445,127366.148,428314.1217777778,0.02350000000000002,0.02373737373737376,-0.49099239820889296,0.72,1.08,0.3600000000000001,0.36363636363636376,0.7499999999999999,-0.04807692307692313,,-0.7528959567943294,0.7026337878579652,0,0.0,0,,
600030.SH,1d,2003-03-19 15:00:00,20030319,0.98,1.0,0.97,0.99,106823.4,69944.38,qfq,tushare,2026-02-28 16:02:51,2003-03-19,1.0180000000000002,0.9982608695652174,122911.531,421325.19304347824,0.02350000000000002,0.02373737373737376,-0.4747474747474747,0.72,1.08,0.3600000000000001,0.36363636363636376,0.7499999999999999,-0.04807692307692313,,-0.7388428013698393,0.7082739579085263,0,0.0,0,,
600030.SH,1d,2003-03-20 15:00:00,20030320,0.99,1.01,0.99,0.99,71693.75,47412.957,qfq,tushare,2026-02-28 16:02:51,2003-03-20,1.0154999999999998,0.9980851063829788,119701.678,413886.2261702127,0.02300000000000002,0.023232323232323254,-0.4381019497298566,0.72,1.08,0.3600000000000001,0.36363636363636376,0.7499999999999999,-0.04807692307692313,,-0.7027491571520218,0.71078603144727,0,0.0,0,,
600030.SH,1d,2003-03-21 15:00:00,20030321,0.99,1.0,0.99,0.99,52101.89,34387.008,qfq,tushare,2026-02-28 16:02:51,2003-03-21,1.0145000000000002,0.9979166666666667,109709.024,406349.0525,0.02150000000000002,0.021717171717171736,-0.47146160399172454,0.72,1.08,0.3600000000000001,0.36363636363636376,0.7499999999999999,-0.01980198019801982,,-0.6831106571355444,0.7300128465292779,0,0.0,0,,0.7499999999999999
600030.SH,1d,2003-03-24 15:00:00,20030324,0.99,1.0,0.98,0.99,60241.89,39436.727,qfq,tushare,2026-02-28 16:02:51,2003-03-24,1.0135,0.9977551020408163,107647.952,399285.6410204082,0.02200000000000002,0.022222222222222244,-0.4317862165963431,0.72,1.08,0.3600000000000001,0.36363636363636376,0.7499999999999999,-0.01980198019801982,,-0.6620558412976001,0.7303986396182528,0,0.0,0,,0.7499999999999999
600030.SH,1d,2003-03-25 15:00:00,20030325,0.98,0.99,0.94,0.94,226220.42,143858.645,qfq,tushare,2026-02-28 16:02:51,2003-03-25,1.0085000000000002,0.9965999999999999,110623.40849999999,395824.3366,0.02300000000000002,0.024468085106383,-0.3390439347886157,0.72,1.08,0.3600000000000001,0.38297872340425543,0.6111111111111108,-0.09615384615384626,,-0.6239778659973425,0.7205239843254246,1,0.0,0,,0.7499999999999999
